"Date","open SRT Price in USD","high SRT Price in USD","low SRT Price in USD","close SRT Price in USD","SRT Volume","Days to cover 3m (on loan)","Cost To Borrow","Exchange Reported SI","Estimated Short Interest","Dividends","hidden"
"03-Jul-17",,,,,,
"04-Jul-17",,,,,,
"05-Jul-17",,,,,,
"06-Jul-17",,,,,,
"07-Jul-17",,,,,,
"10-Jul-17",,,,,,
"11-Jul-17",,,,,,
"12-Jul-17",,,,,,
"13-Jul-17",,,,,,
"14-Jul-17",,,,,,
"17-Jul-17",,,,,,
"18-Jul-17",,,,,,
"19-Jul-17",,,,,,
"20-Jul-17",,,,,,
"21-Jul-17",,,,,,
"24-Jul-17",,,,,,
"25-Jul-17",,,,,,
"26-Jul-17",,,,,,
"27-Jul-17",,,,,,
"28-Jul-17",,,,,,
"31-Jul-17",,,,,,
"01-Aug-17",,,,,,
"02-Aug-17",,,,,,
"03-Aug-17",,,,,,
"04-Aug-17",,,,,,
"07-Aug-17",,,,,,
"08-Aug-17",,,,,,
"09-Aug-17",,,,,,
"16-Nov-17",,,,,,,0.5959
"17-Nov-17",,,,,,,0.602
"20-Nov-17",,,,,,,0.588
"21-Nov-17",,,,,,,0.6018
"22-Nov-17",,,,,,,0.5889
"23-Nov-17",,,,,,,0.5889
"24-Nov-17",,,,,,,0.6167
"27-Nov-17",,,,,,,0.6078
"28-Nov-17",,,,,,,0.607
"29-Nov-17",,,,,,,0.6164
"30-Nov-17",,,,,,,0.6177
"01-Dec-17",,,,,,,0.6091
"04-Dec-17",,,,,,,0.6259
"05-Dec-17",,,,,,,0.6014
"06-Dec-17",,,,,,,0.6082
"07-Dec-17",,,,,,,0.6087
"08-Dec-17",,,,,,,0.5968
"11-Dec-17",,,,,,,0.6002
"12-Dec-17",,,,,,,0.6012
"13-Dec-17",,,,,,,0.6003
"14-Dec-17",,,,,,,0.5924
"15-Dec-17",,,,,,,0.595
"18-Dec-17",,,,,,,0.5961
"19-Dec-17",,,,,,,0.5949
"20-Dec-17",,,,,,,0.5955
"21-Dec-17",,,,,,,0.5955
"22-Dec-17",,,,,,,0.5955
"25-Dec-17",,,,,,,0.5955
"26-Dec-17",,,,,,,0.5957
"27-Dec-17",,,,,,,0.59
"28-Dec-17",,,,,,,0.6078
"29-Dec-17",,,,,,,0.5906
"01-Jan-18",,,,,,,0.5907
"02-Jan-18",,,,,,,0.5902
"03-Jan-18",,,,,,,0.591
"04-Jan-18",,,,,,,0.59
"05-Jan-18",,,,,,,0.5899
"08-Jan-18",,,,,,,0.5898
"09-Jan-18",,,,,,,0.5898
"10-Jan-18",,,,,,,0.5887
"11-Jan-18",,,,,,,0.5898
"12-Jan-18",,,,,,,0.5848
"15-Jan-18",,,,,,,0.5848
"16-Jan-18",,,,,,,0.5848
"17-Jan-18",,,,,,,0.5851
"18-Jan-18",,,,,,,0.5851
"19-Jan-18",,,,,,,0.5889
"22-Jan-18",,,,,,,0.5881
"23-Jan-18",,,,,,,0.5872
"24-Jan-18",,,,,,,0.586
"25-Jan-18",,,,,,,0.5985
"26-Jan-18",,,,,,,0.6704
"29-Jan-18",,,,,,,0.7014
"30-Jan-18",,,,,,,0.6646
"31-Jan-18",,,,,,,0.6523
"01-Feb-18",,,,,,,0.6522
"02-Feb-18",,,,,,,0.6555
"05-Feb-18",,,,,,,0.6306
"06-Feb-18",,,,,,,0.6087
"07-Feb-18",,,,,,,0.6042
"08-Feb-18",,,,,,,0.5947
"09-Feb-18",,,,,,,0.5943
"13-Feb-18",,,,,,,0.5925
"14-Feb-18",,,,,,,0.5937
"15-Feb-18",,,,,,,0.5948
"16-Feb-18",,,,,,,0.5932
"19-Feb-18",,,,,,,0.5931
"20-Feb-18",,,,,,,0.5923
"21-Feb-18",,,,,,,0.5918
"22-Feb-18",,,,,,,0.5882
"23-Feb-18",,,,,,,0.589
"26-Feb-18",,,,,,,0.5904
"27-Feb-18",,,,,,,0.5934
"28-Feb-18",,,,,,,0.5923
"01-Mar-18",,,,,,,0.5995
"02-Mar-18",,,,,,,0.5962
"05-Mar-18",,,,,,,0.5951
"06-Mar-18",,,,,,,0.5964
"07-Mar-18",,,,,,,0.5953
"08-Mar-18",,,,,,,0.5949
"09-Mar-18",,,,,,,0.5953
"12-Mar-18",,,,,,,0.596
"13-Mar-18",,,,,,,0.5917
"14-Mar-18",,,,,,,0.5911
"15-Mar-18",,,,,,,0.5918
"16-Mar-18",,,,,,,0.592
"19-Mar-18",,,,,,,0.5913
"20-Mar-18",,,,,,,0.5907
"21-Mar-18",,,,,,,0.5946
"22-Mar-18",,,,,,,0.5901
"23-Mar-18",,,,,,,0.8054
"26-Mar-18",,,,,,,0.5908
"27-Mar-18",,,,,,,0.5903
"28-Mar-18",,,,,,,0.5908
"29-Mar-18",,,,,,,0.5903
"30-Mar-18",,,,,,,0.5903
"02-Apr-18",,,,,,,0.5905
"03-Apr-18",,,,,,,0.5909
"04-Apr-18",,,,,,,0.5918
"05-Apr-18",,,,,,,0.5939
"06-Apr-18",,,,,,,0.5918
"09-Apr-18",,,,,,,0.5901
"10-Apr-18",,,,,,,0.6314
"11-Apr-18",,,,,,,0.6334
"12-Apr-18",,,,,,,0.6336
"13-Apr-18",,,,,,,0.6391
"16-Apr-18",,,,,,,0.6414
"17-Apr-18",,,,,,,0.6427
"18-Apr-18",,,,,,,0.6448
"19-Apr-18",,,,,,,0.6469
"20-Apr-18",,,,,,,0.6293
"23-Apr-18",,,,,,,0.6488
"24-Apr-18",,,,,,,0.6435
"25-Apr-18",,,,,,,0.6423
"26-Apr-18",,,,,,,0.6408
"27-Apr-18",,,,,,,0.6555
"30-Apr-18",,,,,,,0.6308
"01-May-18",,,,,,,0.6264
"02-May-18",,,,,,,0.6049
"03-May-18",,,,,,,0.6062
"04-May-18",,,,,,,1.6965
"07-May-18",,,,,,,0.6015
"08-May-18",,,,,,,0.5981
"09-May-18",,,,,,,0.6003
"10-May-18",,,,,,,0.6175
"11-May-18",,,,,,,0.638
"14-May-18",,,,,,,0.6638
"15-May-18",,,,,,,0.668
"16-May-18",,,,,,,0.6989
"17-May-18",,,,,,,0.6556
"18-May-18",,,,,,,0.6748
"21-May-18",,,,,,,0.6655
"22-May-18",,,,,,,0.6633
"23-May-18",,,,,,,0.6694
"24-May-18",,,,,,,0.6761
"28-May-18",,,,,,,0.6761
"29-May-18",,,,,,,0.649
"30-May-18",,,,,,,0.6497
"31-May-18",,,,,,,0.6535
"01-Jun-18",,,,,,,0.648
"04-Jun-18",,,,,,,0.6489
"06-Jun-18",,,,,,,0.6929
"07-Jun-18",,,,,,,0.6352
"11-Jun-18",,,,,,,0.6471
"12-Jun-18",,,,,,,0.6468
"13-Jun-18",,,,,,,0.6407
"14-Jun-18",,,,,,,0.6967
"15-Jun-18",,,,,,,0.6976
"18-Jun-18",,,,,,,0.7038
"21-Jun-18",,,,,,,0.6805
"22-Jun-18",,,,,,,0.6927
"25-Jun-18",,,,,,,0.7258
"27-Jun-18",,,,,,,1.0388
"28-Jun-18",,,,,,,0.9261
"02-Jul-18",,,,,,,0.8314
"03-Jul-18",,,,,,,0.834
"04-Jul-18",,,,,,,0.8316
"05-Jul-18",,,,,,,0.8196
"06-Jul-18",,,,,,,0.8161
"09-Jul-18",,,,,,,0.7467
"10-Jul-18",,,,,,,0.6832
"11-Jul-18",,,,,,,0.6583
"12-Jul-18",,,,,,,0.6518
"13-Jul-18",,,,,,,0.6512
"17-Jul-18",,,,,,,0.6528
"20-Jul-18",,,,,,,0.6532
"23-Jul-18",6.8,6.88,6.67,6.79,112470,5.518645,0.6595
"24-Jul-18",6.82,7.36,6.8,7.35,75628,6.645281,0.659
"25-Jul-18",7.39,7.88,7.39,7.57,130076,6.19644,0.6725
"26-Jul-18",7.53,7.64,7.52,7.61,62228,6.907277,0.6697
"27-Jul-18",7.64,7.76,7.55,7.69,69280,7.201588,0.652
"30-Jul-18",7.67,7.67,7.5,7.55,44209,7.961878,0.6509
"31-Jul-18",7.56,7.7,7.53,7.68,49224
"01-Aug-18",7.69,7.69,7.529,7.62,38909,9.115528,0.6534
"02-Aug-18",7.61,7.85,7.55,7.82,69153,9.020815,0.6566
"03-Aug-18",7.8,8.22,7.79,8.05,72724
"06-Aug-18",8.02,8.06,7.89,7.94,32606,9.711398,0.6487
"07-Aug-18",7.96,8.02,7.75,7.83,38021,9.839483,0.6488
"08-Aug-18",6.95,7.63,6.8638,7.12,158989
"09-Aug-18",7.11,7.2,6.91,6.95,95138
"10-Aug-18",6.96,7.0965,6.84,7.01,71259,8.621395,0.6506
"13-Aug-18",7.03,7.03,6.6854,6.85,71110,8.481535,0.6304
"14-Aug-18",6.86,7,6.79,6.84,24998,8.736869,0.6249
"15-Aug-18",6.85,6.85,6.62,6.72,33309,8.943723,0.6257
"16-Aug-18",6.74,6.78,6.66,6.66,57186,9.069528,0.6265
"17-Aug-18",6.69,6.7,6.51,6.51,52491,9.497116,0.6268
"20-Aug-18",6.52,6.66,6.36,6.61,80169,9.587331,0.6251
"21-Aug-18",6.55,6.63,6.45,6.45,72597,9.891628,0.621
"22-Aug-18",6.421,6.52,6.33,6.34,100507,9.78974,0.6444
"23-Aug-18",6.3,6.35,6.18,6.21,88660,9.680626,0.6762
"24-Aug-18",6.25,6.33,6.21,6.3,111293,9.536757,0.6861
"27-Aug-18",6.3,6.335,6.1,6.2,111505,9.445452,0.6852
"28-Aug-18",6.23,6.37,6.06,6.28,68752,9.419955,0.6842
"29-Aug-18",6.32,6.4455,6.05,6.16,75804,9.793889,0.6952
"30-Aug-18",6.17,6.27,5.96,6.23,118315,9.621419,0.6988
"31-Aug-18",6.22,6.33,6.02,6.06,44299
"03-Sep-18",,,,,,9.260597,0.6789
"04-Sep-18",6.03,6.03,5.7,5.86,81514,9.58998,0.7144
"05-Sep-18",5.84,5.99,5.81,5.89,38342,9.667102,0.7066
"06-Sep-18",5.93,6.21,5.86,6.1,108012,9.963427,0.7423
"07-Sep-18",6.32,6.32,5.96,6.02,95694,9.550591,0.7193
"10-Sep-18",5.94,6.13,5.87,5.98,53038,9.351074,0.6928
"11-Sep-18",5.94,5.94,5.74,5.8,183169,8.717282,0.6962
"12-Sep-18",5.93,5.93,5.41,5.46,68064
"13-Sep-18",5.44,5.58,5.35,5.46,156429,8.982545,0.6969
"14-Sep-18",5.46,5.73,5.4,5.72,124156,8.937202,0.6936
"17-Sep-18",5.75,5.88,5.6,5.63,103419,8.321307,0.6921
"18-Sep-18",5.749,6.25,5.61,6.22,105823,8.299931,0.6909
"19-Sep-18",6.48,7,6.35,6.4,411792,7.363211,0.6935
"20-Sep-18",6.37,6.56,6.14,6.51,133624,7.597507,0.6974
"21-Sep-18",6.57,6.57,6.3,6.38,122214,7.474906,0.6918
"24-Sep-18",6.34,6.51,6.33,6.46,92000,7.456629,0.6962
"25-Sep-18",6.48,6.74,6.41,6.59,99536,7.781726,0.6904
"26-Sep-18",6.62,6.69,6.4,6.5,69391,7.600958,0.6909
"27-Sep-18",6.48,6.63,6.34,6.52,59064,7.578888,0.6993
"28-Sep-18",6.47,6.7,6.47,6.62,41750,7.654791,0.6951
"01-Oct-18",6.64,6.66,6.32,6.44,54535,8.070243,0.6989
"02-Oct-18",6.41,6.53,6.23,6.5,60135,8.324747,0.7041
"03-Oct-18",6.53,6.788,6.42,6.71,40970,8.465166,0.7058
"04-Oct-18",6.72,6.915,6.62,6.67,36235,8.669694,0.72
"05-Oct-18",6.65,6.75,6.42,6.44,98419,8.55206,0.7129
"08-Oct-18",6.48,6.675,6.02,6.04,45668,8.291236,0.6737
"09-Oct-18",6,6.23,5.96,6.05,59066,8.662439,0.7123
"10-Oct-18",6.17,6.26,6.05,6.13,54627,8.31356,0.7039
"11-Oct-18",6.08,6.28,5.91,5.94,43209,8.680611,0.7066
"12-Oct-18",6.03,6.16,5.87,5.93,66947,8.619672,0.7024
"15-Oct-18",5.93,6.26,5.69,6.16,109942,8.67345,0.7041
"16-Oct-18",6.15,6.3,6.07,6.28,68433,8.633151,0.6989
"17-Oct-18",6.28,6.39,6.1,6.29,60068,8.954232,0.706
"18-Oct-18",6.19,6.3,5.94,6.06,96308,8.815978,0.7025
"19-Oct-18",6.01,6.07,5.81,5.83,89552,8.66426,0.7036
"22-Oct-18",5.85,5.88,5.725,5.75,66954,8.655209,0.7036
"23-Oct-18",5.65,5.78,5.5,5.75,96180,8.790432,0.7151
"24-Oct-18",5.77,5.82,5.62,5.62,74521,8.919786,0.7071
"25-Oct-18",5.67,5.7,5.53,5.65,71705,8.759909,0.71
"26-Oct-18",5.55,5.67,5.511,5.58,119104
"29-Oct-18",5.65,5.65,5.335,5.39,67626
"30-Oct-18",5.5,5.5,5.261,5.29,103454
"31-Oct-18",5.35,5.71,5.35,5.71,40402
"01-Nov-18",5.75,6.02,5.72,5.98,101175
"02-Nov-18",6,6.07,5.91,6.04,150384
"05-Nov-18",6.08,6.18,6.01,6.12,38628,8.589429,0.7222
"06-Nov-18",6.12,6.2,6.08,6.12,74816,8.44206,0.7187
"07-Nov-18",6.06,6.13,5.97,6,61380,8.388652,0.7327
"08-Nov-18",6.17,6.17,5.93,6.03,48470,8.424259,0.7668
"09-Nov-18",6.02,6.02,5.42,5.67,149409,8.621377,0.7352
"12-Nov-18",5.65,6.205,5.54,6.07,79260,8.289299,0.6971
"13-Nov-18",5.9,6.36,5.67,6.17,105017,8.298427,0.7489
"14-Nov-18",6.17,6.44,6.16,6.21,53756,7.803034,0.7532
"15-Nov-18",6.22,6.489,6.07,6.35,78256,7.927621,0.7603
"16-Nov-18",6.38,6.7,6.33,6.47,77017,7.821739,0.7635
"19-Nov-18",6.3,6.47,6.22,6.3,45248,7.63308,0.7735
"20-Nov-18",6.25,6.25,6.02,6.08,78124,7.724619,0.7724
"21-Nov-18",6.06,6.4,6.06,6.22,133022,7.672837,0.772
"22-Nov-18",,,,,,7.215415,0.732
"23-Nov-18",6.11,6.36,6.11,6.35,65789,7.360096,0.7833
"26-Nov-18",6.42,6.6,6.26,6.33,175583,6.960389,0.7869
"27-Nov-18",6.33,6.4,6.16,6.23,121794,6.854403,0.7866
"28-Nov-18",6.261,6.58,6.25,6.51,110967,6.673245,0.7926
"29-Nov-18",6.5,6.5,6.4,6.48,165529,6.634656,0.7886
"30-Nov-18",6.48,6.79,6.47,6.76,92217,6.155563,0.8021
"03-Dec-18",6.8,6.95,6.51,6.6,251631
"04-Dec-18",6.51,6.77,6.51,6.58,74570
"06-Dec-18",6.57,6.57,6.4,6.47,52557,5.600498,0.7926
"07-Dec-18",6.47,6.52,6.4,6.41,103584,5.616271,0.7921
"10-Dec-18",6.4,6.449,6.19,6.29,78809,5.48464,0.8005
"11-Dec-18",6.35,6.39,6.2,6.37,68239,5.225656,0.8114
"12-Dec-18",6.38,6.605,6.36,6.52,44135,5.44082,0.8214
"13-Dec-18",6.54,6.58,6.37,6.47,50784,5.176786,0.8335
"14-Dec-18",6.37,6.4899,6.22,6.22,86423,5.166457,0.8308
"17-Dec-18",6.19,6.38,6.06,6.12,121074,5.365596,0.8262
"18-Dec-18",6.09,6.29,5.835,6.22,105423,5.103451,0.8444
"19-Dec-18",6.24,6.52,6.2,6.37,76615
"20-Dec-18",6.37,6.45,6.17,6.38,43021,5.241915,0.7477
"21-Dec-18",6.3636,6.65,6.3633,6.5,58735
"24-Dec-18",6.42,6.58,6.37,6.57,7700
"25-Dec-18",,,,,,5.030227,0.7402
"26-Dec-18",6.51,6.74,6.4331,6.61,73464
"27-Dec-18",6.61,6.7,6.43,6.67,76549
"28-Dec-18",6.6,6.95,6.6,6.81,118306
"31-Dec-18",6.83,6.83,6.57,6.65,56311,5.693958,0.7723
"02-Jan-19",6.5,6.55,6.17,6.54,60325
"03-Jan-19",6.54,6.7,6.4,6.66,25410
"04-Jan-19",6.8,7.12,6.74,7.06,164431
"07-Jan-19",7.05,7.22,7,7.05,230376
"08-Jan-19",7.05,7.19,6.9225,7,90253
"09-Jan-19",7.05,7.44,6.92,7.38,58782
"10-Jan-19",7.31,7.63,7.31,7.57,80308
"11-Jan-19",7.57,7.7113,7.45,7.59,76143
"14-Jan-19",7.6,7.6,7.22,7.26,81111
"15-Jan-19",7.32,7.32,7.05,7.12,74958
"16-Jan-19",7.14,7.26,7,7.13,33880
"17-Jan-19",7.11,7.24,7.01,7.1,128907
"18-Jan-19",7.1,7.2699,7.06,7.1,50955
"22-Jan-19",7.09,7.15,6.96,6.97,75438
"23-Jan-19",6.97,7.14,6.885,6.96,35653
"24-Jan-19",6.99,7.07,6.82,7.02,55864
"25-Jan-19",7.09,7.28,7.02,7.14,73051,2.486707,0.8198
"28-Jan-19",7.16,7.16,6.96,7.01,40054,2.471764,0.8275
"29-Jan-19",6.99,6.99,6.81,6.82,38888,2.421466,0.8227
"30-Jan-19",6.85,6.93,6.75,6.87,85970,2.39297,0.8246
"31-Jan-19",6.88,7,6.73,6.99,89815,2.343705,0.8312
"01-Feb-19",6.98,7.13,6.91,7.04,39872,2.27893,0.8523
"04-Feb-19",7.02,7.56,7.02,7.52,69943,2.250322,0.8552
"05-Feb-19",7.63,7.84,7.58,7.75,48221,2.195249,0.8501
"06-Feb-19",7.66,7.67,7.52,7.57,22073,2.134228,0.8626
"07-Feb-19",7.61,7.61,7.24,7.28,28897,2.176985,0.861
"08-Feb-19",7.21,7.45,7.21,7.41,33369,2.153323,0.8642
"11-Feb-19",7.41,7.65,7.41,7.57,52643,2.166679,0.866
"12-Feb-19",7.6,7.6,7.48,7.49,29285,2.148604,0.8845
"13-Feb-19",7.59,7.59,7.29,7.35,124629,2.049991,0.8932
"14-Feb-19",7.41,7.59,7.3801,7.44,53446,2.144994,0.8822
"15-Feb-19",7.44,7.79,7.42,7.71,65974,2.227702,0.9014,478613
"18-Feb-19",,,,,,1.783349,0.8842
"19-Feb-19",7.56,8.07,7.56,7.78,59054,1.958085,0.9102
"20-Feb-19",7.843,8.02,7.8,7.8,45318,2.652543,0.8271
"21-Feb-19",7.8,7.8675,7.62,7.63,47941,2.647226,0.8588
"22-Feb-19",7.715,7.82,7.68,7.79,57337,2.595567,0.8684
"25-Feb-19",7.8,8.02,7.56,7.59,59335,2.500928,0.8813
"26-Feb-19",7.55,7.72,7.49,7.69,80574,2.482129,0.8909
"27-Feb-19",7.73,7.93,7.67,7.81,17564,2.314863,0.8768,,468370.6818
"28-Feb-19",7.79,8.04,7.69,7.71,58705,2.292493,0.8849,411562,457506.1667
"01-Mar-19",7.895,8,7.71,7.98,48564,2.446857,0.8867,,469184.3239
"04-Mar-19",8,8.11,7.9,8.08,40783,2.430456,0.8931,,442860.6089
"05-Mar-19",8.03,8.1,7.885,7.91,31703,2.390361,0.9019,,430943.1452
"06-Mar-19",7.94,7.94,7.65,7.68,71814,2.391708,0.9051,,431756.7873
"07-Mar-19",7.7,7.94,7.7,7.85,15304,2.254626,0.9268,,403279.3138
"08-Mar-19",7.7,7.77,7.68,7.7,20979,2.314283,0.9238,,405433.0723
"11-Mar-19",7.65,7.93,7.65,7.89,24828,2.643154,0.9134,,410821.1884
"12-Mar-19",7.88,7.96,7.74,7.76,27576,2.36324,0.9212,,363491.5584
"13-Mar-19",7.75,7.8499,7.65,7.75,132798,2.34407,0.9188,,368841.8644
"14-Mar-19",7.67,7.83,7.2699,7.35,145641,2.262194,0.9213,,364561.6196
"15-Mar-19",7.33,7.49,7.16,7.38,158690,2.194517,0.9195,372759,359993.2814
"18-Mar-19",7.31,7.46,7.3,7.43,38007,2.044502,0.9546,,328591.1008
"19-Mar-19",7.45,7.49,7.2,7.31,84879,2.140481,0.9404,,342254.9592
"20-Mar-19",7.34,7.7076,7.3,7.62,61137,2.104687,0.9473,,335217.249
"21-Mar-19",7.64,7.79,7.64,7.76,33873,2.103085,0.9484,,334188.344
"22-Mar-19",7.78,7.7899,7.65,7.71,39989,2.153763,0.9416,,340649.8674
"25-Mar-19",7.76,7.9341,7.74,7.87,43797,2.143442,0.9426,,342090.3344
"26-Mar-19",8,8.07,7.88,7.98,53007,2.127013,0.9472,,350468.0118
"27-Mar-19",7.95,7.95,7.76,7.9,25239,2.225647,0.936,,362321.748
"28-Mar-19",7.96,7.99,7.86,7.99,17365,2.315851,0.9367,,371417.0676
"29-Mar-19",8,8,7.85,7.88,22220,2.404502,0.9148,348722,376225.6587
"01-Apr-19",7.8,8.03,7.8,8.02,204335,2.299062,0.9393,,373616.3457
"02-Apr-19",8,8.05,7.9375,8.02,62290,2.217754,0.9297,,360197.0217
"03-Apr-19",8.02,8.03,7.94,7.99,95146,2.42095,0.9164,,396578.3001
"04-Apr-19",8,8.075,7.9,8.05,75472,2.399278,0.9168,,397845.6807
"05-Apr-19",8.04,8.1,7.95,7.98,35683,2.315949,0.9277,,372088.0338
"08-Apr-19",7.99,7.99,7.52,7.57,205826,2.15766,0.9041,,344541.1437
"09-Apr-19",7.63,7.65,7.4,7.44,166502,1.841529,0.9507,,277757.073
"10-Apr-19",7.44,7.4976,7.32,7.38,103397,1.844542,0.9491,,281279.1652
"11-Apr-19",7.43,7.5,7.155,7.39,131182,1.77794,0.9536,,274479.0862
"12-Apr-19",7.4,7.47,7.35,7.37,58604,1.803751,0.9567,,277303.7344
"15-Apr-19",7.41,7.41,7.2,7.27,27275,1.81212,0.9543,309372,274967.297
"16-Apr-19",7.3,7.34,7.26,7.27,44358,1.900467,0.9464,,286196.1454
"17-Apr-19",7.3,7.375,7.17,7.29,84234,1.866359,0.9452,,284557.152
"18-Apr-19",7.3,7.37,7.28,7.3,61262,1.836754,0.9716,,275420.6356
"19-Apr-19",,,,,,1.830721,0.9708,,275420.6356
"22-Apr-19",7.28,7.32,7.1,7.16,71753,1.833551,1.0065,,276362.185
"23-Apr-19",7.2,7.27,7.2,7.2,44591,1.841355,0.9713,,275420.6356
"24-Apr-19",7.16,7.25,7.12,7.19,58356,1.855917,0.9654,,314105.3916
"25-Apr-19",7.17,7.17,6.83,6.84,50722,1.853613,0.9704,,313331.9616
"26-Apr-19",6.85,6.99,6.71,6.9,45917,1.828484,0.9729,,306989.8356
"29-Apr-19",6.46,7.04,6.46,6.97,34753,1.819896,0.994,,305164.5408
"30-Apr-19",6.9,7.02,6.86,6.9,36803,1.860151,0.9617,293719,311754.1644
"01-May-19",6.88,6.93,6.83,6.85,36972,1.856245,1.0324,,305164.5408
"02-May-19",6.81,6.88,6.71,6.81,39133,1.859809,1.0124,,305690.4732
"03-May-19",6.85,6.85,6.74,6.76,25083,1.861444,0.9258,,303060.8112
"06-May-19",6.63,6.7,6.5475,6.6,83972,1.872238,0.9466,,306989.8356
"07-May-19",6.5,6.62,6.39,6.41,52868,1.833487,0.9098,,303060.8112
"08-May-19",6.41,6.54,6.41,6.43,68005,1.823118,0.9214,,304360.1736
"09-May-19",6.9,7.815,6.88,7.25,264986,1.90347,0.8883,,317069.6605
"10-May-19",7.73,7.81,7.12,7.19,110016,1.747086,0.8918,,293953.9752
"13-May-19",7.14,7.37,7.0801,7.35,69142,1.660428,0.9029,,283057.0003
"14-May-19",7.4,7.72,7.39,7.68,27836,1.763172,0.8808,,293719
"15-May-19",7.6,7.69,7.53,7.66,65254,1.732901,0.9044,254665,289489.4464
"16-May-19",7.68,8,7.68,7.8,39116,1.787504,0.9297,,296685.5619
"17-May-19",7.91,8.25,7.895,8.18,81558,1.778314,0.8967,,296215.6115
"20-May-19",8.16,8.5,8.025,8.35,67642,1.649758,0.888,,275332.1906
"21-May-19",8.33,8.5054,8.23,8.43,101876,1.720493,0.901,,290987.4133
"22-May-19",8.43,8.58,8.43,8.48,110352,1.668331,0.8735,,286258.5374
"23-May-19",8.45,8.56,8.39,8.47,64061,1.610853,0.896,,276830.1575
"24-May-19",8.48,8.8,8.41,8.73,120317,1.602491,0.8905,,245064.1295
"27-May-19",,,,,,1.602445,0.8908,,245064.1295
"28-May-19",8.78,8.925,8.65,8.78,92301,1.537425,0.9015,,239155.9015
"29-May-19",8.72,8.75,8.395,8.47,152238,1.492229,0.8911,,236329.12
"30-May-19",8.45,8.5,8.3,8.35,83406,1.495597,0.8865,,237398.713
"31-May-19",8.25,8.275,8.01,8.12,87545,1.477204,0.8846,211672,235234.0605
"03-Jun-19",8.05,8.0514,7.77,7.8,66815,1.454744,0.9007,,233273.14
"04-Jun-19",7.8,7.8,7.63,7.64,73836,1.427365,0.8716,,228892.902
"05-Jun-19",7.72,7.87,7.7,7.77,51064,1.418864,0.8776,,228027.041
"06-Jun-19",7.75,7.96,7.705,7.91,68043,1.435142,0.8688,,232381.8125
"07-Jun-19",7.9,8.1,7.89,7.91,78071,1.425204,0.8393,,231083.021
"10-Jun-19",7.865,7.96,7.84,7.86,121027,1.313886,0.8407,,220157.8925
"11-Jun-19",7.9,7.98,7.835,7.88,95698,1.307605,0.8682,,197913.32
"12-Jun-19",7.85,7.91,7.83,7.89,92536,1.292711,0.852,,198315.4968
"13-Jun-19",7.87,8.17,7.87,8.02,157614,1.255403,0.8291,,197511.1432
"14-Jun-19",7.94,8.23,7.92,8.16,156054,1.265996,0.8261,186441,200072.3744
"17-Jun-19",8.17,8.25,8,8.03,67343,1.327519,0.821,,203416.792
"18-Jun-19",8.0802,8.0802,7.94,7.97,37307,1.347315,0.8424,,204792.66
"19-Jun-19",8.02,8.14,7.99,8.05,39417,1.372785,0.8336,,208729.7592
"20-Jun-19",8.09,8.13,7.87,7.9,42616
