"Date","open ADNT Price in USD","high ADNT Price in USD","low ADNT Price in USD","close ADNT Price in USD","ADNT Volume","Days to cover 3m (on loan)","Cost To Borrow","Exchange Reported SI","Estimated Short Interest","Dividends","hidden"
"17-Oct-16",50.6,54,48.12,49.35,2547887
"18-Oct-16",49.69,49.75,48.71,49.23,2547887
"19-Oct-16",49.39,50.49,49,49.34,2547887
"20-Oct-16",49.48,49.74,48.3,48.5,743943
"21-Oct-16",48.57,48.57,47.47,47.75,1223583
"24-Oct-16",48,48,46.675,46.75,1070560
"25-Oct-16",46.69,46.69,43.74,44.35,1675115
"26-Oct-16",43.71,46.93,43.7,45.5,2626811
"27-Oct-16",45.5,45.77,44.94,45.25,1412015
"28-Oct-16",47,47,44.93,45.98,1418395
"31-Oct-16",47,48.2,44.97,45.51,22653270
"01-Nov-16",45.8,46.81,44.84,45.3,9216434
"02-Nov-16",44.7,45.6,44.3,45,4361280
"03-Nov-16",45,45.21,44.385,44.75,2332522
"04-Nov-16",44.12,44.77,42.271,44.2,3886142
"07-Nov-16",43.6,45.07,43.52,44.6,5813953
"08-Nov-16",43.11,46.54,39.66,46.27,6691947
"09-Nov-16",44.51,45.79,43.24,44.26,3939800
"10-Nov-16",43.98,46.23,43.12,45.9,2539227
"11-Nov-16",45.65,47.17,45.09,46.58,2114171
"14-Nov-16",46.57,47.6976,44.33,45.77,1779676
"15-Nov-16",45.98,47.95,45.77,47.72,1062626
"16-Nov-16",47.81,50.06,47.55,50,2591494
"17-Nov-16",50.01,55.13,50.01,53.5,3302312
"18-Nov-16",53.58,54.44,52.9,53.05,1210528
"21-Nov-16",52.35,53.49,51.96,52.97,1045727
"22-Nov-16",52.73,56.67,52.23,56.67,1737436
"23-Nov-16",56.01,56.502,55.51,55.99,1008798
"25-Nov-16",55.85,56.49,55.48,55.86,392586
"28-Nov-16",55.59,55.8473,54.27,54.34,934955
"29-Nov-16",54.01,54.94,54,54.19,724985
"30-Nov-16",54.19,54.19,53.13,53.56,641162
"01-Dec-16",53.53,55.09,53.15,55.03,1091537
"02-Dec-16",54.67,55.09,53.7106,54.24,520721
"05-Dec-16",54.65,55.31,54.28,54.36,512936
"06-Dec-16",54.52,55.29,54.39,55.07,1172028
"07-Dec-16",55.26,57.3,55.01,57.15,827184
"08-Dec-16",56.64,57.33,55.84,57.15,1321814
"09-Dec-16",56.84,58.52,56.5,58.14,1334489
"12-Dec-16",58.14,58.14,56.55,57.67,937972
"13-Dec-16",57.67,58.67,57.42,57.79,1283373
"14-Dec-16",57.16,57.92,56.5801,57.33,1037701
"15-Dec-16",57.13,57.6115,56,56.29,732603
"16-Dec-16",56.28,56.49,54.08,54.17,971659
"19-Dec-16",54.13,54.14,51.74,52.62,1988390
"20-Dec-16",52.97,55.9,52.15,55.29,1306695
"21-Dec-16",55.4,56.85,54.91,56.62,643976
"22-Dec-16",56.71,57.25,55.85,57,986532
"23-Dec-16",56.65,56.95,55.91,56.39,417397
"27-Dec-16",56.45,57.9,56.25,57.6,404623
"28-Dec-16",57.76,58.2,57.5,57.76,619104
"29-Dec-16",57.81,58.67,56.74,57.87,1470736
"30-Dec-16",57.87,58.83,56.85,58.6,403851
"02-Jan-17",,,,,,0.421252
"03-Jan-17",58.76,59.28,57.44,57.73,684574,0.442948
"04-Jan-17",58.12,58.53,57.515,58.18,823169,0.448853
"05-Jan-17",58.31,58.4027,56.65,57,703419,0.451425
"06-Jan-17",57.16,57.77,56.24,56.49,1138959,0.412946
"09-Jan-17",56.25,56.68,55.85,55.88,384094,0.403378
"10-Jan-17",56.98,58.98,56.84,58.54,1152168,0.384663
"11-Jan-17",58.64,61.7313,58.355,61.56,1476121,0.389107
"12-Jan-17",61.52,61.715,59.82,60.08,617366,0.391043
"13-Jan-17",60.14,61.93,59.77,61.42,709388,0.396491
"16-Jan-17",,,,,,0.396491
"17-Jan-17",61.45,63.33,61.4,62.88,736666,0.395842
"18-Jan-17",63.02,64.89,62.8,64.77,1225258,0.391913
"19-Jan-17",65.01,65.4299,62.735,63.31,1056948,0.389715
"20-Jan-17",63.73,65,63.471,64.19,731164,0.396058
"23-Jan-17",64.07,65.4105,63.67,64.07,595458,0.392011
"24-Jan-17",64.33,66.08,64.1,65.88,610579,0.378361
"25-Jan-17",66.36,67.43,65.31,65.37,564423,0.368334
"26-Jan-17",65.7,66.83,65.33,65.55,727416,0.368216
"27-Jan-17",65.89,66.9,63.63,64.34,1279270,0.348713
"30-Jan-17",63.96,64.18,63.25,64.02,409651,0.306461
"31-Jan-17",64.26,64.56,63,63.49,666305,0.507761
"01-Feb-17",63.86,65.26,63.6704,64.14,729874,0.668307
"02-Feb-17",64.37,65.65,64.37,65.11,1267638,0.730608
"03-Feb-17",66.38,66.4821,62.07,63.02,1180007,0.823332
"06-Feb-17",63.6,64.21,61.71,62.24,594643,0.854253
"07-Feb-17",62.04,62.5,59.94,60.16,1040553,0.844968
"08-Feb-17",60.39,60.89,59.1,60.78,1023146,0.801175
"09-Feb-17",60.65,61.71,60.48,61.19,616451,0.901434
"10-Feb-17",61.26,61.925,60.83,61.25,656856,0.814776
"13-Feb-17",61.41,62.15,61.08,61.14,729307,0.948892
"14-Feb-17",61.15,62.14,59.23,62.09,790586,0.894869
"15-Feb-17",62.11,64.36,61.64,63.97,1017830,0.894684
"16-Feb-17",63.8,64.94,63.8,64.7,1266421,0.905262
"17-Feb-17",64.19,64.7,63.85,64.01,670078,0.929355
"20-Feb-17",,,,,,0.974574
"21-Feb-17",66.18,68.97,66.18,66.96,2380840,0.952147
"22-Feb-17",66.99,67.63,66.39,67.53,1100363,0.992723
"23-Feb-17",68.5,68.88,65.89,65.95,886865,0.911704
"24-Feb-17",65.38,67.04,65,66.48,1531954,0.779738
"27-Feb-17",66.41,67.85,66.225,67.53,856734,0.793343
"28-Feb-17",67.37,67.97,67.13,67.13,1022977,0.78647
"01-Mar-17",68.13,68.5,67.52,67.72,901092,0.792954
"02-Mar-17",67.52,68.03,67.19,67.25,810606,0.804003
"03-Mar-17",67.08,68.19,66.6601,67.87,818567,0.798015
"06-Mar-17",67.32,67.86,67.17,67.79,600191,0.891694
"07-Mar-17",67.49,68.34,67.38,68.31,1168625,0.96468
"08-Mar-17",68.82,69.38,68.18,68.96,726495,0.964111
"09-Mar-17",69.27,71.08,68.73,69.51,2050375,0.948864
