"Date","open ZIXI Price in USD","high ZIXI Price in USD","low ZIXI Price in USD","close ZIXI Price in USD","ZIXI Volume","Days to cover 3m (on loan)","Cost To Borrow","Exchange Reported SI","Estimated Short Interest","Dividends","hidden"
"02-Jan-15",3.6,3.68,3.5,3.55,123264
"05-Jan-15",3.52,3.55,3.461,3.48,182266
"06-Jan-15",3.5,3.5,3.31,3.39,202386
"07-Jan-15",3.4,3.4501,3.36,3.38,91802
"08-Jan-15",3.46,3.67,3.42,3.64,250813
"09-Jan-15",3.64,3.64,3.47,3.53,177526
"12-Jan-15",3.54,3.62,3.44,3.52,156128
"13-Jan-15",3.7,3.75,3.61,3.67,516094
"14-Jan-15",3.62,3.74,3.6,3.67,127120
"15-Jan-15",3.68,3.68,3.54,3.6,266876
"16-Jan-15",3.6,3.71,3.6,3.71,209198
"20-Jan-15",3.73,3.73,3.621,3.69,188893
"21-Jan-15",3.7,3.7198,3.6301,3.68,181515
"22-Jan-15",3.71,3.75,3.63,3.71,200869
"23-Jan-15",3.69,3.77,3.6301,3.7,171861
"26-Jan-15",3.7,3.75,3.66,3.72,143921
"27-Jan-15",3.61,3.71,3.61,3.66,158898
"28-Jan-15",3.67,3.69,3.552,3.58,234069
"29-Jan-15",3.59,3.63,3.53,3.61,118852
"30-Jan-15",3.61,3.63,3.52,3.54,236330
"02-Feb-15",3.53,3.55,3.47,3.52,134974
"03-Feb-15",3.55,3.62,3.52,3.55,121153
"04-Feb-15",3.56,3.63,3.5235,3.54,144133
"05-Feb-15",3.55,3.6,3.53,3.58,125092
"06-Feb-15",3.59,3.63,3.55,3.56,139053
"09-Feb-15",3.57,3.6,3.52,3.53,73216
"10-Feb-15",3.56,3.6165,3.5,3.6,186440
"11-Feb-15",3.6,3.65,3.57,3.6,96532
"12-Feb-15",3.6,3.69,3.5801,3.65,122547
"13-Feb-15",3.66,3.78,3.65,3.74,216184
"17-Feb-15",3.77,3.99,3.7699,3.79,497592
"18-Feb-15",3.66,3.78,3.49,3.73,1763323
"19-Feb-15",3.72,3.94,3.72,3.88,456583
"20-Feb-15",3.89,3.9,3.8,3.81,508543
"23-Feb-15",3.79,3.84,3.65,3.82,323164
"24-Feb-15",3.81,4.0001,3.75,3.97,472907
"25-Feb-15",3.93,4.05,3.93,3.99,185103
"26-Feb-15",3.98,4.04,3.97,4,206463
"27-Feb-15",4.01,4.05,4,4,240777
"02-Mar-15",4,4.04,3.99,4.01,192444
"03-Mar-15",3.99,4.049,3.97,4,159922
"04-Mar-15",3.96,3.99,3.9,3.91,141287
"05-Mar-15",3.91,4.35,3.86,4.3,1758723
"06-Mar-15",4.4,4.41,4.165,4.19,770942
"09-Mar-15",4.21,4.21,4.04,4.06,253515
"10-Mar-15",4.03,4.09,3.92,3.93,329392
"11-Mar-15",3.95,4,3.9201,3.94,271146
"12-Mar-15",3.96,4.04,3.9216,3.95,361711
"13-Mar-15",3.96,3.98,3.87,3.92,209606
"16-Mar-15",3.95,3.95,3.8992,3.95,124904
"17-Mar-15",3.94,4,3.92,3.98,120806
"18-Mar-15",3.98,4.15,3.96,4.12,269009
"19-Mar-15",4.12,4.2,4.09,4.1,337412
"20-Mar-15",4.13,4.2,4.02,4.06,363328
"23-Mar-15",4.07,4.1,4.01,4.02,130397
"24-Mar-15",4.03,4.13,4.01,4.1,140092
"25-Mar-15",4.11,4.11,3.95,3.96,160281
"26-Mar-15",3.95,4.0399,3.88,3.89,147124
"27-Mar-15",3.9,3.95,3.85,3.91,185222
"30-Mar-15",3.94,4.04,3.94,4.02,187652
"31-Mar-15",3.97,4.01,3.91,3.93,105010
"01-Apr-15",3.91,3.99,3.88,3.98,219923
"02-Apr-15",3.99,4,3.94,3.96,116474
"06-Apr-15",3.93,4,3.9,3.92,160944
"07-Apr-15",3.93,3.98,3.89,3.9,131530
"08-Apr-15",3.91,3.98,3.88,3.95,238933
"09-Apr-15",3.94,4,3.93,3.96,183750
"10-Apr-15",3.99,3.99,3.93,3.98,234129
"13-Apr-15",3.99,4.01,3.96,3.99,272538
"14-Apr-15",3.98,3.98,3.911,3.98,171392
"15-Apr-15",3.98,4.09,3.97,4.07,480368
"16-Apr-15",4.04,4.1,4.04,4.1,254355
"17-Apr-15",4.06,4.08,3.98,4.02,305312
"20-Apr-15",4.03,4.07,3.98,4.04,449475
"21-Apr-15",4.05,4.26,4.05,4.13,764578
"22-Apr-15",3.95,4.29,3.95,4.27,506249
"23-Apr-15",4.25,4.48,4.22,4.43,672452
"24-Apr-15",4.3,4.62,4.3,4.55,765317
"27-Apr-15",4.59,4.6,4.39,4.44,335103
"28-Apr-15",4.41,4.48,4.37,4.38,223507
"29-Apr-15",4.35,4.42,4.24,4.24,274631
"30-Apr-15",4.2,4.35,4.2,4.26,444520
"01-May-15",4.26,4.48,4.26,4.47,307044
"04-May-15",4.47,4.47,4.39,4.43,145934
"05-May-15",4.6,4.6,4.33,4.36,237829
"06-May-15",4.37,4.398,4.28,4.31,150720
"07-May-15",4.29,4.39,4.28,4.31,146418
"08-May-15",4.37,4.4799,4.34,4.43,501485
"11-May-15",4.45,4.56,4.39,4.53,447453
"12-May-15",4.57,4.79,4.509,4.7,672538
"13-May-15",4.75,4.75,4.63,4.69,369342
"14-May-15",4.69,4.73,4.64,4.7,373588
"15-May-15",4.7,4.72,4.62,4.63,361917
"18-May-15",4.59,4.65,4.55,4.65,266851
"19-May-15",4.64,4.68,4.55,4.62,258812
"20-May-15",4.62,4.67,4.583,4.67,237902
"21-May-15",4.66,4.7,4.62,4.65,193073
"22-May-15",4.64,4.681,4.55,4.61,284169
"26-May-15",4.59,4.632,4.501,4.59,218335
"27-May-15",4.58,4.65,4.55,4.65,253446
"28-May-15",4.62,4.66,4.55,4.57,187050
"29-May-15",4.58,4.6,4.48,4.59,327418
"01-Jun-15",4.6,4.65,4.52,4.59,203438
"02-Jun-15",4.58,4.67,4.52,4.65,248207
"03-Jun-15",4.65,4.72,4.65,4.7,418738
"04-Jun-15",4.7,4.75,4.63,4.69,229797
"05-Jun-15",4.68,4.76,4.63,4.74,270856
"08-Jun-15",4.71,4.81,4.71,4.75,475854
"09-Jun-15",4.75,4.76,4.67,4.73,203058
"10-Jun-15",4.71,4.9,4.7,4.88,667147
"11-Jun-15",4.9,5.06,4.86,5.04,1082780
"12-Jun-15",5.03,5.03,4.96,5.02,304215
"15-Jun-15",5.01,5.23,4.92,5.18,624951
"16-Jun-15",5.24,5.47,5.21,5.42,1520995
"17-Jun-15",5.29,5.38,5.16,5.26,1015891
"18-Jun-15",5.27,5.47,5.27,5.29,843090
"19-Jun-15",5.31,5.47,5.22,5.44,1702821
"22-Jun-15",5.44,5.47,5.38,5.4,664045
"23-Jun-15",5.36,5.45,5.36,5.37,642313
"24-Jun-15",5.29,5.38,5.13,5.25,643721
"25-Jun-15",5.29,5.32,5.21,5.32,391472
"26-Jun-15",5.35,5.35,5.14,5.17,931290
"29-Jun-15",5.1,5.17,5.02,5.07,509639
"30-Jun-15",5.14,5.23,5.02,5.17,475828
"01-Jul-15",5.18,5.25,5.09,5.16,432345
"02-Jul-15",5.2,5.21,5.0701,5.12,171954
"06-Jul-15",5.05,5.15,5.01,5.1,226524
"07-Jul-15",5.13,5.13,4.95,5.1,285772
"08-Jul-15",5.03,5.07,4.96,5.02,332051
"09-Jul-15",5.06,5.17,5,5.11,381756
"10-Jul-15",5.15,5.31,5.14,5.29,247081
"13-Jul-15",5.35,5.39,5.31,5.34,296099
"14-Jul-15",5.34,5.36,5.31,5.34,492866
"15-Jul-15",5.33,5.35,5.27,5.3,533837
"16-Jul-15",5.32,5.39,5.2789,5.34,583531
"17-Jul-15",5.35,5.4,5.315,5.33,221655
"20-Jul-15",5.36,5.3699,5.165,5.2,226365
"21-Jul-15",5.22,5.3,5.12,5.28,400003
"22-Jul-15",5.14,5.215,4.99,5.14,884312
"23-Jul-15",5.16,5.23,5.02,5.11,815347
"24-Jul-15",5.08,5.19,4.99,4.99,461425
"27-Jul-15",5.01,5.02,4.9,4.9,424527
"28-Jul-15",4.93,5.06,4.85,4.97,450279
"29-Jul-15",4.95,5,4.81,4.82,317065
"30-Jul-15",4.8,4.98,4.78,4.91,306365
"31-Jul-15",4.9,4.98,4.85,4.88,376813
"03-Aug-15",4.86,4.93,4.8,4.92,362141
"04-Aug-15",4.93,4.99,4.845,4.93,430847
"05-Aug-15",4.91,5,4.775,4.78,448566
"06-Aug-15",4.75,4.905,4.75,4.8,407790
"07-Aug-15",4.76,4.9,4.76,4.86,313002
"10-Aug-15",4.87,4.97,4.86,4.9,313312
"11-Aug-15",4.84,4.95,4.84,4.86,275106
"12-Aug-15",4.82,4.92,4.73,4.89,573360
"13-Aug-15",4.87,4.967,4.82,4.86,451013
"14-Aug-15",4.85,4.965,4.8,4.93,321735
"17-Aug-15",4.9,5,4.887,4.95,159650
"18-Aug-15",4.79,4.98,4.79,4.84,216988
"19-Aug-15",4.84,4.89,4.77,4.79,355614
"20-Aug-15",4.77,4.8,4.6,4.6,371282
"21-Aug-15",4.5,4.59,4.41,4.455,503833
"24-Aug-15",4.1,4.34,3.98,4.25,681159
"25-Aug-15",4.38,4.38,4.21,4.23,207312
"26-Aug-15",4.3,4.42,4.17,4.37,864526
"27-Aug-15",4.3,4.42,4.22,4.35,352608
"28-Aug-15",4.34,4.5,4.32,4.43,245573
"31-Aug-15",4.38,4.46,4.37,4.38,189322
"01-Sep-15",4.31,4.41,4.3,4.36,349577
"02-Sep-15",4.39,4.53,4.39,4.48,303664
"03-Sep-15",4.48,4.55,4.42,4.42,263556
"04-Sep-15",4.36,4.579,4.3,4.54,228392
"08-Sep-15",4.62,4.689,4.579,4.635,242960
"09-Sep-15",4.69,4.69,4.54,4.54,223380
"10-Sep-15",4.5,4.66,4.49,4.58,231332
"11-Sep-15",4.56,4.74,4.56,4.67,239020
"14-Sep-15",4.67,4.71,4.5,4.55,183926
"15-Sep-15",4.58,4.65,4.55,4.6,98384
"16-Sep-15",4.58,4.63,4.42,4.46,191392
"17-Sep-15",4.49,4.62,4.41,4.5,193145
"18-Sep-15",4.45,4.555,4.3,4.33,581574
"21-Sep-15",4.39,4.45,4.32,4.37,274375
"22-Sep-15",4.35,4.39,4.28,4.31,188271
"23-Sep-15",4.34,4.43,4.3,4.39,218806
"24-Sep-15",4.38,4.45,4.36,4.45,147503
"25-Sep-15",4.51,4.51,4.25,4.28,451459
"28-Sep-15",4.29,4.36,4.17,4.18,239172
"29-Sep-15",4.22,4.28,4.14,4.27,196416
"30-Sep-15",4.32,4.32,4.12,4.21,307441
"01-Oct-15",4.19,4.29,4.12,4.25,254066
"02-Oct-15",4.23,4.26,4.15,4.25,325902
"05-Oct-15",4.25,4.49,4.25,4.4,251308
"06-Oct-15",4.4,4.45,4.27,4.34,225062
"07-Oct-15",4.35,4.4,4.31,4.38,233162
"08-Oct-15",4.4,4.4,4.33,4.34,353911
"09-Oct-15",4.36,4.43,4.36,4.43,271702
"12-Oct-15",4.45,4.5601,4.4,4.51,233535
"13-Oct-15",4.51,4.57,4.41,4.43,212719
"14-Oct-15",4.41,4.49,4.34,4.4,248046
"15-Oct-15",4.42,4.6,4.42,4.59,313136
"16-Oct-15",4.58,4.6407,4.55,4.63,268663
"19-Oct-15",4.63,4.72,4.592,4.69,182344
"20-Oct-15",4.7,4.72,4.61,4.68,175127
"21-Oct-15",5,5.35,4.83,5,1979475
"22-Oct-15",4.98,5.05,4.94,5.01,693088
"23-Oct-15",5.01,5.03,4.94,5.02,555181
"26-Oct-15",5.02,5.12,5.01,5.11,1096657
"27-Oct-15",5.12,5.13,5.03,5.05,454526
"28-Oct-15",5.08,5.25,5.01,5.25,652040
"29-Oct-15",5.24,5.25,5.17,5.2,229711
"30-Oct-15",5.2,5.24,5.15,5.18,337709
"02-Nov-15",5.13,5.18,5.1,5.14,345423
"03-Nov-15",5.11,5.18,5.08,5.12,416592
"04-Nov-15",5.11,5.2,5.11,5.18,404940
"05-Nov-15",5.18,5.22,5.13,5.18,335944
"06-Nov-15",5.15,5.2,5.12,5.18,500686
"09-Nov-15",5.18,5.25,5.15,5.24,532196
"10-Nov-15",5.25,5.47,5.13,5.3,1443228
"11-Nov-15",5.28,5.337,5.18,5.19,429222
"12-Nov-15",5.16,5.21,4.95,5.2,545451
"13-Nov-15",5.15,5.2,5.06,5.13,357916
"16-Nov-15",5.09,5.22,5.09,5.21,317759
"17-Nov-15",5.23,5.28,5.151,5.19,544062
"18-Nov-15",5.19,5.47,5.13,5.44,1197177
"19-Nov-15",5.47,5.68,5.4201,5.68,1430908
"20-Nov-15",5.7,5.75,5.48,5.49,600681
"23-Nov-15",5.52,5.64,5.49,5.58,797572
"24-Nov-15",5.52,5.74,5.52,5.71,626423
"25-Nov-15",5.72,5.78,5.63,5.675,349920
"27-Nov-15",5.58,5.78,5.55,5.73,203040
"30-Nov-15",5.77,5.7706,5.6,5.61,566263
"01-Dec-15",5.64,5.72,5.57,5.68,298433
"02-Dec-15",5.65,5.75,5.631,5.655,286044
"03-Dec-15",5.68,5.74,5.56,5.56,377117
"04-Dec-15",5.56,5.71,5.56,5.6,458344
"07-Dec-15",5.58,5.6,5.41,5.49,432396
"08-Dec-15",5.43,5.59,5.33,5.54,325358
"09-Dec-15",5.53,5.57,5.42,5.45,218023
"10-Dec-15",5.45,5.49,5.35,5.37,255634
"11-Dec-15",5.27,5.57,5.26,5.36,685885
"14-Dec-15",5.43,5.43,5.27,5.32,288432
"15-Dec-15",5.32,5.36,5.21,5.33,339243
"16-Dec-15",5.35,5.38,5.25,5.35,337743
"17-Dec-15",5.36,5.39,5.18,5.21,349342
"18-Dec-15",5.18,5.26,5.14,5.25,935248
"21-Dec-15",5.26,5.31,5.05,5.06,343581
"22-Dec-15",5.06,5.18,5,5.17,278335
"23-Dec-15",5.18,5.25,5.13,5.23,235108
"24-Dec-15",5.21,5.28,5.17,5.24,102172
"28-Dec-15",5.25,5.28,5.15,5.23,364220
"29-Dec-15",5.25,5.37,5.16,5.25,388223
"30-Dec-15",5.28,5.285,5.16,5.18,192267
"31-Dec-15",5.19,5.22,5.08,5.08,247395
"04-Jan-16",5,5.01,4.81,4.82,437859
"05-Jan-16",4.83,4.8972,4.74,4.87,307833
"06-Jan-16",4.81,4.87,4.72,4.78,284895
"07-Jan-16",4.89,5.09,4.69,4.78,594133
"08-Jan-16",4.77,4.8299,4.56,4.59,656206
"11-Jan-16",4.62,4.8,4.6001,4.71,474156
"12-Jan-16",4.76,4.8,4.625,4.72,541284
"13-Jan-16",4.71,4.8,4.62,4.67,462553
"14-Jan-16",4.7,4.79,4.61,4.76,337034
"15-Jan-16",4.62,4.71,4.3,4.54,508714
"19-Jan-16",4.6,4.6799,4.375,4.45,378551
"20-Jan-16",4.4,4.49,4.21,4.43,508912
"21-Jan-16",4.45,4.49,4.35,4.42,286345
"22-Jan-16",4.47,4.52,4.4,4.43,308602
"25-Jan-16",4.43,4.49,4.34,4.36,362642
"26-Jan-16",4.41,4.46,4.34,4.43,302819
"27-Jan-16",4.42,4.46,4.33,4.37,340866
"28-Jan-16",4.4,4.52,4.4,4.45,313322
"29-Jan-16",4.48,4.58,4.435,4.49,394346
"01-Feb-16",4.46,4.57,4.445,4.53,197392
"02-Feb-16",4.47,4.5,4.43,4.47,252072
"03-Feb-16",4.49,4.5599,4.344,4.445,158876
"04-Feb-16",4.43,4.49,4.34,4.39,135416
"05-Feb-16",4.38,4.39,4.15,4.2,462672
"08-Feb-16",4.18,4.22,4.09,4.19,245570
"09-Feb-16",4.15,4.25,4.055,4.1,208970
"10-Feb-16",4.13,4.22,4.08,4.08,162850
"11-Feb-16",4.03,4.14,4.02,4.06,254718
"12-Feb-16",4.07,4.28,4.05,4.27,345709
"16-Feb-16",4.32,4.39,4.21,4.28,359351
"17-Feb-16",3.92,4,3.23,3.44,3024130
"18-Feb-16",3.48,3.65,3.46,3.61,710577
"19-Feb-16",3.65,3.71,3.52,3.53,528397
"22-Feb-16",3.55,3.7,3.54,3.64,532348
"23-Feb-16",3.72,3.9,3.7,3.79,427853
"24-Feb-16",3.74,3.91,3.7001,3.9,414288
"25-Feb-16",3.9,3.9701,3.83,3.95,321063
"26-Feb-16",3.98,4.0299,3.9301,4.01,398161
"29-Feb-16",4,4.02,3.96,3.99,380724
"01-Mar-16",4,4.08,4,4.08,247514
"02-Mar-16",4.06,4.19,4.05,4.13,374917
"03-Mar-16",4.11,4.15,4.1,4.14,241967
"04-Mar-16",4.13,4.47,4.07,4.09,286078
"07-Mar-16",4.06,4.36,4.02,4.24,651343
"08-Mar-16",4.25,4.25,4.04,4.09,471929
"09-Mar-16",4.1,4.23,4.1,4.19,309567
"10-Mar-16",4.24,4.27,4.065,4.09,269050
"11-Mar-16",4.12,4.16,4.05,4.14,181843
"14-Mar-16",4.13,4.1325,3.97,4.05,400898
"15-Mar-16",4.01,4.04,3.83,3.87,291645
"16-Mar-16",3.88,4,3.85,3.88,291414
"17-Mar-16",3.9,3.92,3.86,3.91,363106
"18-Mar-16",3.94,3.94,3.72,3.72,562266
"21-Mar-16",3.72,3.8,3.68,3.73,349211
