"Date","open CRK Price in USD","high CRK Price in USD","low CRK Price in USD","close CRK Price in USD","CRK Volume","Days to cover 3m (on loan)","Cost To Borrow","Exchange Reported SI","Estimated Short Interest","Dividends","hidden"
"02-Jan-17",,,,,,
"03-Jan-17",,,,,,
"04-Jan-17",,,,,,
"05-Jan-17",,,,,,
"06-Jan-17",,,,,,
"09-Jan-17",,,,,,
"10-Jan-17",,,,,,
"11-Jan-17",,,,,,
"03-Jul-17",,,,,,
"04-Jul-17",,,,,,
"05-Jul-17",,,,,,
"06-Jul-17",,,,,,
"07-Jul-17",,,,,,
"10-Jul-17",,,,,,
"11-Jul-17",,,,,,
"12-Jul-17",,,,,,
"13-Jul-17",,,,,,
"14-Jul-17",,,,,,
"17-Jul-17",,,,,,
"18-Jul-17",,,,,,
"19-Jul-17",,,,,,
"20-Jul-17",,,,,,
"21-Jul-17",,,,,,
"24-Jul-17",,,,,,
"25-Jul-17",,,,,,
"26-Jul-17",,,,,,
"27-Jul-17",,,,,,
"28-Jul-17",,,,,,
"31-Jul-17",,,,,,
"01-Aug-17",,,,,,
"02-Aug-17",,,,,,
"03-Aug-17",,,,,,
"04-Aug-17",,,,,,
"07-Aug-17",,,,,,
"08-Aug-17",,,,,,
"03-May-18",,,,,,,8.2984
"04-May-18",,,,,,,8.0169
"07-May-18",,,,,,,8.2045
"08-May-18",,,,,,,8.118
"09-May-18",,,,,,,8.0998
"10-May-18",,,,,,,7.9721
"11-May-18",,,,,,,7.9933
"14-May-18",,,,,,,7.9709
"15-May-18",,,,,,,8.1935
"16-May-18",,,,,,,8.1706
"17-May-18",,,,,,,8.0803
"18-May-18",,,,,,,8.0587
"21-May-18",,,,,,,8.1184
"22-May-18",,,,,,,7.8969
"23-May-18",,,,,,,7.8621
"24-May-18",,,,,,,7.8957
"28-May-18",,,,,,,7.8957
"30-May-18",,,,,,,7.6989
"31-May-18",,,,,,,7.6385
"01-Jun-18",,,,,,,7.4872
"04-Jun-18",,,,,,,7.5213
"06-Jun-18",,,,,,,7.0456
"07-Jun-18",,,,,,,7.0782
"08-Jun-18",,,,,,,7.064
"11-Jun-18",,,,,,,7.0555
"12-Jun-18",,,,,,,7.0562
"13-Jun-18",,,,,,,7.0596
"14-Jun-18",,,,,,,7.0861
"15-Jun-18",,,,,,,7.4
"18-Jun-18",,,,,,,7.1826
"19-Jun-18",,,,,,,6.9941
"21-Jun-18",,,,,,,6.5659
"22-Jun-18",,,,,,,6.5617
"25-Jun-18",,,,,,,6.7529
"27-Jun-18",,,,,,,6.9717
"28-Jun-18",,,,,,,6.9207
"02-Jul-18",,,,,,,6.9875
"03-Jul-18",,,,,,,7.1409
"04-Jul-18",,,,,,,7.274
"05-Jul-18",,,,,,,7.1427
"06-Jul-18",,,,,,,7.1081
"09-Jul-18",,,,,,,7.18
"10-Jul-18",,,,,,,7.2009
"11-Jul-18",,,,,,,7.7272
"12-Jul-18",,,,,,,7.1562
"13-Jul-18",,,,,,,7.1133
"17-Jul-18",,,,,,,7.1094
"20-Jul-18",,,,,,,7.0921
"23-Jul-18",,,,,,,6.9798
"24-Jul-18",,,,,,,6.5615
"25-Jul-18",,,,,,,6.6713
"26-Jul-18",,,,,,,6.47
"27-Jul-18",,,,,,,6.7573
"30-Jul-18",,,,,,,6.7559
"01-Aug-18",,,,,,,6.8278
"02-Aug-18",,,,,,,6.8246
"06-Aug-18",,,,,,,6.8429
"07-Aug-18",,,,,,,6.9458
"08-Aug-18",,,,,,,6.9355
"09-Aug-18",,,,,,,6.9997
"10-Aug-18",,,,,,,7.1936
"13-Aug-18",,,,,,,7.2622
"14-Aug-18",,,,,,,6.8781
"15-Aug-18",8.52,8.61,8.1161,8.37,469241,3.361823,6.9925
"16-Aug-18",8.49,8.69,8.37,8.62,295114,4.160901,7.0225
"17-Aug-18",8.64,8.77,8.23,8.7,404735,4.008255,7.0017
"20-Aug-18",8.42,8.62,8.24,8.38,432807,3.705871,6.956
"21-Aug-18",8.44,8.85,8.43,8.81,330037,3.955633,6.853
"22-Aug-18",8.86,9.22,8.55,9.13,500235,3.911556,6.7208
"23-Aug-18",9.1,9.67,8.9,9.41,300298,3.734427,6.5567
"24-Aug-18",9.5,9.75,9.23,9.36,310464,3.559574,6.4984
"27-Aug-18",9.38,9.5899,9.2612,9.54,245675,3.575089,6.3837
"28-Aug-18",9.55,9.72,9.4,9.65,240553,3.810938,6.3866
"29-Aug-18",9.68,9.69,9.401,9.56,309662,3.748713,6.331
"30-Aug-18",9.6,9.84,9.36,9.57,310470,3.73782,6.2954
"31-Aug-18",9.56,9.71,9.28,9.68,322339,3.907995,6.2364
"03-Sep-18",,,,,,3.907995,6.2364
"04-Sep-18",9.68,9.98,9.16,9.37,466715,3.708807,6.1678
"05-Sep-18",9.34,9.371,8.58,8.65,498057,3.559175,6.1382
"06-Sep-18",8.62,8.6201,8.08,8.09,688988,3.498985,6.144
"07-Sep-18",8.06,8.13,7.6803,7.75,485347,3.597479,6.0991
"10-Sep-18",7.78,7.88,7.32,7.42,642089,3.614829,6.0931
"11-Sep-18",7.44,8.14,7.44,7.83,351515,3.997574,6.0837
"12-Sep-18",7.93,8.2197,7.9073,7.99,450218
"13-Sep-18",7.97,8.33,7.7801,8.2,414994,3.737903,6.0906
"14-Sep-18",8.15,8.32,8.04,8.19,241273,3.775356,6.0094
"17-Sep-18",8.19,8.24,7.79,7.85,348807,3.647758,6.0551
"18-Sep-18",7.94,8.2801,7.91,8.07,363485,3.714288,6.0117
"19-Sep-18",8.04,8.52,8.01,8.38,336773,3.743227,5.9787
"20-Sep-18",8.45,8.6501,8.19,8.65,391484,3.80788,5.9982
"21-Sep-18",8.68,9.03,8.6,8.95,357176,3.839974,5.9429
"24-Sep-18",9,9,8.71,8.76,458616,3.867753,5.9296
"25-Sep-18",8.81,9.1665,8.7601,9.05,379181,3.782057,5.7494
"26-Sep-18",8.98,9.178,8.42,8.44,560410,3.49489,5.6932
"27-Sep-18",8.52,8.68,8.33,8.47,386533,3.541207,5.6955
"28-Sep-18",8.39,8.59,8.22,8.38,789889,3.374263,6.0765
"01-Oct-18",8.45,9.08,8.45,9.02,710146,3.161309,6.0692
"02-Oct-18",9.02,9.3,8.63,8.7,394511,3.072511,6.0537
"03-Oct-18",8.72,9.19,8.61,9.14,398354,2.960122,6.0686
"04-Oct-18",9.03,9.18,8.8194,8.88,157311,3.018555,6.0863
"05-Oct-18",8.85,8.9,8.45,8.64,267793,3.103995,6.0967
"08-Oct-18",8.6,8.855,8.4238,8.65,187630,3.148533,6.0967
"09-Oct-18",8.65,9.39,8.61,9.09,458438,3.1577,6.0779
"10-Oct-18",9.12,9.12,8.55,8.55,370865,3.229363,6.0844
"11-Oct-18",8.5,8.71,8.11,8.39,492878,3.150794,6.0789
"12-Oct-18",8.63,8.7,8.22,8.45,427226,3.205012,6.0854
"15-Oct-18",8.51,8.77,8.4301,8.65,315375,3.267955,6.0852
"16-Oct-18",8.69,8.84,8.46,8.79,247768,3.625046,6.0856
"17-Oct-18",8.73,8.75,8.32,8.57,291056,4.018647,5.9459
"18-Oct-18",8.51,8.69,8.4,8.6,278527,3.95487,5.9726
"19-Oct-18",8.63,8.96,8.56,8.8,298898,4.080481,5.9382
"22-Oct-18",8.78,8.87,8.27,8.38,410140,4.032149,5.9176
"23-Oct-18",8.1,8.1304,7.25,7.77,599321,3.824658,5.8112
"24-Oct-18",7.87,7.87,7.09,7.1,440124,3.734893,5.7863
"25-Oct-18",7.23,7.34,6.73,7.18,454887,3.832272,5.7097
"26-Oct-18",7.05,7.29,6.92,7.06,301316
"29-Oct-18",7.05,7.29,6.75,6.79,356327
"30-Oct-18",6.72,7.22,6.53,7.09,331597
"31-Oct-18",7.17,7.6,7.11,7.25,334688
"01-Nov-18",7.28,7.43,7.09,7.4,184770
"02-Nov-18",7.44,7.57,7.22,7.29,294686
"05-Nov-18",7.54,7.8,7.48,7.6,315269,3.951072,5.638
"06-Nov-18",7.6,7.7888,7.32,7.52,228487,3.759107,5.585
"07-Nov-18",7.65,7.885,7.58,7.83,316803,3.778413,5.6011
"08-Nov-18",7.85,8.141,7.11,7.9,696511,3.746033,5.5997
"09-Nov-18",7.78,8.45,7.6682,8.3,484833,3.775623,5.5839
"12-Nov-18",8.3,8.47,7.8,7.97,317438,3.786705,5.5839
"13-Nov-18",7.96,8.3,7.89,8.16,564166,3.84832,5.5488
"14-Nov-18",8.44,8.6,8.22,8.44,755371,3.837257,5.5483
"15-Nov-18",8.43,8.58,8.29,8.45,295295,3.886586,5.4222
"16-Nov-18",8.5,8.7,8.13,8.33,275873,4.489949,5.4698
"19-Nov-18",8.24,8.26,7.8,7.93,568389,4.460927,5.4345
"20-Nov-18",7.75,7.87,7.37,7.64,615641,4.681195,5.4694
"21-Nov-18",7.67,7.88,7.59,7.66,372009,4.569015,5.5015
"22-Nov-18",,,,,,4.556992,5.5015
"23-Nov-18",7.38,7.5,7.16,7.23,233152,5.162914,5.528
"26-Nov-18",7.3,7.3,6.7601,7.08,765347,5.297454,5.4926
"27-Nov-18",7.08,7.4,6.94,7.35,441387,5.589297,5.5348
"28-Nov-18",7.33,7.705,7.29,7.54,380914,6.144873,5.5592
"29-Nov-18",7.55,7.74,7.35,7.61,206258,6.301361,5.5774
"30-Nov-18",7.49,7.74,7.47,7.62,325569,6.300299,5.576
"03-Dec-18",7.88,7.95,7.58,7.94,427027,6.675651,5.597
"04-Dec-18",7.93,8.13,7.66,7.67,258820
"05-Dec-18",,,,,,6.289839,5.5711
"06-Dec-18",7.48,7.68,7.21,7.61,348719,6.243272,5.5666
"07-Dec-18",7.8,7.97,7.63,7.68,286552,6.344772,5.5815
"10-Dec-18",7.52,7.64,7.32,7.51,339340,6.416808,5.6015
"11-Dec-18",7.61,7.72,7.23,7.27,200347,5.959714,5.5144
"12-Dec-18",7.33,7.34,6.83,6.84,473986,5.819456,5.5037
"13-Dec-18",6.79,6.8,6.0001,6.08,1042765,5.699958,5.5471
"14-Dec-18",6,6.05,5.12,5.24,1360710,5.568835,5.5694
"17-Dec-18",5.24,5.59,5,5.01,760831,7.12468,5.5492
"18-Dec-18",5.01,5.06,4.56,4.64,1051234,5.787417,5.5775
"19-Dec-18",4.67,4.935,4.54,4.64,638933,5.861786,5.5905
"20-Dec-18",4.63,5.05,4.51,4.86,975991,6.170575,5.561
"21-Dec-18",4.86,4.87,4.51,4.51,1008800,6.381811,5.843
"24-Dec-18",4.45,4.52,4.23,4.25,332364,6.645891,5.8623
"25-Dec-18",,,,,,6.64125,5.8413
"26-Dec-18",4.32,4.92,4.21,4.92,728990,7.3911,5.8735
"27-Dec-18",4.8,4.9,4.3701,4.62,491074,7.400679,5.8588
"28-Dec-18",4.66,4.7418,4.53,4.61,216589,7.145725,5.7364
"31-Dec-18",4.67,4.71,4.46,4.53,325501,7.244946,5.7276
"01-Jan-19",,,,,,7.272287,5.7292
"02-Jan-19",4.45,5.27,4.45,5.25,595821,7.274494,5.7512
"03-Jan-19",5.24,5.39,4.97,5.24,425156,7.366723,5.7534
"04-Jan-19",5.35,5.82,5.29,5.8,431204,7.180405,5.7305
"07-Jan-19",5.89,6.72,5.8,6.28,657202,7.165108,5.7402
"08-Jan-19",6.4,6.57,6.2,6.31,431005,7.13966,5.7349
"09-Jan-19",6.37,6.64,6.3128,6.57,394862,7.26829,5.7451
"10-Jan-19",6.43,6.65,6.2901,6.63,210985,7.377295,5.772
"11-Jan-19",6.47,6.67,6.39,6.5,303315,7.199872,5.767
"14-Jan-19",6.34,6.64,6.3201,6.53,173975,7.296141,5.7689
"15-Jan-19",6.54,6.8,6.5,6.69,222358,7.187406,5.8075
"16-Jan-19",6.67,6.8,6.44,6.67,240793,7.19622,5.7946
"17-Jan-19",6.56,6.64,6.245,6.53,398159,7.116714,5.7976
"18-Jan-19",6.56,6.58,6.4,6.48,278131,7.087442,5.7575
"21-Jan-19",,,,,,7.004487,5.7575
"22-Jan-19",6.42,6.458,6.03,6.09,384818,7.170647,5.7189
"23-Jan-19",6.12,6.19,5.79,5.87,233582,7.106102,5.621
"24-Jan-19",5.87,6.24,5.85,6.14,166892,7.394917,5.6212
"25-Jan-19",6.16,6.47,6.12,6.42,215768,7.62567,5.5998
"28-Jan-19",6.26,6.26,5.82,5.87,304721,7.439247,5.5748
"29-Jan-19",5.87,6,5.8,5.85,175858,7.594777,5.5783
"30-Jan-19",5.9,6.148,5.85,6.09,198175,8.000236,5.5533
"31-Jan-19",6.07,6.14,5.99,6.01,252801,7.802736,5.5327
"01-Feb-19",6.07,6.23,5.98,6.06,167629,7.816003,5.4596
"04-Feb-19",6.02,6.53,5.99,6.47,243935,7.684423,5.5374
"05-Feb-19",6.54,6.56,6.36,6.36,193427,7.692649,5.5152
"06-Feb-19",6.26,6.45,6.18,6.28,182397,7.656714,5.514
"07-Feb-19",6.21,6.22,5.84,5.86,303349,7.437378,5.4898
"08-Feb-19",5.87,5.97,5.621,5.69,398887,7.455114,5.4536
"11-Feb-19",5.7,6.17,5.68,6.14,312849,7.56967,5.4516
"12-Feb-19",6.18,6.45,6.06,6.09,212777,7.590881,5.4074
"13-Feb-19",6.11,6.31,6.08,6.19,162307,7.70176,5.37
"14-Feb-19",6.17,6.24,6.0801,6.2,220140,7.750535,5.3081
"15-Feb-19",6.25,6.37,6.2,6.34,195171,8.033418,5.3089,1849004
"18-Feb-19",,,,,,7.730889,5.2975
"19-Feb-19",6.32,6.8,6.3,6.71,429796,7.813711,5.2885
"20-Feb-19",6.7,6.73,6.49,6.66,359857,8.018836,5.285
"21-Feb-19",6.85,7.58,6.8,6.86,838587,7.492072,5.2362
"22-Feb-19",6.89,7.45,6.8812,7.17,623826,7.584857,5.2535
"25-Feb-19",7.16,7.37,7.04,7.32,557847,7.593296,5.2309
"26-Feb-19",7.29,7.29,6.8,7.11,454565,7.478018,5.1668
"27-Feb-19",7.17,7.44,7.05,7.13,336312,7.399589,5.1317,,1735475.1544
"28-Feb-19",7.15,7.2322,7.0393,7.14,301025,7.414624,5.0949,1623308,1729373.4412
"01-Mar-19",7.2,7.41,7.05,7.26,340646,7.151285,5.0709,,1684627.5444
"04-Mar-19",7.3,7.5,7.21,7.49,532815,6.763816,5.0409,,1600312.962
"05-Mar-19",7.5,7.65,7.15,7.33,303585,6.705991,5.0318,,1589403.8384
"06-Mar-19",7.25,7.3,6.9,7.03,334276,6.499876,4.9928,,1535597.822
"07-Mar-19",7.02,7.06,6.86,6.98,223839,6.534768,4.9484,,1536152.5232
"08-Mar-19",6.82,6.834,6.45,6.6,290283,6.425441,4.9366,,1510821.1684
"11-Mar-19",6.62,6.83,6.43,6.78,254800,6.59426,4.9235,,1450425.698
"12-Mar-19",6.81,7.07,6.8,6.95,254787,6.652313,4.9179,,1466334.1164
"13-Mar-19",7.01,7.27,6.95,7.15,360897,6.650184,4.8948,,1459353.892
"14-Mar-19",7.17,7.365,6.99,7,231051,6.830586,4.8948,,1450263.3672
"15-Mar-19",6.97,7.14,6.84,7.04,344067,6.832515,4.8741,1661906,1389713.9788
"18-Mar-19",7.08,7.39,7.005,7.29,384201,6.850653,4.8497,,1370883.606
"19-Mar-19",7.33,7.46,7.17,7.19,237543,6.998348,4.8367,,1350429.9252
"20-Mar-19",6.96,7.56,6.96,7.42,398024,6.940703,4.8162,,1324619.328
"21-Mar-19",7.36,7.53,7.3,7.35,289069,7.429199,4.8398,,1373156.2372
"22-Mar-19",7.24,7.38,6.95,6.96,297912,7.725175,5.0215,,1379649.4692
"25-Mar-19",6.9,6.975,6.7,6.9,203512,7.542415,4.8162,,1338417.446
"26-Mar-19",7,7.17,6.82,6.94,183068,7.725696,4.786,,1627670.7364
"27-Mar-19",6.93,7.14,6.81,7,156448,7.961393,4.7873,,1630329.786
"28-Mar-19",6.99,7.05,6.86,6.95,108584,8.152237,4.9102,,1637143.6006
"29-Mar-19",7.1,7.13,6.91,6.93,100699,8.163718,4.758,1627084,1629665.0236
"01-Apr-19",7.02,7.12,6.93,7.03,149246,8.052632,4.7598,,1592936.901
"02-Apr-19",7.07,7.16,7.05,7.11,144439,8.001752,4.8284,,1569504.0264
"03-Apr-19",7.16,7.2,6.9,6.96,152130,8.347057,4.6822,,1599584.525
"04-Apr-19",6.91,7.04,6.87,7.01,189964,8.177362,4.6424,,1547566.8672
"05-Apr-19",7.02,7.23,7.02,7.13,199089,8.412534,4.5305,,1572163.076
"08-Apr-19",7.14,7.28,7.11,7.17,157517,8.521006,4.5531,,1549228.7732
"09-Apr-19",7.13,7.1601,7,7.07,141615,8.490431,4.4563,,1516279.5796
"10-Apr-19",7.09,7.13,7.03,7.09,133020,8.563357,4.4704,,1506517.0756
"11-Apr-19",7.05,7.16,6.92,6.98,144745,8.523298,4.4529,,1493825.8204
"12-Apr-19",7.12,7.17,6.89,6.94,258636,8.590547,4.3392,,1501635.8236
"15-Apr-19",6.9,7.02,6.84,6.89,143959,8.474637,4.3503,1560139,1478856.6476
"16-Apr-19",6.92,6.92,6.78,6.82,215610,8.804872,4.3763,,1535804.5876
"17-Apr-19",6.84,6.86,6.6407,6.73,86961,8.556689,4.3452,,1479182.0644
"18-Apr-19",6.78,6.78,6.56,6.58,105942,9.0368,4.3642,,1535479.1708
"19-Apr-19",,,,,,9.04531,4.3642,,1535804.5876
"22-Apr-19",6.76,6.89,6.63,6.79,205038,9.066941,4.393,,1533852.0868
"23-Apr-19",6.8,7.025,6.735,6.82,265346,8.957034,4.3452,,1504401.8664
"24-Apr-19",6.85,6.9,6.7099,6.75,226108,8.988281,4.3452,,1591965.8356
"25-Apr-19",6.77,6.77,6.54,6.57,194561,8.806723,4.333,,1562323.1946
"26-Apr-19",6.52,6.59,6.36,6.38,181329,8.711637,4.3304,,1542353.4154
"29-Apr-19",6.34,6.4119,6.14,6.17,199147,8.898318,4.3035,,1565287.4587
"30-Apr-19",6.21,6.2385,5.97,6.1,249727,8.910526,4.3462,1623800,1574492.2788
"01-May-19",6.11,6.18,5.96,5.96,176939,8.776755,4.3291,,1549686.0687
"02-May-19",5.9,6.12,5.84,6.09,238535,8.828946,4.333,,1565755.5004
"03-May-19",6.18,6.24,6.08,6.16,155845,8.636712,4.2894,,1521759.5806
"06-May-19",6.02,6.42,6.01,6.32,176178,8.487473,4.2856,,1495549.2454
"07-May-19",6.25,6.32,6.14,6.2,188540,8.179899,4.1632,,1441880.4638
"08-May-19",6.25,6.525,6.17,6.18,353399,8.274033,4.2306,,1462942.3403
"09-May-19",6.18,6.22,5.96,6.06,401809,8.237875,4.2433,,1502339.76
"10-May-19",6.06,6.1,5.9298,6.08,282487,8.188635,4.174,,1495195.04
"13-May-19",5.96,6.14,5.54,5.56,238811,10.128233,4.2052,,1846747.74
"14-May-19",5.62,5.86,5.6,5.79,232590,9.011116,4.1713,,1650105.56
"15-May-19",5.73,5.78,5.58,5.76,199640,8.855032,4.1763,1638386,1619415.74
"16-May-19",5.83,5.95,5.66,5.72,175534,8.7887,4.105,,1605451.06
"17-May-19",5.6,5.67,5.49,5.6,246756,8.732319,4.146,,1593597.32
"20-May-19",5.48,5.74,5.41,5.59,208376,8.657028,4.131,,1558685.62
"21-May-19",5.63,5.7,5.51,5.66,124445,8.843223,4.0917,,1569240.32
"22-May-19",5.6,5.61,5.2,5.2,217158,8.980629,4.11,,1532055.3
"23-May-19",5.14,5.14,4.95,5.07,303137,9.183685,4.1294,,1534166.24
"24-May-19",5.15,5.15,4.9,5.07,218888,9.068824,4.1217,,1530580.2012
"27-May-19",,,,,,9.405229,4.1217,,1530580.2012
"28-May-19",5.09,5.09,4.85,4.86,155464,9.799737,4.1639,,1574652.7846
"29-May-19",4.71,4.97,4.69,4.83,394133,9.696552,4.1716,,1575963.4934
"30-May-19",4.85,4.85,4.6,4.6,278747,9.275038,4.1669,,1512394.1166
"31-May-19",4.51,4.58,4.26,4.38,370569,9.133924,4.1678,1473670,1503055.3164
"03-Jun-19",4.44,4.58,4.31,4.49,256556,9.507555,4.1861,,1548766.2858
"04-Jun-19",4.55,4.89,4.54,4.69,407739,9.512065,4.1891,,1567607.7248
"05-Jun-19",4.64,4.7,4.33,4.34,333530,9.608247,4.1232,,1562692.5668
"06-Jun-19",4.34,4.48,4.17,4.44,357573,9.609623,4.1383,,1568590.7564
"07-Jun-19",4.5,4.55,4.28,4.43,474807,9.654535,4.1019,,1590545.1288
"10-Jun-19",4.6,5.11,4.4702,4.82,1241949,11.121628,4.2995,,1949843.1786
"11-Jun-19",4.87,5.5,4.87,5.03,1419865,11.948621,4.5626,,2202252.448
