"Date","open SKY Price in USD","high SKY Price in USD","low SKY Price in USD","close SKY Price in USD","SKY Volume","Days to cover 3m (on loan)","Cost To Borrow","Exchange Reported SI","Estimated Short Interest","Dividends","hidden"
"02-Jan-17",,,,,,
"03-Jan-17",,,,,,
"04-Jan-17",,,,,,
"05-Jan-17",,,,,,
"06-Jan-17",,,,,,
"09-Jan-17",,,,,,
"10-Jan-17",,,,,,
"11-Jan-17",,,,,,
"12-Jan-17",,,,,,
"03-Jul-17",,,,,,
"04-Jul-17",,,,,,
"05-Jul-17",,,,,,
"06-Jul-17",,,,,,
"07-Jul-17",,,,,,
"10-Jul-17",,,,,,
"11-Jul-17",,,,,,
"12-Jul-17",,,,,,
"13-Jul-17",,,,,,
"14-Jul-17",,,,,,
"17-Jul-17",,,,,,
"18-Jul-17",,,,,,
"19-Jul-17",,,,,,
"20-Jul-17",,,,,,
"21-Jul-17",,,,,,
"24-Jul-17",,,,,,
"25-Jul-17",,,,,,
"26-Jul-17",,,,,,
"27-Jul-17",,,,,,
"28-Jul-17",,,,,,
"31-Jul-17",,,,,,
"01-Aug-17",,,,,,
"02-Aug-17",,,,,,
"03-Aug-17",,,,,,
"04-Aug-17",,,,,,
"07-Aug-17",,,,,,
"08-Aug-17",,,,,,
"09-Aug-17",,,,,,
"07-May-19",21.19,21.2886,19.95,20.49,679740,1.978503,0.4809,,2341359.6426
"08-May-19",20.35,20.82,20.35,20.6,361222,1.989432,0.4958,,2319846.7716
"09-May-19",20.43,21.05,20.2,21.01,349698,2.013774,0.5208,,2285217.3096
"10-May-19",20.94,21.28,20.75,21.1,415119,2.10708,0.5339,,2378865.8432
"13-May-19",20.44,20.82,20.18,20.63,470631,2.176232,0.5359,,2420380.1416
"14-May-19",20.69,21.4425,20.485,21.31,569187,2.360262,0.5345,,2619262.5944
"15-May-19",21.17,21.69,20.93,21.66,469431,2.373384,0.5525,2443119,2640985.1924
"16-May-19",21.68,21.97,21.54,21.89,295414,2.393325,0.5894,,2652329.2158
"17-May-19",21.67,22.12,21.6,21.95,496794,2.506857,0.5902,,2770596.6938
"20-May-19",21.79,21.85,20.72,20.98,277811,2.507172,0.5878,,2736081.8992
"21-May-19",21.19,21.85,21.16,21.78,475412,2.758457,0.596,,3019923.8464
"22-May-19",22.05,25,21.78,24.8,1802197,2.736992,0.6195,,3098366.5614
"23-May-19",25.43,25.98,24.83,24.95,1012362,2.682698,0.6229,,3031026.5076
"24-May-19",25,25.725,24.76,25.6,835741,3.022354,0.5925,,3177031.9476
"27-May-19",,,,,,3.33766,0.5927,,3464098.4301
"28-May-19",25.32,25.62,24.16,24.48,728078,3.191277,0.559,,3328993.9494
"29-May-19",24.26,25.03,24.19,24.4,637168,3.147905,0.5498,,3285995.055
"30-May-19",24.4,24.42,23.82,24.03,580868,3.403446,0.5594,,3549851.907
"31-May-19",23.7,23.91,23.19,23.39,492222,3.357176,0.5596,2103253,3491217.051
"03-Jun-19",23.39,24.8,22.87,24.56,732474,4.214265,0.5432,,3596271.168
"04-Jun-19",24.81,24.87,23.88,24.59,598032,4.115542,0.5615,,3522488.9742
"05-Jun-19",24.81,25.54,24.41,25.39,491495,4.490848,0.5629,,3802959.0354
"06-Jun-19",25.31,25.93,24.8,24.91,326488,3.807166,0.563,,3184361.3046
"07-Jun-19",25.12,25.45,24.83,25.21,408639,3.066385,0.5563,,2553792.2907
"10-Jun-19",25.37,26.02,25.37,25.46,483827,3.134842,0.555,,2594592.378
"11-Jun-19",25.64,25.69,24.645,24.69,624052,3.160396,0.5572,,1582697.8825
"12-Jun-19",24.73,24.99,23.96,24,540620,2.916779,0.5461,,1465757.0157
"13-Jun-19",24.24,25.46,24.12,25.45,604253,3.403286,0.5507,,1726981.0383
"14-Jun-19",25.29,26.03,25.17,25.91,626302,3.329689,0.5527,2164327,1698376.7975
"17-Jun-19",26.01,26.76,25.085,26.69,753653,3.458125,0.5593,,1727612.0142
"18-Jun-19",26.95,27.46,26.64,26.7,621040,3.433536,0.5602,,1722774.5323
"19-Jun-19",26.65,27.53,26.27,27.35,453731,3.671968,0.5557,,1852545.2424
"20-Jun-19",27.5,28,26.9,27.92,1070628
"21-Jun-19",27.64,28.11,27.4,27.49,740613
"24-Jun-19",27.45,27.79,26.63,26.65,360039,3.351612,0.5651,,1733921.7732
"25-Jun-19",26.91,27.28,26.14,26.28,401642,3.502706,0.5682,,2302194.6299
"26-Jun-19",26.4,26.62,26.04,26.24,292876,3.390127,0.572,,2222114.5309
"27-Jun-19",26.42,27.08,26.42,26.96,381376,3.039124,0.5946,,1994210.8978
"28-Jun-19",27.03,27.76,27.03,27.38,2929256,3.074573,0.5887,2321944,2173200.7407
"01-Jul-19",27.48,27.98,26.82,27.2,441532,2.968808,0.591,,2122555.4889
"02-Jul-19",27.2,27.71,26.71,26.98,212591,4.620144,0.6117,,3286746.9822
"03-Jul-19",27.24,27.32,26.93,27.16,154302,4.812752,0.6295,,3406001.3999
"04-Jul-19",,,,,,4.806311,0.6227,,3417905.1984
"05-Jul-19",26.87,27.14,26.04,26.75,303262,4.467831,0.6128,,3073560.7727
"08-Jul-19",26.59,26.9,26.32,26.75,296865,4.634806,0.6076,,3122690.9956
"09-Jul-19",26.63,26.91,26.31,26.67,223774,4.614968,0.6035,,3058626.9164
"10-Jul-19",26.9,27.35,26.82,27.31,298769,4.221524,0.6008,,2971391.7368
"11-Jul-19",27.37,27.385,27.01,27.19,235271
"12-Jul-19",27.35,27.88,27.2063,27.74,483287,4.138722,0.5877,,2919380.1912
"15-Jul-19",27.79,28.34,27.61,27.87,329035,4.175059,0.5845,2417672,2950262.0464
"16-Jul-19",27.8,28.425,27.8,28.2,322341,4.589855,0.5854,,3256526.46
"17-Jul-19",28.12,28.35,27.66,27.75,315201,4.638077,0.581,,3303661.9232
"18-Jul-19",27.91,28.07,27.375,27.64,461210,4.60802,0.5805,,3308305.8112
"19-Jul-19",27.64,28.01,27.24,27.25,398162,4.544631,0.5802,,3282996.6216
"22-Jul-19",27.34,27.52,26.77,26.78,411350,4.322118,0.5832,,3112333.7376
"23-Jul-19",26.95,27.23,26.35,27.22,256582,3.286026,0.5721,,2366293.1304
"24-Jul-19",27.2,28.25,27.2,28.21,308447,3.229526,0.5688,,1901015.4936
"25-Jul-19",28.27,28.5235,28,28.2,313433,2.816637,0.5614,,1665050.7064
"26-Jul-19",28.36,28.6405,27.82,28.01,290552,2.755823,0.5538,,1631445.0656
"29-Jul-19",27.95,28.07,26.88,27.3,475823,2.676334,0.5605,,1585992.832
"30-Jul-19",27.18,29.68,27.06,29.13,1001428
"31-Jul-19",29.18,29.5,28.47,28.5,562441,2.340767,0.5525,2175291,1419898.7656
"01-Aug-19",30.3,32.435,29.19,30,1487069,2.306017,0.5635,,1446009.6232
"02-Aug-19",30,31.4813,29.81,31.1,860984,2.222768,0.5563,,1402975.0616
"05-Aug-19",30.51,31.14,28.98,29.26,771669,1.934758,0.5515,,1245584.6144
"06-Aug-19",29.37,29.89,28.45,29.03,753301,1.861565,0.5536,,1204725.9576
"07-Aug-19",28.75,29.38,28.535,29.11,624276,1.832106,0.5479,,1196264.1056
"08-Aug-19",29.06,30,28.99,29.64,856646,1.57977,0.5282,,1036455.9864
"09-Aug-19",29.5,30.47,29.34,30.14,711613,1.545727,0.5245,,1568167.2819
"12-Aug-19",29.84,30.06,29.1,29.83,417593,1.113744,0.5024,,1137024.6057
"13-Aug-19",29.85,30.76,29.785,30.63,427509,0.919307,0.4922,,934722.5427
"14-Aug-19",30.11,30.41,29.28,29.52,299170,1.103901,0.5151,,1117229.4576
"15-Aug-19",29.64,29.87,29.34,29.71,250182,0.884835,0.4909,1600102,887953.7862
"16-Aug-19",29.9,30.27,29.64,30.13,257841,0.819019,0.5154,,817256.8287
"19-Aug-19",30.43,30.84,30.28,30.3,441217,0.840454,0.5227,,843577.8498
"20-Aug-19",30.2,30.43,29.9,29.94,415534,0.810918,0.5229,,810513.4266
"21-Aug-19",30.55,30.69,29.96,30.51,307751,0.839591,0.5329,,839879.8551
"22-Aug-19",30.51,30.81,29.69,30.11,259086,0.920374,0.5537,,915144.9237
"23-Aug-19",29.73,29.96,27.92,28.26,550821,0.817369,0.5603,,785062.5219
"26-Aug-19",28.57,28.79,27.97,28.24,829840,0.807745,0.5592,,1379447.9342
"27-Aug-19",28.29,28.69,27.38,27.86,545450,0.777909,0.5728,,1328724.7008
"28-Aug-19",27.77,28.45,27.25,28.33,691181,0.541205,0.6083,,928379.1804
"29-Aug-19",28.55,29.05,27.57,27.65,367309,0.544002,0.618,,923738.8846
"30-Aug-19",27.89,28.26,27.565,28,538007,0.564807,0.6404,1269270,956380.9654
"02-Sep-19",,,,,,0.564875,0.6404,,956380.9654
"03-Sep-19",27.8,27.8,26.77,27.14,540638,0.450413,0.655,,762768.6234
"04-Sep-19",27.44,28.24,27.3479,28.1,522287,0.227067,0.7184,,382264.3678
"05-Sep-19",28.52,28.9,27.84,28.04,448126,0.252634,0.6912,,423386.9892
"06-Sep-19",28.13,28.36,27.7,28.19,257296,0.18308,0.7047,,304659.4208
"09-Sep-19",28.45,30.29,28.293,29.91,619704,0.14787,0.724,,249135.8814
"10-Sep-19",29.8,30.025,28.51,28.53,471805,0.245711,0.6576,,413306.3466
"11-Sep-19",28.82,30.72,28.82,30.55,534544,0.226727,0.6715,,506819.511
"12-Sep-19",30.73,31.75,30.69,31.54,724300,0.146168,0.7,,327725.514
"13-Sep-19",31.66,32.22,30.91,31.33,744283,0.160046,0.7255,1345356,360853.461
"16-Sep-19",31.26,32.04,30.83,31.96,425885,0.257532,0.6234,,576121.653
"17-Sep-19",31.82,32.23,31.17,31.33,360612,0.34551,0.6565,,769177.62
"18-Sep-19",31.38,31.6,30.52,31.09,344462,0.556681,0.6099,,1224591.696
"19-Sep-19",31.15,31.68,30.94,31.01,206638,0.608498,0.6021,,1322198.559
"20-Sep-19",30.92,31.34,30.2199,30.69,437146,0.619059,0.6053,,1344537.711
"23-Sep-19",30.31,30.79,29.94,30,284040,0.636586,0.509,,1340349.12
"24-Sep-19",30.22,30.28,29.33,29.42,523544,0.620973,0.5092,,4877319.1068
"25-Sep-19",29.55,30.67,29.44,30.67,523798,0.536055,0.4977,,4231548.2268
"26-Sep-19",30.64,30.87,29.47,29.9,340001,0.490712,0.4857,,3866284.0728
"27-Sep-19",30,30.11,28.8,29.18,397100,0.489746,0.4856,,3870992.8188
"30-Sep-19",29.21,30.38,29.19,30.09,444340,0.577636,0.4751,1284670,4231548.2268
"01-Oct-19",29.78,30.55,29.27,29.43,364036,0.534091,0.5193,,3899245.2948
"02-Oct-19",29.4,29.67,29.05,29.51,273414,0.682261,0.4936,,4953331.7208
"03-Oct-19",29.47,29.84,29.14,29.6,254808,0.681873,0.4958,,4957502.3244
"04-Oct-19",29.62,30.3,29.07,29.97,401983,0.742201,0.498,,5440350.5928
"07-Oct-19",30.05,30.2,29.14,29.15,692744,0.65488,0.48,,4861847.5128
"08-Oct-19",28.95,29.185,28.23,29.02,333441,0.660375,0.4815,,4880682.4968
"09-Oct-19",29.29,29.46,29.0101,29.1,187422,0.603963,0.4589,,1350445.104
"10-Oct-19",29.06,29.13,28.47,28.86,264787,0.606991,0.438,,1358923.926
"11-Oct-19",29.38,29.95,29.1,29.13,248410,0.584558,0.4655,,1306637.857
"14-Oct-19",28.91,29.46,28.77,29.17,179821,0.578841,0.4632,,1290964.883
"15-Oct-19",29.38,30.16,29.3,29.98,219169,0.578815,0.4511,962401,1280430.589
"16-Oct-19",29.79,30.54,29.79,30.49,279069,0.557997,0.556,,1232383.931
"17-Oct-19",30.56,31,30.3,30.81,249197,0.557821,0.4437,,1229043.789
"18-Oct-19",30.7,31.45,30.36,31.28,339515,0.572782,0.4402,,1262959.077
"21-Oct-19",31.5,31.99,30.84,30.87,341877,0.603218,0.4325,,1327706.445
"22-Oct-19",30.99,31.11,30.19,30.31,294233,0.601779,0.4191,,1317300.618
"23-Oct-19",30.15,30.357,29.5817,29.73,243036,0.604478,0.4371,,1315887.481
"24-Oct-19",29.7,30.82,29.68,30.79,304248,0.634519,0.4334,,1039778.0404
"25-Oct-19",30.73,31.2,30.5971,30.76,176807,0.695826,0.4409,,1135248.2196
"28-Oct-19",30.79,31.07,28.87,29.01,529622,0.705943,0.4327,,1166622.4922
"29-Oct-19",28.93,29.65,28.89,29.06,468193,0.822963,0.4397,,1360257.5734
"30-Oct-19",29.01,29.61,28.39,29.43,442646,0.692366,0.4302,,1143139.9078
"31-Oct-19",30.43,30.98,28.05,28.23,660223,0.807324,0.4378,1004107,1318104.4096
"01-Nov-19",28.53,32.37,28.15,31.79,1306649,0.722654,0.2768,,1208968.1362
"04-Nov-19",32.14,32.37,31.29,31.57,661134,0.753104,0.4329,,1209353.0966
"05-Nov-19",31.4,32.12,31.35,31.46,377502,0.768321,0.449,,1230814.6389
"06-Nov-19",31.32,31.32,29.64,30.75,862454,0.74928,0.429,,1204059.8911
"07-Nov-19",31.26,31.26,29.26,29.45,498067,0.765283,0.4317,,1219169.5868
"08-Nov-19",29.45,30.37,29.28,30.16,187799,0.654302,0.3975,,1026881.867
"11-Nov-19",29.75,30.87,29.75,30.54,423678,0.670906,0.3975,,1026881.867
"12-Nov-19",30.76,31.17,29.76,30.2,445967,0.613699,0.3988,,716028.7017
"13-Nov-19",29.98,31.27,29.975,31.12,391029,0.548862,0.4216,,639816.9804
"14-Nov-19",30.9,31.52,30.48,30.64,226061
"15-Nov-19",30.9,31.28,30.36,30.89,238271,0.590578,0.4063,801461,681989.4744
"18-Nov-19",30.71,31.64,30.71,31.44,291741,0.60396,0.4118,,702774.4893
"19-Nov-19",31.53,32.33,31.19,31.88,340525,0.569878,0.3944,,661003.6381
"20-Nov-19",31.8,32.735,31.75,32.22,422522,0.561794,0.4245,,651263.8002
"21-Nov-19",32.29,32.73,31.22,31.41,307636,0.482529,0.426,,557178.9743
"22-Nov-19",31.51,31.885,30.66,31.82,383626,0.515112,0.4928,,596439.558
"25-Nov-19",31.98,32.92,31.98,32.67,323534,0.517184,0.5607,,597544.0757
"26-Nov-19",32.88,33.54,32.83,33.38,392356,0.498171,0.5587,,675551.4769
"27-Nov-19",33.42,33.92,33.03,33.2,181003,0.388682,0.6145,,514858.5464
"28-Nov-19",,,,,,0.443067,0.6127,,584024.6307
"29-Nov-19",33.11,33.55,32.93,33.18,91405,0.847091,0.5599,646675,1091509.7359
"02-Dec-19",32.6,32.87,31.66,32.03,280427,0.898588,0.5621,,1147852.4442
"03-Dec-19",31.6,32.89,31.51,32.8,409144,0.860901,0.5644,,1100165.5147
"04-Dec-19",33.15,34.21,32.95,33.86,456067,0.922037,0.5642,,1174460.9494
"05-Dec-19",33.97,34.75,33.97,34.63,335330,1.152843,0.5485,,1457857.559
"06-Dec-19",34.91,35.53,34.665,35.2,396813,1.448703,0.5413,,1828292.8332
"09-Dec-19",35.2,35.31,33.315,33.7,366411,1.58581,0.555,,2009903.8958
"10-Dec-19",33.7,34.25,33.46,33.86,208031,1.590028,0.555,,1174814.4725
"11-Dec-19",33.95,34.21,33.59,34.04,166176,1.425115,0.5559,,1040241.405
"12-Dec-19",33.99,34.3,33.13,33.36,240525,1.436547,0.5556,,1036232.02
"13-Dec-19",33.27,33.5513,32.63,32.83,334387,1.445675,0.5547,745552,1026402.56
"16-Dec-19",33.02,33.2,32.35,32.52,194357,1.335527,0.5557,,926749.9425
"17-Dec-19",32.71,32.75,30.615,30.72,515364,1.249903,0.5533,,870618.5525
"18-Dec-19",30.72,31.64,30.25,30.83,577913,1.239705,0.549,,871394.5625
"19-Dec-19",30.7,31.05,30.02,30.59,491217,1.138188,0.5465,,804916.3725
"20-Dec-19",30.69,31.91,30.42,31.77,686333,0.739141,0.5685,,533054.2025
"23-Dec-19",31.77,31.77,30.59,30.9,298724,0.750977,0.5565,,538550.94
"24-Dec-19",31.04,31.15,30.66,31.06,208144
"25-Dec-19",,,,,,0.653475,0.5742,,337287.7248
"26-Dec-19",31.29,31.39,30.56,31.38,170418,0.64316,0.5756,,327073.6624
"27-Dec-19",31.23,31.71,30.97,31.44,246457
"30-Dec-19",31.46,31.56,30.88,31.12,160765,0.606371,0.7121,,304036.1056
"31-Dec-19",31.01,31.95,31.01,31.7,277876,0.685537,0.6813,843447,342506.5888
"01-Jan-20",,,,,,0.68796,0.6813,,342506.5888
"02-Jan-20",31.87,32.12,31.4325,32.11,451434,0.677691,0.6723,,338629.7184
"03-Jan-20",31.64,32.11,30.85,32.06,440076,0.642519,0.6841,,323420.4576
"06-Jan-20",31.67,32.2072,31.32,32.05,270554,0.823652,0.6527,,414154.136
"07-Jan-20",32.18,32.23,31.42,31.72,285146,0.824555,0.6526,,413184.9184
"08-Jan-20",32.07,33.05,31.8,32.05,335189,0.879029,0.6711,,433762.1536
"09-Jan-20",32.23,33.035,32.23,32.84,368246,0.818025,0.6464,,404238.2944
"10-Jan-20",32.7,33.66,32.39,33.49,429564,0.460444,0.5813,,566290.3158
"13-Jan-20",33.27,34.79,33.27,34.77,535570,0.586311,0.5691,,733208.4771
"14-Jan-20",34.89,36.42,34.72,36.16,501306,0.481372,0.5729,,605341.9119
"15-Jan-20",36,36.92,35.59,35.85,812385,0.489898,0.5441,922729,632500.9053
"16-Jan-20",36.3,36.515,35.13,35.47,460122,0.637342,0.4568,,831048.3291
"17-Jan-20",35.58,35.8,34.6,34.89,365861,0.7518,0.5125,,983796.5808
"20-Jan-20",,,,,,0.950454,0.5297,,1253193.5526
"21-Jan-20",34.77,35.04,34.125,34.7,537956,0.964128,0.5669,,1279003.0308
"22-Jan-20",34.97,35.35,34,34.02,498244,0.799176,0.5665,,1066876.1103
"23-Jan-20",34.08,36.24,34.02,36.05,613729,0.770302,0.5836,,1041572.7003
"24-Jan-20",36.28,36.57,35.1,35.97,546889,0.799057,0.5445,,1093529.0355
"27-Jan-20",35.45,36.7,35.365,35.92,631751,0.568047,0.5416,,1159224.4427
"28-Jan-20",36.36,37.03,35.85,36.19,646321,0.529871,0.5304,,1091034.7696
"29-Jan-20",34,34,30.76,30.84,1805047,0.447733,0.5422,,966743.1733
"30-Jan-20",30.03,30.82,29.46,29.51,1079667,0.710245,0.5735,,1567716.571
"31-Jan-20",29.34,29.7,28.34,28.75,831402,0.649009,0.5554,1012862,1452375.446
"03-Feb-20",28.8,29.51,28.39,28.9,390498,0.792738,0.5533,,1702896.3695
"04-Feb-20",29.41,29.44,28.035,28.32,654957,1.127415,0.5317,,2441356.3882
"05-Feb-20",28.58,29.1855,28.05,29.09,422017,1.276333,0.5377,,2739859.2197
"06-Feb-20",29.33,29.37,28.75,29.06,343128,1.104201,0.5287,,2367353.5224
"07-Feb-20",28.88,29.57,28.85,29.5,380722,1.216632,0.5341,,2562418.433
"10-Feb-20",29.38,29.55,28.94,28.99,479513,1.365587,0.5412,,2899952.7012
"11-Feb-20",29.18,29.2711,28.53,28.62,716402,1.53251,0.5482,,2293727.2852
"12-Feb-20",28.7,28.9093,28,28.2,725579,1.514474,0.546,,2291802.8474
"13-Feb-20",28.25,29.22,28.14,28.44,333181,1.597275,0.5429,,2407167.8292
"14-Feb-20",28.48,28.57,27.43,28.09,432189,1.591075,0.5436,1213861,2401394.5158
"17-Feb-20",,,,,,1.566983,0.5436,,2401394.5158
"18-Feb-20",28.13,29.16,28.01,28.99,549352,1.403922,0.5378,,2159826.9288
"19-Feb-20",29.18,29.46,28.39,28.44,403625,1.323167,0.534,,2043752.9436
"20-Feb-20",28.45,29.14,28.12,29.05,379291,0.889685,0.4991,,1376175.5994
"21-Feb-20",28.88,29.31,28.615,29.04,244280,1.059,0.5184,,1627567.9478
"24-Feb-20",28.24,28.84,27.75,28.09,376155,1.288771,0.526,,1990172.5438
"25-Feb-20",28.14,28.27,25.93,26.14,712145,1.348328,0.5303,,2101992.5086
"26-Feb-20",26.24,27.45,26.08,26.62,781991,1.241853,0.5268,,994637.7034
"27-Feb-20",26.04,26.62,25.2,25.44,394234,1.422593,0.532,,1139451.3207
"28-Feb-20",24.44,26.005,24.18,25.48,697258,1.265582,0.5274,1201217,1032024.6222
"02-Mar-20",25.77,25.94,24.64,25.51,512185,0.86695,0.5469,,717270.4649
"03-Mar-20",25.65,26.25,25,25.53,650666,1.136525,0.546,,952152.5684
"04-Mar-20",26.06,27.25,25.9,27.22,668221,0.880107,0.5948,,743732.6347
"05-Mar-20",26.68,26.79,25.65,26.18,444880,0.824514,0.5478,,696513.4418
"06-Mar-20",25.31,26.78,24.95,26.66,656386,0.948553,0.5879,,809888.0592
"09-Mar-20",24.98,25,21.12,21.55,834778,0.780603,0.5488,,676120.577
"10-Mar-20",22.01,22.53,20.89,22.05,522641,1.073461,0.5311,,1087581.8718
"11-Mar-20",21.36,22.01,20.02,20.58,609665,1.276386,0.5522,,1309927.1385
"12-Mar-20",19.01,19.775,18.075,18.3,548217,1.364577,0.559,,1417556.1817
"13-Mar-20",19.44,19.44,17.2,18.67,731835,1.211156,0.5589,1093516,1277614.4012
"16-Mar-20",18.17,18.17,15.7,16.12,698837,1.285446,0.578,,1371429.4489
"17-Mar-20",16.35,17.5,15.02,15.48,935612,1.175356,0.5732,,1282419.2692
"18-Mar-20",14.87,14.87,10.82,13.63,1809299,1.122989,0.641,,1272929.6549
"19-Mar-20",13.57,15.77,13.03,15.22,997578,0.890692,0.5707,,1021875.3019
"20-Mar-20",15.52,15.71,13.34,14.36,1010508,2.316398,0.5647,,2696972.4084
"23-Mar-20",14.3,14.3,13.3,13.87,782269,0.891862,0.5486,,1041214.8956
"24-Mar-20",14.37,15.58,14.28,14.75,778175,0.82551,0.517,,835883.6304
"25-Mar-20",15,16.61,15,15.84,818753,1.004149,0.4033,,1034028.7296
"26-Mar-20",15.96,17.18,15.87,16.74,1022089,0.833513,0.3904,,868142.3524
"27-Mar-20",16.17,16.57,15.31,15.42,640248,0.61146,0.3426,,644846.3852
"30-Mar-20",15.51,16.4,14.94,16.18,542576,0.34782,0.2623,,369608.408
"31-Mar-20",16.02,16.78,15.585,15.68,539353,0.378935,0.3078,821112,406678.6004
"01-Apr-20",14.86,15.18,12.97,12.99,908199,0.351375,0.2881,,383168.0064
"02-Apr-20",13.05,14.22,12.1,12.54,1473346,0.341154,0.2765,,379887.4584
"03-Apr-20",12.3,12.69,11.74,12.21,657583,0.335615,0.2671,,375622.746
"06-Apr-20",12.83,14.9799,12.83,14.39,625222,0.884114,0.4662,,993896.6924
"07-Apr-20",14.43,15.6,14.04,14.49,943878,0.318526,0.2978,,363922.1248
"08-Apr-20",14.74,16.61,14.49,16.21,709759,0.327544,0.3128,,378028.4812
"09-Apr-20",17.1,18.11,16.4,16.95,575517,0.280318,0.2089,,656889.6
"10-Apr-20",,,,,,0.278337,0.2089,,656889.6
"13-Apr-20",16.74,17.11,15.7,16.48,711109,0.302206,0.2364,,717898.2216
"14-Apr-20",16.77,17.15,16.47,17,598884,0.384813,0.2591,,915539.88
"15-Apr-20",16.23,16.23,15.3,15.57,432807,0.542869,0.4193,716357,1289474.2848
"16-Apr-20",15.58,16.04,14.965,15.85,775677,0.496234,0.362,,1177720.9416
"17-Apr-20",16.74,17.15,16.3,16.83,423984,0.573474,0.3402,,1359843.5832
"20-Apr-20",16.32,16.48,15.57,15.74,314739,0.583352,0.3864,,1381603.0512
"21-Apr-20",15.22,15.7,15.02,15.52,304787,0.663427,0.3975,,1557813.6864
"22-Apr-20",16.02,16.175,15.5,15.66,337529,0.446393,0.4274,,1043304.9072
"23-Apr-20",15.74,16.6,15.72,16.05,694347,0.571052,0.2393,,1340793.7848
"24-Apr-20",16.24,16.76,16.07,16.66,355678,0.534962,0.2693,,693576.8474
"27-Apr-20",16.85,18.05,16.71,18.01,512230,0.5509,0.2846,,713634.8434
"28-Apr-20",18.66,20.73,18.66,20.59,1058865,0.413243,0.1373,,540706.2636
"29-Apr-20",21.49,21.83,20.45,20.84,804065,0.450977,0.149,,592212.3319
"30-Apr-20",20.47,20.71,19.49,19.71,537499,0.701898,0.2665,960846,894658.2573
"01-May-20",18.95,19.6,18.56,19.47,668145,0.520093,0.1923,,653460.8554
"04-May-20",18.8,19.545,18.5352,19.39,333307,0.287569,0.1212,,360757.3852
"05-May-20",19.87,20.97,19.6966,19.9,380902,0.250247,0.2577,,311830.2021
"06-May-20",19.84,20.45,19.8,20.07,319902,0.313987,0.2892,,390271.2936
"07-May-20",20.39,20.83,20.2,20.56,391118,0.363279,0.3629,,452092.9027
"08-May-20",21.25,21.87,20.8902,21.82,555090,0.343146,0.402,,428882.9359
"11-May-20",21.47,21.91,20.66,21.38,579581,0.345478,0.4068,,464857.2948
"12-May-20",21.41,21.5345,19.95,19.98,823916,0.521795,0.4139,,704011.8642
"13-May-20",19.74,20.03,18.81,19.06,394196,0.480746,0.4228,,643382.4816
"14-May-20",18.43,19.41,17.58,19.39,683432,0.420788,0.3968,,567956.0706
"15-May-20",19.34,20.49,19.206,20.38,565521,0.403818,0.3818,778331,546913.5432
"18-May-20",22.01,22.98,21.9,22.81,740939,0.394484,0.3622,,535479.4758
"19-May-20",22.41,23.46,22.08,22.33,600755,0.481066,0.3916,,653759.6184
"20-May-20",23.31,25.02,22.91,24,936460,0.572723,0.4277,,788374.143
"21-May-20",24,25,21.3706,24.35,1268885,0.492398,0.4004,,692097.3738
"22-May-20",24.8,25.42,23.97,24.47,560278,0.512657,0.3809,,725919.153
"25-May-20",,,,,,0.494827,0.3748,,705549.2178
"26-May-20",25.91,26.69,25.3,25.35,808062,0.580162,0.4491,,829114.0134
"27-May-20",26.01,27.2,25.21,27,751527,0.528362,0.4587,,1073863.2807
"28-May-20",27.41,27.56,24.02,24.36,693612,0.435023,0.5927,,890332.8309
"29-May-20",23.98,25.68,23.92,24.84,511680,0.480208,0.5058,1041038,978595.5663
"01-Jun-20",24.81,25.68,24.3,24.9,523655,0.462919,0.5105,,939912.5156
"02-Jun-20",25.05,25.43,24.43,24.61,436870,0.379546,0.5002,,766344.7026
"03-Jun-20",25.19,26.41,25.07,26.05,674943,0.354134,0.4701,,717699.0151
"04-Jun-20",25.77,26.2,24.18,24.3,694240,0.318299,0.4616,,645703.3976
"05-Jun-20",25.72,26.82,25.01,26.59,844308,0.336929,0.4677,,686254.4427
"08-Jun-20",27.06,27.37,25.3,25.67,947672,0.306773,0.4793,,632393.9375
"09-Jun-20",25.6,25.76,24.9526,25.32,631273,0.263038,0.5509,,576006.3254
"10-Jun-20",25.25,25.44,24.3,24.71,852463,0.283686,0.5915,,621499.686
"11-Jun-20",23.1,24,21.7,21.71,932323,0.265075,0.5108,,586000.2902
"12-Jun-20",22.8,23.34,21.7,22.4,672721,0.267342,0.4491,,591830.103
"15-Jun-20",21.31,24.29,21.31,24.28,542799,0.253286,0.4902,610954,560286.6516
"16-Jun-20",25.34,25.5,24.13,25.02,426560,0.167219,0.4959,,367694.6216
"17-Jun-20",25,25.59,24.32,24.44,319164,0.235094,0.4504,,512607.1112
"18-Jun-20",23.99,24.675,23.51,23.68,281285,0.212908,0.4472,,457432.0972
"19-Jun-20",24.01,24.15,22.82,23.09,830440,0.263894,0.2783,,554352.735
"22-Jun-20",22.84,23.75,22.58,23.62,396750,0.278805,0.253,,572570.9
"23-Jun-20",23.9,24.02,23.13,23.74,335936,0.24727,0.314,,504070.5996
"24-Jun-20",23.25,23.345,22.1,22.9,560637,0.249952,0.3189,,552668.9884
"25-Jun-20",22.56,23.55,22.31,23.43,486327,0.268128,0.3167,,588654.179
"26-Jun-20",23.18,23.18,22.46,22.69,1668014,0.280229,0.3011,,627877.4258
"29-Jun-20",22.96,24.36,22.59,24.22,422675,0.324826,0.2919,,717443.2822
"30-Jun-20",24.16,24.42,23.63,24.34,480840,0.842627,0.382,1181169,1854001.0084
