"Date","open AMEH Price in USD","high AMEH Price in USD","low AMEH Price in USD","close AMEH Price in USD","AMEH Volume","Days to cover 3m (on loan)","Cost To Borrow","Exchange Reported SI","Estimated Short Interest","Dividends","hidden"
"02-Jan-17",,,,,,
"03-Jan-17",,,,,,
"25-Jul-17",,,,,,
"26-Jul-17",,,,,,
"27-Jul-17",,,,,,
"28-Jul-17",,,,,,
"31-Jul-17",,,,,,
"01-Aug-17",,,,,,
"02-Aug-17",,,,,,
"03-Aug-17",,,,,,
"04-Aug-17",,,,,,
"07-Aug-17",,,,,,
"06-Feb-18",19.5,19.7,18.555,18.95,32310,0.542335,12.1472
"07-Feb-18",18.91,19.75,18.5,19.69,14337,0.550339,12.1472
"08-Feb-18",19.65,19.9,18.5,19.2,15156,0.596882,12.1602
"09-Feb-18",19.5,20.2,19.25,20.2,6412,0.608582,12.1602
"12-Feb-18",20.25,21.75,19.38,19.38,33924,0.614144,12.1592
"13-Feb-18",19.2,19.2,18.1,18.4,13194,0.661238,12.1832
"14-Feb-18",18.67,20.2,18.6,20.2,14567,0.594027,12.0845
"15-Feb-18",20.29,21.6,18.75,21.6,25867,0.606395,12.1216
"16-Feb-18",21.42,22.68,20.74,22.5,16355,0.187982,12.3163
"19-Feb-18",,,,,,0.187982,12.3163
"20-Feb-18",22,22,21.7,22,11732,0.083936,12.3399
"21-Feb-18",22.04,22.05,20.442,20.92,17679,0.130272,12.4875
"22-Feb-18",21.12,22,20.105,20.86,11660,0.151695,12.7829
"23-Feb-18",20.87,21,19.12,19.75,20978,0.17584,12.3836
"26-Feb-18",19.78,19.78,18.5,18.5,15602,0.150698,12.4404
"27-Feb-18",18.73,20,18.73,19.99,10833,0.108467,12.3409
"28-Feb-18",19.88,21,19.02,19.88,26449,0.105281,12.3407
"01-Mar-18",19,21,18.99,20.37,18236,0.170987,12.9398
"02-Mar-18",20.32,21,18.5,18.55,70257,0.093414,12.3402
"05-Mar-18",19,20.055,18.41,19.26,64878,0.137318,12.6262
"06-Mar-18",19.6,20.23,18.7,20.18,53530,0.106513,12.5403
"07-Mar-18",19.75,21,19.22,20.61,52108,0.561583,13.3925
"08-Mar-18",20.36,22,20.02,22,64618,0.573758,13.3611
"09-Mar-18",22,23.1,20.55,21.41,47905,0.556644,13.3968
"12-Mar-18",21.45,22,20,21.45,36024,0.523881,13.3997
"13-Mar-18",21.38,21.5,19.5,20.46,74110,0.530766,13.4487
"14-Mar-18",20.68,20.74,19.18,19.22,58684,0.550651,13.6284
"15-Mar-18",19.27,19.78,18.82,19.13,30031,0.527736,13.4599
"16-Mar-18",19.26,19.625,17.5,17.54,83172,0.44938,13.5145
"19-Mar-18",17.53,18.16,17.5,17.6,27440,0.523726,13.553
"20-Mar-18",17.55,18,16.68,16.68,47233,0.513039,13.649
"21-Mar-18",16.75,17.74,16.7101,16.8,16461,0.744602,13.6923
"22-Mar-18",16.63,17.05,16.63,16.63,8863,0.82097,13.35
"23-Mar-18",17,17.4,14.53,15,48049,0.791496,13.5942
"26-Mar-18",15.38,15.97,14.34,15.6,70668,0.602273,14.0119
"27-Mar-18",15.78,16.59,15.78,16.15,23527,0.433858,12.5702
"28-Mar-18",16.3289,16.3289,15.15,15.96,8172,0.45947,13.0678
"29-Mar-18",16.03,16.16,15.88,15.95,7468,0.571185,13.668
"30-Mar-18",,,,,,0.568423,13.668
"02-Apr-18",16,19,16,17.66,47683,0.556821,13.7013
"03-Apr-18",17.999,18.5,16.38,17.68,37265,0.470713,13.5748
"04-Apr-18",17.49,17.88,15.51,15.71,39050,0.343529,13.0288
"05-Apr-18",15.9,16.14,15.54,15.75,13265,0.436319,13.6372
"06-Apr-18",15.54,15.79,14.85,14.95,38653,0.427,13.7665
"09-Apr-18",15.27,15.31,14.8,14.8,18335,0.549886,13.986
"10-Apr-18",14.85,14.87,14,14.49,10953,0.449332,14.2754
"11-Apr-18",14.37,14.44,13.57,13.83,12648,0.50769,14.5663
"12-Apr-18",13.37,13.9,13.0601,13.4,25918,0.60186,14.8061
"13-Apr-18",13.49,13.99,13.35,13.8,13314,0.627095,14.9048
"16-Apr-18",13.87,14.44,13.38,13.52,22173,0.43597,14.2265
"17-Apr-18",13.61,13.66,13.4532,13.5,4138,0.349174,14.1095
"18-Apr-18",13.55,14.35,13.55,13.98,3137
"19-Apr-18",13.98,15.44,13.98,15.14,13565,0.299623,14.23
"20-Apr-18",15.2,15.75,14.5053,14.74,11004,0.267932,14.0174
"23-Apr-18",14.69,15.65,14.05,15.4,27751,0.190982,13.8922
"24-Apr-18",15.46,15.76,14.9,15.71,16967,0.210867,14.6403
"25-Apr-18",15.64,15.64,14.875,14.95,1211,0.169843,14.683
"26-Apr-18",15.91,15.91,15.07,15.49,13996,0.168104,14.7397
"27-Apr-18",15.4,15.95,15.4,15.9,20257,0.230318,14.7487
"30-Apr-18",15.92,16.7,15.92,16.5,9084,0.266535,15.3993
"01-May-18",15.733,16.51,15.733,16.51,12764,0.2134,15.6015
"02-May-18",16.5,16.5,16.0001,16.28,3778,0.281543,15.7056
"03-May-18",16.46,16.72,16.411,16.72,5225,0.211692,14.9747
"04-May-18",16.9488,17,16.7201,17,8558,0.217783,14.9638
"07-May-18",17,17,16.69,16.98,7679,0.346059,15.409
"08-May-18",16.001,17.29,16.001,17.29,6453,0.362521,15.4129
"09-May-18",17.23,17.23,16.8346,17,7470,0.317453,15.2604
"10-May-18",17,17.49,16.88,17.49,11588,0.324207,15.2319
"11-May-18",16.73,17.48,16.73,17.25,4035,0.328603,15.2319
"14-May-18",17.12,17.49,16.7,16.77,13500,0.306558,15.1884
"15-May-18",16.81,17.48,16.53,16.9,6478,0.260347,15.0549
"16-May-18",16.78,16.96,15.85,16.08,8034,0.060442,16.1774
"17-May-18",16.31,16.88,15.77,16.19,10951,0.060655,16.1774
"18-May-18",16.27,16.59,15.7,15.8,31964,0.048299,16.2741
"21-May-18",15.87,16.43,15.31,16.06,24638,0.031937,15.6035
"22-May-18",16.16,16.26,15,15.02,22032,0.039811,15.7154
"23-May-18",15,15.12,14.22,14.61,18275,0.051538,16.5308
"24-May-18",14.62,14.689,14.02,14.24,17131,0.178834,15.5491
"25-May-18",14.5188,14.5188,13.5,13.6,19734
"28-May-18",,,,,,0.176748,15.5491
"29-May-18",13.68,15.2752,13.2,13.21,34671
"30-May-18",13.36,14.4653,13.01,13.28,36164,0.031043,16.6549
"31-May-18",13.55,14.92,13.11,13.82,46114,0.049839,16.9139
"01-Jun-18",13.98,15.1,13.8,14.96,42543,0.034179,16.1585
"04-Jun-18",14.585,15.85,14.27,15.24,56624,0.034292,15.6979
"05-Jun-18",15.23,15.76,14.82,15.75,41894
"06-Jun-18",15.8,15.8,14.33,14.54,36510,0.06142,14.2545
"07-Jun-18",14.49,14.8,14.17,14.27,44348,0.131229,14.2457
"08-Jun-18",14.79,15.08,14.4,14.65,39355,0.070006,14.0222
"11-Jun-18",14.75,16.25,14.66,15.74,71270,0.043188,15.3796
"12-Jun-18",15.63,16.37,15.05,16.08,58046,0.015402,14.9104
"13-Jun-18",16.2,16.6289,15.31,16.36,78276,0.229142,14.8995
"14-Jun-18",16.27,17.93,15.7,16.21,78637,0.292244,14.9648
"15-Jun-18",16.99,25.86,16.465,25.86,228263,1.563193,14.9277
"18-Jun-18",21.9,22.888,18.36,20.13,271994,2.403995,16.7293
"19-Jun-18",19.72,24.88,19.6476,24.34,197550,3.211524,19.4025
"20-Jun-18",22.9,22.9,18.8,20.04,235577
"21-Jun-18",19.5,20.85,19.29,19.92,130464,4.630348,38.4088
"22-Jun-18",20.25,30,18.185,30,2847799,3.191215,41.8581
"25-Jun-18",24,27.8,23.395,26.49,387769,2.621905,54.3236
"26-Jun-18",26.9,29.39,26.5642,28.55,217677
"27-Jun-18",28.69,29.05,26.7645,27.95,155675,12.761986,249.8447
"28-Jun-18",26.47,29.8,26.47,28.76,122253,17.620976,266.7117
"29-Jun-18",28.15,28.5,25.4501,25.86,127392
"02-Jul-18",25.84,26.3177,23.9728,25.38,68410,24.566539,242.2072
"03-Jul-18",24.91,26.79,24.6369,26.72,38076,24.412613,236.071
"04-Jul-18",,,,,,24.167029,236.056
"05-Jul-18",27.13,28.9,26.44,26.5,97083,23.363407,223.2049
"06-Jul-18",26.51,28.12,24.7364,24.95,84443,22.671985,181.6545
"09-Jul-18",25.03,26.34,24.91,25.06,158503,20.688141,169.3762
"10-Jul-18",25.03,25.9,24.57,25.74,24456,20.730254,156.9047
"11-Jul-18",26.19,26.19,23.1435,23.3,41684,21.59648,139.3522
"12-Jul-18",23.85,24.9,23.85,24.47,19038,23.051179,133.966
"13-Jul-18",24.5,24.57,23.16,23.3,80035,21.947736,115.5471
"16-Jul-18",23.2,24.65,23.12,24.04,47171
"17-Jul-18",24.19,25.17,24.03,24.92,22793,23.595069,105.0474
"18-Jul-18",25,26.19,23.521,25.5,97418
"19-Jul-18",25.5,28.22,25.5,27.24,85967
"20-Jul-18",27.18,27.77,27.17,27.22,150409,23.063024,90.1378
"23-Jul-18",26.98,28.67,26.98,27.3,87388,20.811408,88.1962
"24-Jul-18",27.29,27.59,25.72,26.4,55885,21.319672,78.8157
"25-Jul-18",26.67,26.67,25.49,25.49,42302,20.705362,72.6264
"26-Jul-18",25.56,26.37,25.43,25.79,11099,22.325701,69.7167
"27-Jul-18",25.81,25.81,24.69,24.78,24045,23.950498,63.5661
"30-Jul-18",24.75,24.9,23.13,23.57,36834,23.139699,62.6139
"31-Jul-18",23.57,24.29,23.43,24.18,27567
"01-Aug-18",24.17,25.5,24.17,24.9,27524,22.723022,58.7253
"02-Aug-18",24.89,25.78,24.89,25.21,50814,22.580101,58.5301
"03-Aug-18",25.5405,25.5405,23.53,23.87,15010
"06-Aug-18",24.03,24.03,23.1,23.26,40505,19.056837,51.9628
"07-Aug-18",23.98,23.99,23.1,23.34,13051,18.481808,50.4801
"08-Aug-18",23.28,23.73,23,23.25,22455,18.816725,49.8319
"09-Aug-18",23.403,23.82,23.27,23.65,12620,20.178763,48.0733
"10-Aug-18",23.52,24.84,23.52,24.15,26177,20.317631,46.3767
"13-Aug-18",24.46,24.53,23.48,23.92,60930,20.540639,45.241
"14-Aug-18",23.9,24.29,23.89,24.16,21684,22.031868,44.4455
"15-Aug-18",23.61,25.1209,20.44,20.64,152392,19.42314,44.3113
"16-Aug-18",21.06,21.22,20.21,20.25,65397,21.10852,43.4389
"17-Aug-18",20.26,20.78,18,18.35,123207,17.861781,42.0293
"20-Aug-18",18.63,18.98,17.2001,17.53,102418,16.252554,41.6918
"21-Aug-18",17.92,17.9304,16.17,17.1,99443,18.458547,41.1483
"22-Aug-18",16.84,17.21,15.9,17.19,87349,18.503054,40.7455
"23-Aug-18",17.19,17.19,15.79,15.88,94976,19.758467,39.8152
"24-Aug-18",15.7,17.69,15.7,17.48,94853,18.900241,38.7166
"27-Aug-18",17.13,18.1,17.06,17.94,97451,18.15757,38.3766
"28-Aug-18",17.94,17.94,16.11,16.51,94374,18.776321,38.2197
"29-Aug-18",16.65,16.65,15.99,16.005,87268,18.717522,37.973
"30-Aug-18",16,16.1,15.06,15.43,181886,17.901884,37.3104
"31-Aug-18",15.34,16.01,14.9,15.25,139327,18.336605,36.9901
"03-Sep-18",,,,,,17.905491,36.9867
"04-Sep-18",15,15.25,14.02,14.42,202658,18.35733,36.6944
"05-Sep-18",14.3,14.97,14.2,14.61,129922,19.031653,36.1275
"06-Sep-18",14.68,14.75,14.27,14.7,55754,18.109613,35.9893
"07-Sep-18",14.6,15.53,14.5,15.22,103825,19.315268,35.2271
"10-Sep-18",15.55,16.71,15.3,16.57,150828,19.262965,35.0957
"11-Sep-18",16.75,17.71,16.08,17.5,152875,18.878301,34.9808
"12-Sep-18",17.57,17.893,16.78,17.06,61580
"13-Sep-18",17.23,17.23,16.04,16.22,85176,18.160384,34.1047
"14-Sep-18",16.31,16.86,16.105,16.45,131743,17.170477,34.4102
"17-Sep-18",16.5,16.66,16.02,16.42,108021,17.182785,33.6341
"18-Sep-18",16.42,16.47,16.2,16.27,88374,17.079992,33.419
"19-Sep-18",16.29,16.94,16,16.32,143704,19.210824,33.0416
"20-Sep-18",16.45,17.42,16.2452,17.21,259579,18.314914,32.6687
"21-Sep-18",16.94,17.46,16.46,16.61,2372734,14.394229,32.2205
"24-Sep-18",16.76,21.07,16.76,19.71,277490,18.656221,31.9647
"25-Sep-18",20.11,20.11,18.89,19.97,138253,18.002727,32.0089
"26-Sep-18",19.92,21.04,19.79,20.71,137568,17.004902,31.9655
"27-Sep-18",21,21.65,20.06,21.5,112266,14.483317,46.5937
"28-Sep-18",21.64,22.4799,21.64,22.07,67779,11.814469,104.6405
"01-Oct-18",22.11,22.435,19.62,19.93,80964,9.835009,55.8717
"02-Oct-18",20.11,20.11,18.27,18.84,62481,10.891547,38.0868
"03-Oct-18",18.9,19.47,18.535,19.05,52624,11.111713,34.337
"04-Oct-18",19.1,19.15,18.38,18.61,24488,10.596642,33.2735
"05-Oct-18",18.61,19.63,18.61,18.9,39103,10.694656,32.5463
"08-Oct-18",18.8,20.34,18.5,19.82,74929,10.675855,32.5463
"09-Oct-18",19.73,21.5,19.73,20.09,45896,11.233285,32.2423
"10-Oct-18",20.08,20.08,18.38,18.42,27763,12.558019,30.5047
"11-Oct-18",18.36,19.69,18.15,18.66,63361,12.489337,30.4763
"12-Oct-18",18.96,20.5,18.72,19.27,101976,11.14367,30.2492
"15-Oct-18",19.39,19.5,18,18.09,32608,10.795891,29.484
"16-Oct-18",18.11,19,17.95,18.59,36555,11.74093,28.2642
"17-Oct-18",18.45,18.83,17.4569,18.56,12952,11.533895,26.7821
"18-Oct-18",18.37,18.96,17.79,18.04,10897,12.119358,25.9015
"19-Oct-18",18.15,19.1,17.48,17.75,23439,11.7311,24.0442
"22-Oct-18",18,18.77,17.645,18.08,22950,11.549787,23.6464
"23-Oct-18",17.76,18.54,17.56,18.36,18086,12.145786,23.5365
"24-Oct-18",18.32,18.32,17.22,17.85,13439,12.123831,22.9559
"25-Oct-18",17.7,19.18,17.7,18.34,21719,12.498283,21.5332
"26-Oct-18",17.06,18.78,17,18.34,55495
"29-Oct-18",18.61,20.5,17.3133,19.97,55603
"30-Oct-18",20.02,20.75,19.7274,20.13,59562
"31-Oct-18",20.48,20.5075,19.95,20.45,93524
"01-Nov-18",20.5,21.75,20.5,21.46,23185
"02-Nov-18",21.7,22,20.95,21.29,36433
"05-Nov-18",21.34,21.34,19.28,19.82,21741,11.209464,17.5491
"06-Nov-18",19.95,20.42,19.36,19.7,13016,11.709133,16.7753
"07-Nov-18",19.64,21.12,19.64,20.81,9713,11.547638,16.1158
"08-Nov-18",20.69,21.52,20.49,20.75,8936,12.051053,15.8944
"09-Nov-18",20.78,21.935,18.5085,19,59441,11.155326,15.0553
"12-Nov-18",18.62,19.66,18.21,18.25,14924,11.021344,15.0553
"13-Nov-18",18.33,19.275,17.15,17.9,30055,11.959774,14.3327
"14-Nov-18",18,19.53,18,18.77,14682,13.328754,13.5035
"15-Nov-18",19.92,23.32,18.17,22.6,129572,11.711402,13.0422
"16-Nov-18",22.66,22.66,21.3462,21.77,38216,13.413303,12.9667
"19-Nov-18",21.84,21.84,17.95,18.62,187421,11.45204,12.9381
"20-Nov-18",18.04,18.46,17,17.5,134646,11.547381,12.303
"21-Nov-18",17.4,18,15.9,16.2,223662,10.57916,11.4369
"22-Nov-18",,,,,,11.099522,11.4407
"23-Nov-18",16.2,17.96,16.2,17.38,62274,11.578771,11.2018
"26-Nov-18",17.48,19.5,17.01,18.12,83572,12.098538,10.9719
"27-Nov-18",17.95,18.46,16.75,17.18,127465,12.033753,10.8716
"28-Nov-18",17.19,18.2501,16.16,16.9,136405,11.855197,10.7154
"29-Nov-18",16.76,17.75,16.63,17.42,58540,12.329473,10.4087
"30-Nov-18",17.36,18.34,17.06,17.92,221174,12.939309,10.174
"03-Dec-18",18.47,19.43,18.32,19.18,37323,12.790619,10.1425
"04-Dec-18",19.04,19.08,17.17,17.7,32544,13.57422,9.846
"05-Dec-18",,,,,,13.228377,9.7963
"06-Dec-18",17.4,18.36,17.2447,17.97,48455,11.531242,9.5935
"07-Dec-18",17.98,18.8,17.51,17.75,42575,11.960783,9.3778
"10-Dec-18",17.68,18.775,17.1152,18.21,18361,11.684717,9.2534
"11-Dec-18",18.42,18.5,18.02,18.46,18899,13.411557,9.0412
"12-Dec-18",18.56,19.1175,18.12,18.7,29748,13.285968,8.8975
"13-Dec-18",18.73,18.81,17.9996,18.17,24193,12.470644,8.591
"14-Dec-18",18.12,18.3299,16.63,17.07,44026,12.25801,8.4001
"17-Dec-18",17.01,17.98,16.615,16.63,69973,12.586562,8.3347
"18-Dec-18",16.8,17.72,16.8,17.43,25632,12.590014,8.1722
"19-Dec-18",17.51,17.56,16.8,16.96,13794
"20-Dec-18",17.08,17.79,16.7,17.42,37036,12.901673,7.6366
"21-Dec-18",17.42,18.3,16.96,17.72,90397,13.293966,7.8964
"24-Dec-18",17.64,18.75,17.46,18.3,22489
"25-Dec-18",,,,,,19.251602,7.886
"26-Dec-18",18.3,19.475,18.14,18.95,40907
"27-Dec-18",18.77,19.48,17.8,18.13,112836
"28-Dec-18",18.44,21.24,18.44,20.73,88331
"31-Dec-18",20.44,21.2,19.02,19.85,86474,20.582347,7.5415
"02-Jan-19",19.51,20.17,18.77,19.56,16122
"03-Jan-19",19.5,19.7772,18.5,18.98,21071
"04-Jan-19",19.2,20.19,19,19.4,20410
"07-Jan-19",19.42,19.81,19,19.2,12439
"08-Jan-19",19.39,19.52,18.74,19.15,9272
"09-Jan-19",19.2,19.26,18.75,19.23,14949
"10-Jan-19",19.01,19.17,18.2,18.38,22667
"11-Jan-19",18.38,18.53,18.08,18.11,21727
"14-Jan-19",17.97,18.2208,17.8,18.13,10526
"15-Jan-19",18.19,19.04,17.97,18.55,23373
"16-Jan-19",18.57,19.18,18.4325,18.95,12399
"17-Jan-19",18.91,18.95,18.44,18.79,22145
"18-Jan-19",18.87,19.8,18.34,19.58,15996,21.476877,6.4071
"21-Jan-19",,,,,,21.026794,6.4064
"22-Jan-19",19.62,19.65,18.1,18.11,24188,21.488335,6.3901
"23-Jan-19",18.32,19.53,18.2,18.46,5210,20.021276,6.3251
"24-Jan-19",18.49,19.05,18.14,19.01,6754,21.420085,6.1005
"25-Jan-19",19.14,19.14,18.42,18.81,7508,21.344764,6.0405
"28-Jan-19",18.6,19.36,18.6,18.95,10497,21.296821,6.0247
"29-Jan-19",19.05,19.25,18.75,18.76,8353,21.983725,5.8991
"30-Jan-19",19.09,19.23,18.6,18.99,34670,22.626748,5.7679
"31-Jan-19",19,20.3399,19,19.53,35988,23.016101,5.6915
"01-Feb-19",19.48,20.2,19.42,19.5,9227,22.405137,5.6784
"04-Feb-19",20,20,19.17,19.55,9395,22.022469,5.6243
"05-Feb-19",19.2,19.67,18.88,19.52,17130,21.844861,5.6627
"06-Feb-19",19.64,20.25,19.36,20.13,12195,21.768833,5.6203
"07-Feb-19",19.98,20.185,19.83,19.95,7222,21.875831,5.5968
"08-Feb-19",19.88,19.88,19.42,19.62,6539,21.819272,5.4134
"11-Feb-19",19.6,19.95,19.4,19.52,9598,21.837548,5.3941
"12-Feb-19",19.96,20.25,19.5,19.77,15785,22.124669,5.4047
"13-Feb-19",19.495,20.045,18.94,19.43,17494,21.783064,5.3766
"14-Feb-19",19.758,19.8,19.01,19.09,20019,22.234096,5.2231
"15-Feb-19",19.43,20.5,19.43,20.49,26917,23.020831,5.0375
"18-Feb-19",,,,,,23.701224,5.0375
"19-Feb-19",20.49,20.49,19.54,20,32430,22.95573,5.0277
"20-Feb-19",19.51,20.14,19.26,19.59,33570,24.956858,4.6782
"21-Feb-19",19.6344,19.71,19.0667,19.45,4840,25.361167,4.647
"22-Feb-19",19.1453,20,19.1453,19.99,7616,27.492317,4.6304
"25-Feb-19",20.061,20.44,19.82,20.02,26179,27.521012,4.6316
"26-Feb-19",19.98,19.98,19.08,19.2,10591,27.5597,4.5743
"27-Feb-19",19.2,19.37,19.03,19.26,11324,28.406982,4.572
"28-Feb-19",19.28,19.89,19.27,19.54,14813,29.145388,4.5485
"01-Mar-19",19.72,19.98,19.25,19.25,11989,35.594711,4.549
"04-Mar-19",19.89,19.89,19.15,19.59,10181,36.033004,4.5465
"05-Mar-19",19.535,19.535,19.215,19.39,3769,36.552216,4.5468
"06-Mar-19",19.4,19.68,18.68,19.47,18626,37.878353,4.4748
"07-Mar-19",19.275,19.61,19,19.31,17294,38.687707,4.4743
"08-Mar-19",19.3,19.3,19.12,19.12,7665,36.683491,4.4696
"11-Mar-19",19.233,19.38,19,19.23,16389,37.916833,4.4588
"12-Mar-19",19.18,19.8648,19.05,19.11,4649,38.235516,4.4521
"13-Mar-19",19.2721,19.64,19.2721,19.59,5831,38.713639,4.404
"14-Mar-19",19.57,19.66,19.18,19.18,5621,39.330217,4.3575
"15-Mar-19",19.42,20.44,18.98,20.44,58985,38.368182,4.3324
"18-Mar-19",20.31,20.31,19.09,19.09,26180,39.494279,4.2806
"19-Mar-19",19.04,19.97,18.4,19.14,60928,38.464287,4.2698
"20-Mar-19",19.23,19.287,19,19.03,13715,38.494556,4.251
"21-Mar-19",19.29,19.29,18.66,19.09,103185,36.601794,4.257
"22-Mar-19",18.9,18.99,18.5,18.74,26223,38.653748,4.2392
"25-Mar-19",18.7,18.75,18.56,18.56,22622,38.755348,4.2008
"26-Mar-19",18.59,18.68,18.01,18.15,33974,38.474382,4.1368
"27-Mar-19",18.15,18.26,17.68,18.1,29914,41.11957,4.0805
"28-Mar-19",17.94,18.1998,17.56,18,27276,43.530394,4.0781
"29-Mar-19",18.26,18.65,18.132,18.32,46241,44.910628,4.086
"01-Apr-19",18.52,19.5,18.52,19.01,63915,46.412171,4.0983
"02-Apr-19",19.23,19.85,19.05,19.7,41316,43.666667,4.0794
"03-Apr-19",19.85,19.95,19.36,19.54,26935,42.819487,4.0707
"04-Apr-19",19.243,19.88,19.23,19.61,16917,42.393471,4.0757
"05-Apr-19",19.43,20,19.43,19.55,77608,41.557457,3.7817
"08-Apr-19",19.64,19.95,19.64,19.93,21740,40.700722,3.7733
"09-Apr-19",19.75,19.98,19.21,19.27,28508,39.09274,3.6797
"10-Apr-19",19.4,19.68,19.18,19.36,10666,38.516114,3.6027
"11-Apr-19",19.4,19.73,19.4,19.44,7869,37.460709,3.5927
"12-Apr-19",19.26,19.26,18.61,18.8,29441,37.260461,3.5708
"15-Apr-19",18.9,19.44,18.72,18.85,22754,44.325017,3.7782,418856
"16-Apr-19",18.931,18.98,18.72,18.84,8114,36.888125,3.4987
"17-Apr-19",18.86,19.1,18.5,19.03,31985,35.622817,3.5047
"18-Apr-19",18.84,19.1,18.57,19.1,27102,35.555163,3.5299
"19-Apr-19",,,,,,35.393649,3.5299
"22-Apr-19",19,19.28,18.71,18.94,14274,35.633998,3.5596
"23-Apr-19",18.975,19.78,18.81,19.4,31128,35.534121,3.5432
"24-Apr-19",19.39,19.73,19.325,19.52,12295,35.233069,3.5449,,338058.6776
"25-Apr-19",19.63,19.7,19.3,19.7,15733,34.202468,3.5482,,330267.956
