"Date","open AMEH Price in USD","high AMEH Price in USD","low AMEH Price in USD","close AMEH Price in USD","AMEH Volume","Days to cover 3m (on loan)","Cost To Borrow","Exchange Reported SI","Estimated Short Interest","Dividends","hidden"
"02-Jan-17",,,,,,
"03-Jan-17",,,,,,
"25-Jul-17",,,,,,
"26-Jul-17",,,,,,
"27-Jul-17",,,,,,
"28-Jul-17",,,,,,
"31-Jul-17",,,,,,
"01-Aug-17",,,,,,
"02-Aug-17",,,,,,
"03-Aug-17",,,,,,
"04-Aug-17",,,,,,
"07-Aug-17",,,,,,
"26-Apr-19",19.55,19.7,19.46,19.59,5984,34.089517,3.5464,,328801.96
"29-Apr-19",19.59,19.7,19.59,19.7,3896,34.177253,3.5589,,328131.7904
"30-Apr-19",19.69,19.69,18.8096,19.35,32272,33.961334,3.5539,465774,331566.4096
"01-May-19",19.25,19.25,18.75,18.96,21487,34.419328,3.5971,,329807.2144
"02-May-19",19.1,19.7,18.96,19.52,19509,34.104263,3.5764,,329220.816
"03-May-19",19.58,19.99,19.27,19.93,28786,33.574934,3.5187,,325492.9976
"06-May-19",19.63,20.25,19.63,19.9,36060,32.475945,3.5323,,322016.4928
"07-May-19",20.06,20.25,19.698,19.77,32387,31.727346,3.5261,,319000.7296
"08-May-19",19.82,20.25,19.68,20.04,59492,30.323376,3.5068,,315775.5384
"09-May-19",20,20.4,19.6987,20.25,41107,29.477265,3.5334,,441087.978
"10-May-19",20.23,20.23,19.74,19.98,101183,27.682878,3.521,,434194.5228
"13-May-19",19.65,20,19.36,20,33698,26.818803,3.5135,,429629.9376
"14-May-19",19.66,19.92,19.17,19.36,63430,28.682259,3.8062,,472155.1038
"15-May-19",19.035,19.96,19.035,19.37,61785,28.72958,3.8068,470533,484498.1148
"16-May-19",19.48,19.95,19.15,19.29,33793,30.047106,4.0422,,508718.3628
"17-May-19",19.17,19.36,19.05,19.08,46272,29.466963,4.0178,,503920.8906
"20-May-19",18.9,19.3,18.52,18.74,67264,29.361903,3.7979,,511839.0486
"21-May-19",18.8,19.49,18.66,19.25,43349,28.57891,3.7467,,500846.7822
"22-May-19",19.49,19.71,19.25,19.59,106989,29.191343,3.7255,,539878.6434
"23-May-19",19.54,19.57,19.2035,19.5,26584,29.268545,3.6019,,546539.2116
"24-May-19",19.55,19.78,18.78,18.96,71805,30.026766,3.5841,,555605.3664
"27-May-19",,,,,,31.21666,3.5853,,585484.2119
"28-May-19",19.05,19.7,19.05,19.25,120364,29.781663,3.5607,,589013.2094
"29-May-19",19.07,19.47,18.675,19.37,79583,29.03904,3.5538,,586472.3312
"30-May-19",19.28,19.46,18.39,18.5,45933,29.875626,3.556,,606422.9304
"31-May-19",18.55,18.55,17.53,17.84,92517,30.227256,3.6087,702917,629102.621
"03-Jun-19",17.72,17.96,15.91,16.14,214830,27.399893,3.6262,,625902.9966
"04-Jun-19",16.3,16.75,15.75,15.82,108439,27.56259,3.7306,,646606.4486
"05-Jun-19",16.25,16.25,14.86,15.77,198377,26.170758,3.8046,,657946.2939
"06-Jun-19",16,16.01,14.14,14.41,160792,25.240151,3.7356,,669991.9387
"07-Jun-19",14.61,15.39,13.95,14.24,247890,23.133397,3.6751,,661428.2381
"10-Jun-19",14.21,14.66,13.62,13.75,146938,23.150427,3.7007,,697847.4923
"11-Jun-19",13.8,14.89,13.36,14.52,227891,21.12084,3.9056,,748466.0216
"12-Jun-19",14.5,14.84,13.9325,14.71,108386,20.587541,3.9735,,748536.3133
"13-Jun-19",14.74,15.13,14.02,15.03,124178,18.721912,3.9184,,702987.2917
"14-Jun-19",15.28,16.75,15.07,16.11,194015,17.360307,3.937,658565,684500.5746
"17-Jun-19",16.22,16.61,16.05,16.34,108236,16.394892,3.8501,,663764.5231
"18-Jun-19",16.43,16.43,15.36,15.43,70295,14.114763,3.7052,,572596.1882
"19-Jun-19",15.57,16.01,15.13,15.95,51515,13.932134,3.6502,,568659.853
"20-Jun-19",16.05,16.795,15.94,16.32,67847
"21-Jun-19",16.23,16.805,15.16,16.04,215714
"24-Jun-19",15.9,16.58,15.685,16.01,68694,13.153767,3.5578,,565074.9763
"25-Jun-19",16.06,16.06,15.75,15.81,35896,14.565877,3.4904,,597779.4505
"26-Jun-19",15.63,15.98,15.59,15.74,39214,14.729328,3.5133,,606867.6475
"27-Jun-19",15.74,16.36,15.52,16.2,70803,14.545394,3.583,,604430.957
"28-Jun-19",16.42,17.19,16.07,16.71,393353,13.560986,3.579,736937,610819.0375
"01-Jul-19",16.81,16.83,15.75,15.9,93831,12.573055,3.5705,,577693.218
"02-Jul-19",15.901,16.06,15.75,15.88,116404,14.49384,3.7735,,673316.856
"03-Jul-19",15.97,15.97,15.56,15.82,75624,14.560955,3.8091,,681351.349
"04-Jul-19",,,,,,14.419718,3.8092,,681548.9185
"05-Jul-19",15.82,16.41,15.03,15.84,71659,13.996527,3.8096,,669167.8965
"08-Jul-19",15.83,15.9,14.82,15.19,66318,14.04957,3.7965,,670155.744
"09-Jul-19",15.16,15.34,14.63,14.9,83409,13.29287,3.7636,,642166.7315
"10-Jul-19",15.01,15.3,14.6,14.83,67802,13.521687,3.7283,,794418.086
"11-Jul-19",14.74,15.6,14.55,15.09,43500,13.642072,3.7207,,806872.3213
"12-Jul-19",15.15,15.57,15.08,15.16,36814,12.965671,3.7046,,771351.9579
"15-Jul-19",15.11,15.11,14.55,14.84,77034,11.169091,3.6213,701498,670833.7511
"16-Jul-19",14.87,15.55,14.87,15.2,44766,10.706747,3.6043,,645851.5868
"17-Jul-19",15.4,15.44,15.03,15.31,21616,10.314272,3.6092,,623817.1705
"18-Jul-19",15.35,15.67,15.14,15.32,24611,9.898207,3.5679,,597803.2944
"19-Jul-19",15.25,15.48,14.88,15.33,26924,9.802145,3.5331,,591981.4921
"22-Jul-19",15.42,15.485,15.09,15.28,21764,10.040574,3.5575,,599498.2495
"23-Jul-19",15.39,15.39,14.82,15,27277,9.909926,3.5521,,593234.285
"24-Jul-19",15.07,15.37,14.88,15.04,92512,10.820793,3.4969,,685503.8456
"25-Jul-19",15.11,15.2,14.82,14.9,56388,9.670463,3.4795,,617879.4384
"26-Jul-19",15.09,15.22,14.735,14.76,40448,9.20762,3.3999,,591152.3646
"29-Jul-19",14.825,15.29,14.68,15.12,41964,9.075287,3.3923,,586662.7774
"30-Jul-19",15.1,15.48,14.91,15.3,36434
"31-Jul-19",15.29,16.12,15.18,15.3,51424,8.681739,3.333,598341,561408.8494
"01-Aug-19",15.37,15.84,15.04,15.27,43576,8.726355,3.3327,,565477.5378
"02-Aug-19",15.24,15.24,14.82,14.86,25546,8.273306,3.2898,,536505.6704
"05-Aug-19",14.73,14.93,14.35,14.52,36336,8.111742,3.2614,,533068.3302
"06-Aug-19",14.56,14.57,14.17,14.53,18627,8.109989,3.2589,,526614.5486
"07-Aug-19",14.39,15.23,14.39,14.84,16042,8.231673,3.2679,,532507.1318
"08-Aug-19",14.78,15.54,14.74,15.42,46328,8.481787,3.226,,550114.7316
"09-Aug-19",15.34,15.58,15.01,15.05,33223,8.360303,3.2127,,575065.5351
"12-Aug-19",15.27,15.6144,14.56,14.65,57320,7.596381,3.0998,,522232.0248
"13-Aug-19",14.81,15.38,14.53,14.77,61809,7.754963,3.1087,,531087.4716
"14-Aug-19",15.01,17.8599,15.01,16.16,249810,7.046441,3.1204,,502247.4354
"15-Aug-19",16.2,16.49,15.23,16.36,81793,6.803291,3.0751,666736,486511.0671
"16-Aug-19",16.36,16.61,15.82,16.21,65908,6.83685,3.059,,489323.2698
"19-Aug-19",16.32,16.32,15.6632,15.75,33906,6.809029,3.0854,,490819.1223
"20-Aug-19",15.75,16.28,15.53,15.75,41214,7.163402,3.1421,,512239.7301
"21-Aug-19",15.85,16.36,15.48,15.78,51176,6.974313,3.0799,,497221.371
"22-Aug-19",15.78,16.71,15.54,16.57,67810,7.751099,3.0472,,555080.9457
"23-Aug-19",16.51,17.01,16.02,16.77,69732,7.536283,3.0231,,536053.7019
"26-Aug-19",16.64,19.62,16.64,19.4,590885,6.919473,3.0253,,746277.6048
"27-Aug-19",19.02,21.005,18.92,19.85,489408,6.727177,3.027,,772613.6768
"28-Aug-19",19.49,20.5,19.3,20.41,176509,6.705231,3.007,,779081.016
"29-Aug-19",20.44,20.9,19.85,20.38,206220,6.434191,2.9879,,757212.0752
"30-Aug-19",20.35,20.89,19.51,19.58,156153,6.854492,2.9255,780635,815818.1696
"02-Sep-19",,,,,,6.78434,2.9255,,815818.1696
"03-Sep-19",19.61,20,19.07,19.51,147899,6.320816,2.905,,764946.2128
"04-Sep-19",19.45,20.45,19.11,19.13,147909,6.775932,2.9289,,811951.1008
"05-Sep-19",19.19,20.47,19.14,20.29,181837,6.773805,2.9236,,820485.3216
"06-Sep-19",20,21.16,20,20.22,171194,6.901562,2.9104,,832686.5904
"09-Sep-19",20.22,21.18,19.4907,20.17,165283,7.092228,2.8431,,838020.4784
"10-Sep-19",20.28,21.05,20.03,20.55,132514,7.137937,2.8318,,847154.7616
"11-Sep-19",20.54,21.48,19.87,20,169392,7.072138,2.8408,,805849.5105
"12-Sep-19",20.41,20.68,19.54,19.97,99334,7.610158,2.8444,,850579.896
"13-Sep-19",20.07,20.53,19.37,19.47,99363,7.306583,2.8206,896605,815607.448
"16-Sep-19",19.47,20.47,19.47,20.25,182595,7.68322,2.863,,853077.928
"17-Sep-19",20.35,21.25,19.83,20.78,199787,7.97839,2.9102,,899213.4565
"18-Sep-19",20.79,21.41,20.52,20.77,158675,8.035131,3.0319,,912484.2515
"19-Sep-19",20.83,21.385,20.09,20.21,117055,9.602331,2.5409,,1098041.191
"20-Sep-19",20.16,21.5,20.05,21.41,2792006,6.66482,2.7875,,1071421.5375
"23-Sep-19",21.2,23.26,20.85,21,365382,15.319617,3.8766,,2522778.1295
"24-Sep-19",21.04,21.06,19.3,19.61,230252,17.918318,3.9992,,3270725.3795
"25-Sep-19",19.58,20.05,19.37,19.54,142197,17.113581,3.7957,,3147262.871
"26-Sep-19",19.51,19.605,18.24,18.69,158929,18.034642,3.6346,,3357965.046
"27-Sep-19",18.75,18.785,17.29,17.655,254466,17.29982,3.529,,3290450.6895
"30-Sep-19",17.6,17.88,17.25,17.62,129303,18.131073,3.5312,1682949,3387642.6715
"01-Oct-19",17.72,17.84,17.03,17.17,95456,18.29932,3.655,,3399029.555
"02-Oct-19",16.9,16.9,16.23,16.49,105166,17.905721,3.5609,,3329721.9885
"03-Oct-19",16.46,16.62,15.9,16.45,111719,18.808788,3.5193,,3495952.5555
"04-Oct-19",16.5,16.69,16.34,16.495,139705,18.221964,3.4841,,3408623.2285
"07-Oct-19",16.52,16.52,15.75,15.83,112681,18.525075,3.4907,,3479455.0235
"08-Oct-19",15.78,15.95,13.02,14.465,3653120,13.188277,3.4347,,3322818.13
"09-Oct-19",14.57,15.42,14.135,14.995,457029,12.76081,3.4449,,1642558.224
"10-Oct-19",15.12,15.94,14.9,15.405,181956,11.264986,3.5735,,1460126.5524
"11-Oct-19",15.61,16.15,15.12,15.35,211397,10.111283,3.7054,,1323807.6834
"14-Oct-19",15.35,15.49,14.74,15.17,78432,9.888377,3.6968,,1314383.169
"15-Oct-19",15.3,15.96,15.22,15.37,129330,5.797015,3.4219,951896,765741.795
"16-Oct-19",15.39,15.525,15.01,15.13,90098,5.470005,3.5103,,723163.1853
"17-Oct-19",15.21,15.3,14.81,15.02,108652,5.507946,3.3877,,731409.6354
"18-Oct-19",14.98,14.98,14.56,14.8,82019,4.521552,3.1964,,602832.3318
"21-Oct-19",14.85,15.14,14.62,14.94,113189,4.43183,3.1931,,602495.742
"22-Oct-19",14.97,15.37,14.64,14.68,92431,4.412341,3.1475,,594585.8817
"23-Oct-19",14.66,15.03,14.57,14.6,53320,4.349247,3.1467,,587349.201
"24-Oct-19",14.61,14.66,14.28,14.55,80262,4.164811,3.1028,,701642.5416
"25-Oct-19",14.49,14.86,14.35,14.6,47114,4.055627,3.0707,,681176.7776
"28-Oct-19",14.71,15.16,14.6,14.96,76989,4.051405,3.061,,689934.2208
"29-Oct-19",14.93,15.13,14.76,15.11,54357,4.052458,3.0415,,682223.8632
"30-Oct-19",15.15,15.41,14.87,15.055,109704,4.10797,3.0055,,694693.7008
"31-Oct-19",15.04,15.34,14.73,14.97,124231,4.224614,2.9989,952682,718586.2904
"01-Nov-19",15.03,15.44,14.99,15.08,58332,4.161134,2.9291,,708115.4344
"04-Nov-19",15.21,15.54,15.0001,15.1,80496,3.851547,3.0815,,666041.6312
"05-Nov-19",15.14,15.2459,14.79,14.83,61049,3.775832,3.004,,645671.0568
"06-Nov-19",14.88,15.785,14.72,15.48,184693,3.602331,3.0436,,622064.036
"07-Nov-19",15.29,16.09,14.94,15.21,147539,3.517621,3.0505,,612545.076
"08-Nov-19",15.1,15.73,14.89,15.57,131348,2.975681,2.9956,,522019.7664
"11-Nov-19",15.4,15.9,14.75,14.77,144166,2.926366,2.998,,523447.6104
"12-Nov-19",14.75,15.32,14.63,15.26,116926,3.226888,3.0427,,759287.554
"13-Nov-19",15.08,15.59,14.98,15.07,110206,3.056426,2.9873,,721656.615
"14-Nov-19",15,15.13,14.5,14.72,131264
"15-Nov-19",14.84,15.41,14.52,15.31,121138,3.033131,2.9754,1036868,713463.5498
"18-Nov-19",15.47,16.3,15.39,16.295,139168,3.194634,2.9876,,762621.941
"19-Nov-19",16.28,16.54,15.85,16.17,144717,3.470853,2.9558,,823498.3208
"20-Nov-19",16.13,17.805,15.9,17.54,390564,3.40567,2.9394,,826261.0986
"21-Nov-19",17.62,18.47,17.5,18.37,177106,4.030238,2.8632,,986025.87
"22-Nov-19",18.4,18.58,17.09,17.17,175626,4.070345,2.825,,1003459.9506
"25-Nov-19",17.31,17.68,16.81,17.57,157995,4.050533,2.8112,,1015177.9392
"26-Nov-19",17.57,18.35,17.5163,17.95,149706,4.183472,2.8246,,1514345.714
"27-Nov-19",17.91,18.44,17.91,18.37,132553,4.398423,2.8186,,1548251.2976
"28-Nov-19",,,,,,4.456469,2.8196,,1544414.886
"29-Nov-19",18.49,18.69,18.26,18.27,97429,4.553184,2.8086,1127006,1570025.5256
"02-Dec-19",18.28,18.28,17.72,18.04,114353,4.553207,2.8163,,1569196.0312
"03-Dec-19",17.7,18.64,17.7,18.37,153441,4.481527,2.8044,,1535912.5684
"04-Dec-19",18.54,18.6,18.18,18.36,133205,4.447252,2.7857,,1522744.3448
"05-Dec-19",18.4,18.84,18.4,18.58,113239,4.524672,2.7615,,1545762.8144
"06-Dec-19",18.63,19.14,18.63,19.01,234310,4.545035,2.7583,,1557997.8568
"09-Dec-19",19,19,16.67,16.825,318441,4.397349,2.6999,,1521707.4768
"10-Dec-19",16.86,17.32,16.28,17.19,197136,4.429689,2.6847,,1102662.6704
"11-Dec-19",17.2,17.74,16.96,17.64,133361,4.610352,2.7125,,1147630.2098
"12-Dec-19",17.61,18.41,17.505,18.04,174336,4.624229,2.7126,,1151462.0302
"13-Dec-19",18.02,18.61,17.9,18.29,214293,4.725921,2.6464,1138667,1185384.9108
"16-Dec-19",18.34,19.1,18.3,18.7,290138,4.453926,2.6068,,1130725.1198
"17-Dec-19",18.77,18.98,18.15,18.32,206785,4.26615,2.6327,,1084630.5744
"18-Dec-19",18.26,18.79,18.14,18.35,228860,4.222709,2.6128,,1075614.5264
"19-Dec-19",18.28,18.99,18.06,18.87,161611,3.772764,2.5564,,961110.7168
"20-Dec-19",18.93,19.14,18.55,18.73,351890,3.575541,2.5472,,924257.6206
"23-Dec-19",18.6,19.07,18.251,18.82,119921,4.13893,2.5335,,894053.8598
"24-Dec-19",18.8,19.25,18.59,19.15,126846
"25-Dec-19",,,,,,4.033358,2.5315,,820637.3069
"26-Dec-19",19.16,19.3,18.76,18.91,61806,4.147258,2.5308,,838628.2455
"27-Dec-19",18.91,18.91,18.27,18.65,76291
"30-Dec-19",18.7,18.7,18.12,18.48,68670,4.094597,2.4793,,810958.6374
"31-Dec-19",18.37,18.7,18.37,18.41,70009,3.683977,2.3899,872570,722370.3448
"01-Jan-20",,,,,,3.664201,2.3899,,722370.3448
"02-Jan-20",18.51,18.52,17.79,18.22,80439,3.68699,2.3816,,726014.0792
"03-Jan-20",18.02,18.25,17.87,17.98,51218,3.509752,2.3192,,688096.4681
"06-Jan-20",17.79,18.07,17.67,18,73403
"07-Jan-20",17.98,18.11,17.51,17.535,60514,3.557807,2.3126,,691057.0023
"08-Jan-20",17.55,17.63,17.18,17.21,69220,3.595343,2.316,,695953.2704
"09-Jan-20",17.19,17.54,17.1612,17.26,48053,4.990992,2.3081,,686957.8011
"10-Jan-20",17.34,17.47,17.07,17.43,47336,5.143286,2.304,,815765.693
"13-Jan-20",17.3,17.55,16.78,17.51,106920,5.280296,2.2952,,821960.94
"14-Jan-20",17.53,18.05,17.52,17.92,64335,5.844631,2.1186,,902673.665
"15-Jan-20",18.05,18.62,18.05,18.25,74358,5.348414,2.2311,755688,825625.734
"16-Jan-20",18.5,18.7,18.4109,18.56,42780,5.20947,2.2268,,795696.583
"17-Jan-20",18.57,19.04,18.44,18.8,115580,5.159589,2.2176,,790548.42
"20-Jan-20",,,,,,5.117693,2.2176,,790548.42
"21-Jan-20",18.61,18.82,18.2,18.39,63408,5.246917,2.2022,,803985.998
"22-Jan-20",18.39,18.93,18.2876,18.88,42509,5.210496,2.1961,,791420.99
"23-Jan-20",18.86,18.86,18.24,18.37,58303,5.246828,2.1777,,793515.158
"24-Jan-20",18.45,18.49,17.89,18.15,52259,5.215704,2.104,,788716.023
"27-Jan-20",17.93,18.22,17.785,18,55358,5.086909,2.1041,,708910.9128
"28-Jan-20",18.08,18.48,18.08,18.34,73343,5.247344,2.1002,,726367.3056
"29-Jan-20",18.36,18.36,18,18.1,33977,5.25674,2.0994,,723797.9664
"30-Jan-20",17.83,18.23,17.65,18.19,62394,5.253813,2.1128,,724100.2416
"31-Jan-20",18.09,18.09,17.52,17.92,48527,4.871984,2.1472,718127,666290.1096
"03-Feb-20",18.09,18.34,17.79,18.28,50738,4.919945,2.155,,672184.476
"04-Feb-20",18.47,18.66,17.94,18,47932,4.997647,2.1737,,676189.6224
"05-Feb-20",18.23,18.44,17.86,18.41,36822,4.994379,2.1774,,671882.2008
"06-Feb-20",18.41,18.49,18.24,18.34,22734,5.680021,2.2336,,760373.2656
"07-Feb-20",18.26,18.86,18.1,18.58,42250,5.004478,2.1667,,657524.1288
"10-Feb-20",18.51,18.64,18.36,18.59,20788,4.998927,2.136,,644526.2952
"11-Feb-20",18.65,18.94,18.46,18.84,41805,5.007268,2.1366,,688755.6057
"12-Feb-20",18.94,19.1,17.9,17.98,142121,4.993616,2.1335,,686673.0374
"13-Feb-20",17.62,17.75,16.67,17.48,86164,6.234807,1.6367,,853709.3776
"14-Feb-20",17.47,17.79,17,17.15,38742,5.126566,1.5107,668123,695146.936
"17-Feb-20",,,,,,5.14362,1.5107,,695146.936
"18-Feb-20",17.15,17.4,17.15,17.38,14134,5.63573,1.4833,,750873.5912
"19-Feb-20",17.42,17.915,17.32,17.79,32946,5.814452,1.4641,,762866.3121
"20-Feb-20",17.75,17.8,17.37,17.55,20658,6.480069,1.3812,,834894.4502
"21-Feb-20",17.57,17.61,17.15,17.49,16132,6.822776,1.3436,,830298.4374
"24-Feb-20",17.01,17.23,16.89,17.06,25426,7.054747,1.2637,,827784.9929
"25-Feb-20",16.71,17.57,16.71,17.27,46041,6.959004,1.2572,,809472.7544
"26-Feb-20",17.32,18.32,17.18,17.95,114509,7.028435,1.2578,,780234.0394
"27-Feb-20",17.73,17.885,17.13,17.54,81371,7.030977,1.2488,,771682.065
"28-Feb-20",17.14,17.51,16.24,17.47,78683,6.969975,1.232,630092,758119.1681
"02-Mar-20",17.55,17.99,17.17,17.54,114146,6.805659,1.1941,,742351.4653
"03-Mar-20",17.6,17.6,16.37,16.47,81057,6.83244,1.2078,,741082.0316
"04-Mar-20",16.85,17.18,16.34,16.77,52325,6.948772,1.1951,,740814.7824
"05-Mar-20",16.55,16.6,15.8,15.93,80600,7.239377,1.2071,,764800.3981
"06-Mar-20",15.55,16.08,15.47,15.92,64060,6.530153,1.1851,,684024.3274
"09-Mar-20",15.25,15.46,14.8,14.93,63178,6.641206,1.1678,,674804.23
"10-Mar-20",15.14,15.37,14.11,14.83,79519,6.974772,1.1735,,563617.294
"11-Mar-20",14.55,14.7407,13.88,14.07,84271,7.252686,1.1877,,573572.7476
"12-Mar-20",13.9,14.59,12.02,12.55,142807,7.310975,1.1773,,579243.5756
"13-Mar-20",12.92,13.52,11.72,12.26,115334,7.534731,1.1829,615728,590207.1764
"16-Mar-20",11.11,11.11,9.49,9.55,96594,7.361533,1.1537,,563428.2664
"17-Mar-20",9.65,10.74,9.65,10.69,83764,8.203673,1.2474,,602052.906
"18-Mar-20",10.1,11.59,9.27,11.05,71082,8.574033,1.3476,,611504.286
"19-Mar-20",10.65,11.99,10.643,11.99,63588,8.972115,1.3564,,617301.1324
"20-Mar-20",12,13.4,10.76,11.12,340988,8.724321,1.252,,624106.126
"23-Mar-20",10.82,12.44,9.75,10.97,52369,9.234427,1.2981,,618435.298
"24-Mar-20",11.46,12,11.12,12,74036,10.367217,1.3181,,716768.9648
"25-Mar-20",12,12.76,11.42,12.08,76770,8.437978,1.6473,,576690.8448
"26-Mar-20",12.18,13.12,12.18,12.94,48511,8.461498,1.638,,575520.9616
"27-Mar-20",12.57,13.23,12.57,13.09,91195,7.942405,1.5942,,543872.5424
"30-Mar-20",13.22,13.99,13.22,13.74,32120,8.164945,1.6246,,553477.8992
"31-Mar-20",13.81,13.98,12.01,12.92,87734,8.007588,1.6377,647692,545165.5712
"01-Apr-20",12.16,12.63,12,12.31,42958,7.986244,1.6102,,540362.8928
"02-Apr-20",12.12,12.68,11.91,12.4,44733,8.119267,1.6012,,546397.0272
"03-Apr-20",12.3,12.43,11.57,12.14,33062,8.21135,1.6186,,546581.7456
"06-Apr-20",12.57,13.74,12.57,13.74,61242,8.353353,1.6378,,557295.4128
"07-Apr-20",13.8,13.98,13.05,13.75,72634,8.251929,1.6355,,550460.832
"08-Apr-20",13.76,14.39,13.36,14.21,58514,8.259128,1.6839,,550645.5504
"09-Apr-20",14.21,15.06,14.05,15.06,53436,8.222943,1.6538,,648987.384
"10-Apr-20",,,,,,8.185645,1.6538,,648987.384
"13-Apr-20",14.98,14.98,14.12,14.35,47606,8.137737,1.6129,,645230.7704
"14-Apr-20",13.97,14.875,13.94,14.83,50718,8.259196,1.5603,,646202.3084
"15-Apr-20",14.7,14.7,13.92,14.05,37811,8.203679,1.5314,561602,637847.0816
"16-Apr-20",14.09,14.26,13.325,14.05,45910,8.22563,1.5222,,635191.5444
"17-Apr-20",14.4,14.4,13.3,13.46,65207,8.266831,1.5146,,641798.0028
"20-Apr-20",13.33,14.31,13.33,13.87,20798,8.759641,1.5059,,664596.7612
"21-Apr-20",13.55,13.78,13.21,13.28,32836,9.2372,1.5133,,695491.6696
"22-Apr-20",13.53,13.81,13.4,13.59,25685,9.106791,1.4764,,679364.1388
"23-Apr-20",13.63,14.59,13.63,14.07,51004,9.062741,1.4801,,677485.832
"24-Apr-20",14.02,14.405,13.795,14.34,15670,9.155149,1.4808,,596309.0036
"27-Apr-20",14.54,15.17,14,14.97,46298,9.219398,1.484,,599622.4554
"28-Apr-20",15.19,15.72,14.89,15.13,44915,9.189631,1.4652,,596140.523
"29-Apr-20",15.72,16.25,15.49,15.95,67292,9.189392,1.4644,,595241.9598
"30-Apr-20",15.63,16.04,15.3,15.54,29244,8.956366,1.4337,523058,579460.9436
"01-May-20",15.11,15.24,14.5801,15.22,46491,8.959474,1.4232,,579404.7834
"04-May-20",15.09,15.09,14.4,14.71,32636,8.662602,1.4104,,557614.6258
"05-May-20",14.97,15.73,14.783,15.45,38394,8.802188,1.4301,,565252.413
"06-May-20",15.48,15.87,14.925,15.55,25987,8.987872,1.4387,,575585.8898
"07-May-20",15.67,15.78,15.17,15.43,32891,8.994972,1.4372,,577495.3366
"08-May-20",15.68,16.24,15.68,15.82,46386,8.965017,1.4354,,576203.652
"11-May-20",15.67,16.1,14.11,15.68,41003,9.338235,1.4352,,544555.6838
"12-May-20",15.77,16.16,15.37,15.51,30086,9.52297,1.4913,,553709.1988
"13-May-20",15.3,15.52,14.86,15.46,38516,9.545283,1.4768,,540371.2198
"14-May-20",15.3,15.5,14.42,15.48,46506,9.639513,1.4766,,540057.385
"15-May-20",15.46,16.51,15.46,16.24,51070,9.887715,1.528,528127,555801.4308
"18-May-20",16.3,16.43,16.07,16.43,67717,9.629331,1.4418,,542306.5344
"19-May-20",16.23,16.91,15.618,16.75,67581,9.748642,1.4583,,556586.0178
"20-May-20",16.9,17.33,16.11,17.32,85648,9.68212,1.4579,,560195.118
"21-May-20",17.14,17.82,16.95,17.54,99219,9.526446,1.4551,,562078.1268
"22-May-20",17.57,17.675,17.07,17.16,68177,9.422749,1.4497,,563124.2428
"25-May-20",,,,,,9.333323,1.4497,,563124.2428
"26-May-20",17.87,18.22,17.62,17.85,122804,9.11616,1.4262,,560352.0354
"27-May-20",18.22,18.5,17.7,18.28,87591,9.131005,1.4201,,529869.8191
"28-May-20",18.45,19.16,18.17,18.4,106187,8.759756,1.4077,,511385.3741
"29-May-20",18.25,19,18.06,18.89,148643,7.978718,1.4004,473021,473624.2936
"01-Jun-20",18.65,19.03,18.6156,18.74,104908,7.972698,1.4025,,477426.808
"02-Jun-20",18.76,18.81,17.62,18.08,90609,8.475669,1.4622,,510223.4947
"03-Jun-20",18,18.19,17.65,17.88,106068,7.91815,1.4393,,475789.6143
"04-Jun-20",17.83,18.005,17.61,17.89,129314,8.065643,1.4298,,489943.4179
"05-Jun-20",18.19,18.68,16.92,17.01,153057,7.20533,1.4074,,447534.8198
"08-Jun-20",17.27,17.365,16.14,16.2,109814,7.845044,1.38,,491105.2973
"09-Jun-20",16.02,16.89,16.02,16.47,50835,7.592648,1.3935,,472642.5832
"10-Jun-20",16.47,16.47,15.79,15.8,60742,7.919778,1.3821,,492745.9757
"11-Jun-20",15.39,15.63,14.605,14.73,104190,7.335226,1.3934,,458830.37
"12-Jun-20",15.16,15.86,15.14,15.86,71043,7.195087,1.35,,448802.3248
"15-Jun-20",15.86,16.2999,15.28,15.73,125093,7.42614,1.3229,471008,456796.3797
"16-Jun-20",16.2,17.69,16.01,17.55,105909,7.092468,1.3109,,439767.6237
"17-Jun-20",17.57,17.88,16.33,16.33,134624,6.66572,1.397,,416731.501
"18-Jun-20",16.39,17.68,16.39,16.94,237530,6.661452,1.3898,,430401.8079
"19-Jun-20",17.22,17.84,16.71,16.95,239010,6.520433,1.4046,,436172.6641
"22-Jun-20",16.95,17.39,16.62,16.86,181786,7.278946,1.4057,,472122.2601
"23-Jun-20",17.04,17.33,16.72,17.16,207831,8.82965,1.4784,,588863.8429
"24-Jun-20",16.95,17.075,16.29,16.45,73751,9.223905,1.5062,,637038.32
"25-Jun-20",16.39,16.77,16.09,16.31,57618,8.718765,1.5078,,600158.3936
"26-Jun-20",16.18,16.4,15.36,15.53,339882,8.022386,1.4828,,581789.0816
"29-Jun-20",15.75,16.33,15.27,16.03,102797,8.400306,1.4509,,614335.7344
"30-Jun-20",16.33,16.86,16.26,16.5,129251,8.715619,1.4946,548877,643349.8272
"01-Jul-20",16.5,16.89,16.28,16.32,38226,8.310494,1.4682,,613393.7184
"02-Jul-20",16.53,16.66,16.28,16.42,26078,8.164293,1.4656,,600629.4016
"03-Jul-20",,,,,,8.106869,1.4656,,600629.4016
"06-Jul-20",16.71,16.87,16.5,16.59,24834,8.370401,1.4701,,619187.1168
"07-Jul-20",16.45,16.8,16.15,16.2,35050,8.34542,1.4684,,614147.3312
