"Date","open BCEL Price in USD","high BCEL Price in USD","low BCEL Price in USD","close BCEL Price in USD","BCEL Volume","Days to cover 3m (on loan)","Cost To Borrow","Exchange Reported SI","Estimated Short Interest","Dividends","hidden"
"20-Jun-19",19.9,20,16.26,18.05,2506872
"21-Jun-19",17.25,18,17,17.07,206052
"24-Jun-19",17.22,18.23,16.92,17.525,280716
"25-Jun-19",17.51,18.1,17.01,18.1,55095
"26-Jun-19",18.08,18.5279,17.06,18.26,79491
"27-Jun-19",18.22,18.67,17.65,18.48,72317
"28-Jun-19",18.5,19.9,18,18.84,26307,,,166629
"01-Jul-19",18.52,19.2,17.11,17.3,87783
"02-Jul-19",17.12,18,14.26,14.93,101100
"03-Jul-19",14.9,16.32,14.9,16.32,27064
"05-Jul-19",16.49,16.85,15.42,16.22,31865
"08-Jul-19",16.07,17.9,16.045,16.73,165980
"09-Jul-19",16.62,20,16.41,19.05,286844
"10-Jul-19",19.1,20,16.44,16.44,119658
"11-Jul-19",16.97,18,16.285,16.74,61508
"12-Jul-19",16.87,17.105,15.71,16.63,57019
"15-Jul-19",16.6,17.61,16.31,16.45,120876,,,245860
"16-Jul-19",16.46,17.38,15.48,15.48,102867
"17-Jul-19",15.43,16.38,15.04,15.84,118812
"18-Jul-19",15.84,16.855,15.45,16,98983
"19-Jul-19",16.01,16.3,15.55,16.01,44222
"22-Jul-19",15.85,16.27,15.61,15.93,21848
"23-Jul-19",15.79,16.7,15.4262,15.69,68058
"24-Jul-19",15.5072,15.8219,15.44,15.53,19246
"25-Jul-19",15.36,15.91,15,15.02,52542
"26-Jul-19",14.92,15.9,13.35,13.73,91820,0.364163,5.7148
"29-Jul-19",13.85,14.27,12.76,13.43,35802,0.503118,5.6513
"30-Jul-19",13.1,13.81,12.94,13.56,45940
"31-Jul-19",13.12,14.12,12.65,12.65,85687,0.454522,4.8526,282147
"01-Aug-19",12.6,13.51,12.6,12.8,37874,0.432072,5.1968
"02-Aug-19",12.91,13.47,11.9,12.43,46194,0.367327,3.5846
"05-Aug-19",12.38,12.465,11.02,11.12,34433,0.32796,3.2739
"06-Aug-19",11.25,12.665,10.66,11.68,73087,0.380531,2.9769
"07-Aug-19",11.48,11.76,10.44,10.75,41749,0.399872,2.919
"08-Aug-19",10.355,11.29,10.29,10.42,53514,0.441481,2.8126
"09-Aug-19",10.5,12.93,10.5,12.93,102804,0.336798,1.9307
"12-Aug-19",12.93,13.2652,10.9,11.52,114940,0.33744,1.8641
"13-Aug-19",11.66,15.83,11.63,14.49,105682,0.331677,1.8965
"14-Aug-19",14.74,15.49,12.45,13.42,73680,0.360438,1.8273
"15-Aug-19",13.69,16.25,13.445,16.1,75951,0.352521,1.8511,286702
"16-Aug-19",16.05,17,14.07,16.65,162577,0.483531,2.0349
"19-Aug-19",17.3,18.36,16.55,17.6,108528,0.550513,2.0891
"20-Aug-19",17.81,20.8999,16.925,20.59,186450,0.434797,1.6927
"21-Aug-19",20.75,21.48,19.485,19.97,155710,0.518124,1.4769
"22-Aug-19",19.89,23.38,19.0164,22.06,127993,0.540338,1.5245
"23-Aug-19",21.71,23.65,20.96,21.87,193559,0.554221,1.5331
"26-Aug-19",21.87,22.8806,19.2057,20.45,145233,0.527854,1.5264
"27-Aug-19",20.53,20.835,18.5039,19.2,107295,0.482255,1.4867
"28-Aug-19",19.09,20.2256,18.2709,19.39,94804,0.487382,1.4279
"29-Aug-19",19.61,20.45,17.96,18.97,135651,0.483193,1.4193
"30-Aug-19",19.15,19.54,17.64,19.41,92698,0.46762,1.4307,318423
"02-Sep-19",,,,,,0.46762,1.4307
"03-Sep-19",18.93,19.88,18.255,18.66,121949,0.437416,1.6575
"04-Sep-19",18.97,19.2,17.59,17.8,102455,0.447565,1.7995
"05-Sep-19",17.9,17.98,16.921,17.57,88244,0.413256,1.8378
"06-Sep-19",17.48,18,16.37,16.43,94678,0.405831,1.862
"09-Sep-19",16.28,16.9963,14.38,14.63,129027,0.354558,1.6607
"10-Sep-19",14.26,14.76,13.17,13.22,88778,0.349715,1.6939
"11-Sep-19",12.93,14.32,12.37,12.96,114762,0.33573,1.7492,,221272.1427
"12-Sep-19",13.01,14.23,13.01,13.84,140301,0.334257,1.804,,220316.8737
"13-Sep-19",13.7,13.98,13.12,13.31,110297,0.315405,1.8795,279404,207197.8461
"16-Sep-19",13.4,13.93,12.2,12.47,97683,0.336367,1.9617,,219871.0815
"17-Sep-19",12.4,12.895,11.57,11.82,83279,0.316721,2.1132,,205701.258
"18-Sep-19",11.74,12.52,11,11.28,145930,0.304766,2.1512,,198154.6329
"19-Sep-19",11.31,11.62,10.75,11.3,149364,0.336915,1.8857,,219329.7624
"20-Sep-19",11.34,12.24,11.2,11.66,1031164,0.308868,1.7103,,221144.7735
"23-Sep-19",11.8,13.97,11.8,13.78,109191,1.587299,1.5006,,848883.8757
"24-Sep-19",13.79,14.24,12.92,13.84,151032,1.734614,0.9053,,1257513.5828
"25-Sep-19",13.72,13.72,12.35,12.51,98350,2.39913,1.4186,,1696345.5052
"26-Sep-19",12.52,13.5,12,13,71131,2.729546,1.5161,,1934230.0708
"27-Sep-19",13,13.29,11.1001,11.12,107485,2.661948,1.3587,,1893660.61
"30-Sep-19",11.28,12.75,10.76,12.24,98497,2.568295,1.2746,433208,1855549.9044
"01-Oct-19",12.29,12.5425,11.3,11.47,120049,2.780098,1.2942,,2010423.5416
"02-Oct-19",11.38,11.98,11.05,11.81,80342,2.699905,1.2352,,1950463.4432
"03-Oct-19",11.97,12.5228,11.27,11.45,43339,2.644734,1.2019,,1895616.438
"04-Oct-19",11.58,11.92,11.15,11.5,39329,2.578107,1.1351,,1850967.6788
"07-Oct-19",11.37,11.48,10.8206,11.16,70314,2.525757,1.1399,,1822915.5172
"08-Oct-19",11.14,11.36,10.515,11.23,44951,2.58381,1.2176,,1847782.4732
"09-Oct-19",11.34,11.34,10.73,10.98,38930,2.618964,1.2478,,429742.336
"10-Oct-19",10.99,11.06,10.01,10.42,69915,2.798634,1.1992,,445554.428
"11-Oct-19",10.622,10.6767,10.1,10.34,65909,2.85121,1.216,,450449.6784
"14-Oct-19",10.32,10.32,9.82,10.02,69903,2.82765,1.2141,,450449.6784
"15-Oct-19",10.07,11.13,9.59,10.73,53384,2.958537,1.2613,470475,467734.6776
"16-Oct-19",10.73,10.83,10.2,10.23,90145,3.126734,1.4032,,492167.6088
"17-Oct-19",10.23,10.75,10.23,10.71,55891,3.11403,1.4294,,486839.1504
"18-Oct-19",10.61,10.88,10.31,10.37,40499,3.083253,1.3805,,476572.1208
"21-Oct-19",10.44,10.93,10.25,10.87,54518,2.986755,1.3426,,462709.4648
"22-Oct-19",10.83,11.1,10.13,10.57,115594,2.965426,1.35,,460153.5376
"23-Oct-19",10.58,10.58,9.9804,10.06,64367,2.972457,1.3608,,464139.0512
"24-Oct-19",10.12,10.4,9.8,10.05,101842,2.885886,1.3467,,455466.8475
"25-Oct-19",10.03,10.99,9.95,10.86,69543,2.844521,1.3284,,452173.5225
"28-Oct-19",10.9,10.9,10.02,10.05,105028,2.846664,1.3266,,456878.2725
"29-Oct-19",10.09,10.39,9.85,10.2,78687,2.853213,1.3087,,456125.5125
"30-Oct-19",10.2,10.48,10.05,10.39,49042,2.876935,1.359,,460783.215
"31-Oct-19",10.5,11.4557,10.1146,11.25,85314,3.226091,1.3435,589588,519592.59
"01-Nov-19",11.34,12.4,11.34,11.77,65326,3.197762,1.1677,,513523.4625
"04-Nov-19",11.83,12.3584,11.615,11.79,72415,2.880489,1.3311,,468922.4325
"05-Nov-19",11.82,12.54,11.4002,12.34,81446,2.956,1.3672,,479366.9775
"06-Nov-19",12.37,13.97,12.27,13.09,81666,2.930332,1.3546,,478378.98
"07-Nov-19",13.16,13.43,12.445,12.71,64432,2.887926,1.4103,,470898.4275
"08-Nov-19",12.72,12.95,12.2,12.23,55303,2.912756,1.4613,,475838.415
"11-Nov-19",12.19,12.19,11.392,11.58,104863,2.889284,1.4613,,475838.415
"12-Nov-19",11.82,11.89,11.52,11.52,52343,2.903241,1.4266,,538234.8852
"13-Nov-19",11.7,11.7,10.23,11.11,113730,2.840038,1.376,,526443.1252
"14-Nov-19",10.93,11.35,10.455,10.69,55363
"15-Nov-19",10.82,11.458,10.68,10.78,45019,2.597868,1.2833,635865,476269.1864
"18-Nov-19",10.65,10.84,10.25,10.44,80046,2.621738,1.251,,477153.5684
"19-Nov-19",10.47,10.99,10.13,10.26,72354,2.734475,1.1718,,495253.92
"20-Nov-19",10.16,10.82,10.11,10.27,211862,3.054809,1.0615,,561405.6936
"21-Nov-19",10.33,10.355,9.83,9.94,58605,2.864462,1.0629,,516950.7584
"22-Nov-19",10.05,10.18,9.72,9.83,122054,2.89708,1.0367,,520370.3688
"25-Nov-19",9.83,10.0631,9.7,9.87,58944,2.622409,0.9369,,460232.3928
"26-Nov-19",9.93,10.24,9.65,9.68,88413,2.363721,0.8208,,552693.858
"27-Nov-19",9.685,10.0686,9.51,9.95,57802,3.079461,0.811,,710769.897
"28-Nov-19",,,,,,3.082067,0.8125,,710769.897
"29-Nov-19",10,10.14,9.79,9.94,46236,2.968159,0.7897,687089,679485.339
"02-Dec-19",9.93,10.385,9.85,10.08,85603,3.162138,0.7749,,719163.315
"03-Dec-19",10.08,13.71,10.02,13.34,419346,3.350341,0.7491,,799282.305
"04-Dec-19",13.42,13.42,11.7619,12.95,233297,3.011166,0.7445,,730100.193
"05-Dec-19",13.01,18.18,12.6277,14.47,568591,2.910443,0.6742,,753054.9195
"06-Dec-19",14.49,16.44,13.44,14.31,343467,3.277329,0.6608,,877175.7675
"09-Dec-19",14.3,15.3038,12.79,14.08,137487,3.37227,0.6446,,907633.701
"10-Dec-19",14.15,15.97,14.15,15.29,124251,3.544631,0.636,,964123.2848
"11-Dec-19",15.34,15.7381,13.58,13.71,118087,3.408425,0.6571,,930593.3416
"12-Dec-19",13.71,14.1,12.7322,13.35,105423,3.698635,0.6387,,1008577.9431
"13-Dec-19",13.34,13.89,12.52,12.58,77481,3.74828,0.6352,831074,1013799.8195
"16-Dec-19",12.54,13.12,11.9,13.12,173908,3.807527,0.6453,,1038397.6057
"17-Dec-19",13.25,14.99,12.4527,14.7,209507,3.890701,0.6391,,1076462.3363
"18-Dec-19",14.28,16.1953,13.6,15.85,199943,4.298636,0.6275,,1207009.2463
"19-Dec-19",16.09,16.4026,14.03,14.42,183056,4.499878,0.6343,,1269396.9275
"20-Dec-19",14.39,15.44,14.12,14.855,503429,4.735584,0.6,,1395134.2145
"23-Dec-19",14.93,16.65,14.14,16.1,215820,5.522721,0.5884,,1468034.3574
"24-Dec-19",16.14,17.39,15.6,15.97,119178
"25-Dec-19",,,,,,7.029928,0.6016,,1526599.8306
"26-Dec-19",16.01,18.945,15.75,18.67,219489,7.07643,0.6126,,1561920.4756
"27-Dec-19",18.85,18.9,16.86,17.27,131331
"30-Dec-19",17.28,17.6,15.12,15.79,158910,6.777832,0.6053,,1518205.9832
"31-Dec-19",15.74,16.87,15.413,15.47,78135,6.832454,0.6045,1050901,1522361.3532
"01-Jan-20",,,,,,6.814562,0.6045,,1522361.3532
"02-Jan-20",15.67,16.8471,13.865,14.24,198131,6.923047,0.6311,,1562502.2274
"03-Jan-20",14.19,14.4743,12.22,13.55,168662,6.802302,0.6009,,1552944.8764
"06-Jan-20",13.54,14.11,13.2534,13.75,119111
"07-Jan-20",13.77,14,13.315,13.56,96629,6.196481,0.6095,,1438838.4162
"08-Jan-20",13.59,14.39,13.305,14.24,76471,6.133667,0.6128,,1425375.0174
"09-Jan-20",14.48,16.88,14.4154,16.18,170786,5.936137,0.6089,,1401440.0862
"10-Jan-20",16.46,16.46,14.5,14.61,83478,5.919897,0.6081,,970086.7131
"13-Jan-20",14.35,14.8,13.89,14.63,70513,5.665369,0.5871,,935512.0702
"14-Jan-20",14.6,15.1089,14.0908,14.45,108536,5.708314,0.5928,,940451.3049
"15-Jan-20",14.5,15.2,14.5,14.95,59059,5.676621,0.5942,1124816,933935.7187
"16-Jan-20",15.05,16.14,14.7181,15.84,103140,5.661385,0.5939,,937193.5118
"17-Jan-20",15.68,15.9163,14.39,14.84,205987,5.526444,0.5955,,927840.4929
"20-Jan-20",,,,,,5.378182,0.5955,,921219.8166
"21-Jan-20",14.51,15.21,14.51,15,59758,5.517084,0.6123,,936773.1514
"22-Jan-20",15.09,16.22,14.872,16.11,177541,5.283189,0.6132,,910500.6264
"23-Jan-20",16.26,16.7125,15.3201,16.22,124098,5.252981,0.6114,,906191.9323
"24-Jan-20",16.25,19.6899,15.59,18.48,838785,4.631835,0.6117,,872983.4607
"27-Jan-20",20,21.3466,18.75,18.87,805452,4.281152,0.5995,,1055864.7792
"28-Jan-20",19,20.09,18.44,18.51,213335,4.496857,0.6022,,1115255.064
"29-Jan-20",18.85,19.9266,18.52,18.84,167453,4.031413,0.5776,,1006147.912
"30-Jan-20",19.13,19.51,18.26,18.37,216089,4.251349,0.5788,,1075549.0592
"31-Jan-20",18.65,19.0644,18.26,18.38,155577,4.396408,0.5892,1152118,1123803.6656
"03-Feb-20",20.99,21,18.75,18.95,387292,4.539597,0.5807,,1206252.6784
"04-Feb-20",19.24,19.92,18.9,19.07,138962,4.904309,0.6184,,1299387.4432
"05-Feb-20",19.19,20.44,19.1,19.77,145604,5.630899,0.6314,,1502079.2864
"06-Feb-20",20.19,20.99,19.65,20.56,123299,4.942492,0.6188,,1323570.9872
"07-Feb-20",20.74,22.99,20.5001,22.7,200296,5.036603,0.6136,,1363614.4368
"10-Feb-20",22.81,22.94,20.52,22.2,163586,4.947472,0.6112,,1366538.9584
"11-Feb-20",22.05,22.77,20.05,20.26,135433,4.959608,0.6096,,1399247.311
"12-Feb-20",20.33,21.8039,20.26,21.19,104243,4.976808,0.6108,,1403970.9948
"13-Feb-20",21.19,21.6901,20.09,20.33,88497,4.88777,0.6097,,1383348.0826
"14-Feb-20",20.39,21.4,20,20.98,88359,4.831255,0.6088,1176388,1364222.9238
"17-Feb-20",,,,,,4.720568,0.6088,,1364222.9238
"18-Feb-20",21.39,22.74,21.12,22.02,141013,5.004971,0.6066,,1441414.8298
"19-Feb-20",22.57,23.21,21.31,21.68,103817,5.053317,0.6046,,1458466.1762
"20-Feb-20",21.58,24.25,20.85,23.46,217134,5.174515,0.6178,,1512730.934
"21-Feb-20",23.42,25,22.05,22.41,224081,5.228033,0.6099,,1530012.704
"24-Feb-20",22.51,22.97,20.5,21.39,155886,5.353202,0.625,,1588885.9338
"25-Feb-20",21.83,21.89,20,20.74,139246,5.639486,0.6239,,1667229.9578
"26-Feb-20",20.7,22.35,20.21,22.07,108571,5.881725,0.6311,,1505776.64
"27-Feb-20",21.67,22.35,20.84,21.41,108075,5.828362,0.6333,,1494718.5928
"28-Feb-20",20.74,23.94,20.5,23.64,179833,6.560953,0.6295,1245144,1700468.854
"02-Mar-20",24.05,27.345,22.36,22.87,307150,6.271894,0.6227,,1662000.9664
"03-Mar-20",23.01,24.53,22.28,22.99,183287,6.131608,0.6255,,1638237.9288
"04-Mar-20",23.41,29.35,23.41,27.28,430122,5.336134,0.6249,,1426958.644
"05-Mar-20",27.23,27.89,24.495,24.8,220954,5.445288,0.6253,,1454603.762
"06-Mar-20",24.39,25.3287,23.229,24.85,181198,5.498874,0.6072,,1421429.6204
"09-Mar-20",23.94,23.94,20.8661,21.25,194847,5.165195,0.6001,,1318142.754
"10-Mar-20",21.82,22.25,18.89,19.64,235996,5.218951,0.6019,,983539.2456
"11-Mar-20",19.02,20.22,17.27,17.62,236731,5.301409,0.6019,,1008815.6688
"12-Mar-20",16.5,16.5,12.24,13.62,392741,5.216467,0.6021,,1016162.0184
"13-Mar-20",14.33,17.28,12.4141,16.97,268543,5.29784,0.602,1345413,1046045.4744
"16-Mar-20",14.22,14.59,11.66,12.17,338160,5.227289,0.6018,,1054387.9392
"17-Mar-20",12.79,13.1,11.45,12,219363
"18-Mar-20",11.94,13.13,10.8807,11.4,213773,5.537753,0.6588,,1121501.2008
"19-Mar-20",11.55,14.86,11.27,13.07,317231,5.414427,0.623,,1106933.016
"20-Mar-20",13.74,17.56,13.73,16.36,1599667,4.794199,0.6104,,1090995.1728
"23-Mar-20",16.03,16.2706,13,14.2,309595,4.915454,0.6073,,1103073.0696
"24-Mar-20",15.04,16.63,14.745,16.42,169577,8.325996,0.6057,,2394835.14
"25-Mar-20",16.3,17.08,14.75,15.43,240868,8.112757,0.6294,,2354338.2087
"26-Mar-20",15.7,16.01,14.71,15.7,156370,8.177859,0.6751,,2362007.0628
"27-Mar-20",15.3,15.95,14.14,15.34,142102,8.369451,0.6199,,2403849.4071
"30-Mar-20",14.87,15.6832,14.15,15.21,241402,8.084661,0.6231,,2340480.4548
"31-Mar-20",15.19,16.775,15.0675,16.55,205891,7.969046,0.6225,1652721,2314783.0665
