"Date","open INSE Price in USD","high INSE Price in USD","low INSE Price in USD","close INSE Price in USD","INSE Volume","Days to cover 3m (on loan)","Cost To Borrow","Exchange Reported SI","Estimated Short Interest","Dividends","hidden"
"29-Dec-16",8.25,8.25,7.5,8.1,13988
"18-Feb-21",7.73,8.6,7.66,8.37,110039,1.988766,2.0764,,133570.3293
"19-Feb-21",8.54,8.99,8.3835,8.5,49431,2.017006,2.0808,,136611.0178
"22-Feb-21",8.55,8.8704,8.3801,8.54,69218,1.949268,2.0699,,131163.6567
"23-Feb-21",8.38,8.56,7.6201,8.48,71240,1.92059,2.0701,,130684.91
"24-Feb-21",8.58,9.35,8.58,8.84,98574,1.880784,2.0701,,116212.632
"25-Feb-21",8.81,9.14,8.3236,8.88,217531,1.804568,2.0554,,118191.06
"26-Feb-21",8.86,9.16,8.08,8.25,177921,1.784875,2.0409,117755,122319.456
"01-Mar-21",8.46,8.7999,8.34,8.68,60590,2.033331,2.025,,139130.376
"02-Mar-21",8.54,8.895,8.365,8.63,47992,1.898788,2.015,,127454.22
"03-Mar-21",8.55,8.56,7.75,8.25,81905,1.870079,2.0107,,126733.752
"04-Mar-21",8.16,8.4191,6.9,7.6,94813,1.906141,2.0121,,126459.288
"05-Mar-21",7.59,7.84,6.99,7.74,58146,1.858486,2.0138,,123600.288
"08-Mar-21",7.79,7.95,7.65,7.79,20367,1.923611,2.021,,127019.652
"09-Mar-21",7.8,8.14,7.27,7.76,32981,1.826764,1.7172,,116553.899
"10-Mar-21",7.84,8.1,7.4,7.73,73952,1.737765,1.613,,113115.453
"11-Mar-21",9.41,10,8.798,9.61,436821,1.516491,1.6267,,112432.474
"12-Mar-21",9.75,9.98,9.41,9.52,189002,1.384186,1.6105,,107215.9275
"15-Mar-21",9.71,10,9.34,9.91,292307,1.215297,1.6944,107984,100221.2805
"16-Mar-21",10,10,9.74,10,257542,1.132431,1.6979,,98843.547
"17-Mar-21",10.2,11.57,9.86,11.55,942241,0.997667,1.6841,,107898.9065
"18-Mar-21",11.13,11.46,10.41,11.01,234607,0.905889,1.207,,102411.5235
"19-Mar-21",10.96,11.3,9.92,10.09,419265,0.832008,1.2472,,101587.2385
"22-Mar-21",10.48,10.705,10.15,10.21,293059,0.847757,1.2101,,108311.049
"23-Mar-21",10.29,10.79,9.18,9.39,349097,0.688311,1.1768,,93085.3275
"24-Mar-21",9.33,9.52,8.38,8.42,102087,0.680989,1.171,,100587.096
"25-Mar-21",8.25,8.52,8.19,8.41,168089,0.382582,0.9482,,58041.4
"26-Mar-21",8.5,8.66,8.2801,8.62,100687,0.361226,0.9836,,54780.2832
"29-Mar-21",8.64,9.25,8.64,8.97,131365,1.32287,1.0463,,204327.3248
"30-Mar-21",9.7,9.7,8.77,9.24,153864,1.220028,1.0208,,192362.6976
"31-Mar-21",9.35,9.44,9.1101,9.29,166095,0.194854,0.6266,80211,31434.1424
"01-Apr-21",9.3,9.53,9.07,9.53,72417
"02-Apr-21",,,,,,0.191251,0.6016,,31142.5856
"05-Apr-21",9.8,9.8,9.281,9.63,42800,0.187511,0.6183,,30699.8512
"06-Apr-21",9.58,9.67,9.2,9.3,32978,0.189178,0.6158,,30991.408
"07-Apr-21",9.32,9.32,9.0374,9.24,35952,0.187885,0.617,,30851.0288
"08-Apr-21",9.3,9.3,9.16,9.25,43459,0.198924,0.6228,,32773.144
"09-Apr-21",9.24,9.65,9.14,9.26,108321,0.357963,0.7473,,152617.4697
"12-Apr-21",9.3,9.66,9.09,9.25,75605,0.186056,0.6414,,79473.0588
"13-Apr-21",9.3,9.32,8.39,8.39,47352,0.141306,0.6566,,60615.4527
"14-Apr-21",9.045,9.045,8.34,8.73,106058,0.113427,0.8902,,49305.7017
"15-Apr-21",8.74,8.99,8.34,8.71,51649,0.093911,0.6557,199989
"16-Apr-21",8.7,8.98,8.53,8.84,26340,0.149269,0.7899
"19-Apr-21",8.84,9.22,8.69,8.81,325410,0.128527,0.7637
"20-Apr-21",8.76,9.0509,8.14,8.2,68549,0.130294,0.7402
"21-Apr-21",8.14,8.5,8.14,8.39,40570,0.148164,0.7371
"22-Apr-21",8.36,8.6,8.29,8.49,33570,0.118606,0.6588
"23-Apr-21",8.54,8.61,8.26,8.26,48588,0.116123,0.6511
"26-Apr-21",8.34,8.62,8.29,8.39,64074,0.093218,0.6654
"27-Apr-21",8.33,8.9061,8.33,8.33,41927,0.101188,0.6943
"28-Apr-21",8.25,8.9454,7.66,8.23,319301,0.085977,0.6054
"29-Apr-21",8.25,8.5789,8.25,8.33,26558,0.085867,0.5914
"30-Apr-21",8.24,8.4,8.12,8.25,572972,0.077995,0.5934,197743
"03-May-21",8.27,8.49,8.2,8.35,63701,0.081276,0.5877
"04-May-21",8.26,8.49,8.17,8.38,123277,0.101684,0.6219
"05-May-21",8.44,8.52,8.3,8.51,47548,0.143464,0.6615
"06-May-21",8.51,8.52,8.26,8.44,59313,0.144536,0.6937
"07-May-21",8.38,8.61,8.36,8.48,81554,0.141076,0.6655
"10-May-21",8.31,9.61,8,8.85,254972,0.146158,0.6663
"11-May-21",8.46,8.6072,8.05,8.4,102589,0.129063,0.6262
"12-May-21",8.25,8.25,7.4,7.56,188167,0.124535,0.6236
"13-May-21",7.58,7.915,7.58,7.85,112105,0.201192,0.6532
"14-May-21",7.4,8.35,7.4,7.89,62798,0.097378,0.6439,180604
"17-May-21",8.165,8.6,7.695,8.44,93266,0.089571,0.6435
"18-May-21",8.5,9.2,8.5,8.76,132291,0.072374,0.5893
"19-May-21",8.59,9.2573,8.54,9.09,93825,0.173409,0.5913
"20-May-21",9.27,9.94,9.0027,9.92,130466,0.075329,0.6187
"21-May-21",9.94,11.23,9.92,11.11,150020,0.081526,0.6495
"24-May-21",11.23,11.23,10.15,10.41,170581,0.079991,0.6606
"25-May-21",10.44,10.44,9.401,9.45,500154,0.18565,0.6178
"26-May-21",10.68,11.49,10.57,11.25,3497387,0.137596,0.6129
"27-May-21",11.16,11.7499,10.88,11.4,651082,0.841955,0.7552
"28-May-21",11.35,11.68,10.92,11.46,283235,2.544018,1.2294,811802
"31-May-21",,,,,,3.022277,1.1245
"01-Jun-21",11.85,12.58,11.81,12.07,1023502,1.172569,0.7464
"02-Jun-21",12.07,12.43,11.65,12.15,379406,0.397157,0.6419
"03-Jun-21",12.1,12.335,11.65,12.15,566650,0.35507,0.6512
"04-Jun-21",12.22,12.55,12.07,12.52,291061,0.368505,0.6709
"07-Jun-21",12.22,12.49,11.8801,12.28,501397,0.450739,0.7788
"08-Jun-21",12.35,12.75,12.06,12.31,267057,0.438409,0.7645
"09-Jun-21",12.23,12.27,10.71,11.68,522083,0.452335,0.792,,175186.8716
"10-Jun-21",11.8,12.05,11.56,11.67,85549,0.541925,0.9977,,210581.4388
"11-Jun-21",11.37,11.99,11.27,11.85,164126,0.424061,0.7669,,165607.608
"14-Jun-21",11.94,11.945,11.42,11.8,202291,0.431315,0.7653,,166825.311
"15-Jun-21",11.7,11.76,11.26,11.36,330763,0.441783,0.7592,1580492,171614.9428
"16-Jun-21",11.39,12.09,11.39,11.77,367947,0.447081,0.7647,,174456.2498
"17-Jun-21",11.295,12.09,11.295,11.79,297073,0.479608,0.737,,187607.4422
"18-Jun-21",11.6,11.8885,11.4,11.42,128131,0.618921,0.712,,230551.768
"21-Jun-21",11.315,12,11.315,11.81,150107,0.625771,0.7094,,229334.065
"22-Jun-21",11.25,12.3999,11.25,11.8,226081,0.668923,0.7461,,244839.4832
"23-Jun-21",11.85,12.22,11.63,12.14,91622,0.698941,0.7253,,252632.7824
"24-Jun-21",12.25,12.635,12.09,12.49,319207,0.690346,0.7207,,2293451.9412
"25-Jun-21",12.67,12.98,12.3,12.59,413681,0.676116,0.7216,,2290765.1048
"28-Jun-21",12.59,12.62,12.2,12.55,204281,0.744163,0.706,,2550439.9404
"29-Jun-21",12.6,12.86,12.455,12.79,210631,0.840778,0.6801,,2874598.8496
"30-Jun-21",12.79,12.95,12.57,12.75,128457,0.87067,0.686,2491133,2976224.4852
"01-Jul-21",12.68,13.12,12.48,12.57,259643,0.841814,0.6443,,2911740.4116
"02-Jul-21",12.57,12.57,12.274,12.31,90404,0.886045,0.7173,,3068051.0704
"06-Jul-21",12.26,12.43,12,12.21,207005,1.049481,0.6629,,3671008.7684
"07-Jul-21",12.19,12.19,11.71,11.77,265502,1.036228,0.663,,3676382.4412
"08-Jul-21",11.45,11.74,11.36,11.58,63225,1.078205,0.6715,,3831586.7556
"09-Jul-21",11.69,11.9,11.51,11.81,35676,1.111928,0.6915,,3949649.508
"12-Jul-21",11.78,12.17,11.75,11.77,51415,1.121481,0.6916,,3322673.1954
"13-Jul-21",11.65,11.88,11.51,11.77,95591,1.112799,0.6958,,3301000.3383
"14-Jul-21",11.82,12.03,11.34,11.47,113373,1.119562,0.6896,,3334381.5205
"15-Jul-21",11.42,11.42,11.04,11.36,147453,1.099006,0.698,2776664,3281320.3876
"16-Jul-21",11.46,11.46,10.49,10.63,453367,1.076826,0.6994,,3292779.5994
"19-Jul-21",10.46,10.7,9.91,10.5,227915,1.077232,0.6992,,3333135.954
"20-Jul-21",10.45,10.945,10.32,10.37,124010,1.111037,0.6815,,3397407.1854
"21-Jul-21",10.37,11.45,10.37,11.28,166591,1.13047,0.6612,,3476874.3281
"22-Jul-21",11.3,11.3039,10.77,10.97,135585,1.105638,0.6613,,3419329.1558
"23-Jul-21",11.25,11.45,11,11.24,218829,1.117873,0.6634,,3494312.2591
"26-Jul-21",11.25,11.43,10.98,11.13,71922,1.139445,0.6617,,3017956.1016
"27-Jul-21",11.09,11.29,10.7948,11.25,83515,1.195785,0.6639,,3170672.6216
"28-Jul-21",11.26,11.365,10.9,11.06,63215,1.19909,0.6661,,3183445.276
"29-Jul-21",11.09,11.57,10.98,11.29,89992,1.220616,0.6679,,3198161.5952
"30-Jul-21",11.2,11.87,10.83,11.59,111211,1.201056,0.6615,2823364,3162342.6296
"02-Aug-21",11.6,11.92,11.59,11.71,111634,1.213245,0.6175,,3109308.3472
"03-Aug-21",11.69,11.84,11.4996,11.74,99925,1.233938,0.6563,,3132076.992
"04-Aug-21",11.55,11.85,11.08,11.36,146389,1.202411,0.6564,,3066825.388
"05-Aug-21",11.39,11.535,11.15,11.22,67796,1.23504,0.6525,,3139851.6512
"06-Aug-21",11.28,11.68,11.21,11.5,247324,1.314495,0.6489,,3381143.7528
"09-Aug-21",11.43,11.68,11.3,11.47,109067,1.41533,0.6458,,3690741.7888
"10-Aug-21",11.43,11.505,11.15,11.17,51756,1.288789,0.6515,,2963402.8544
"11-Aug-21",11.15,11.47,11.03,11.35,225689,1.289849,0.6515,,2960579.4904
"12-Aug-21",12.7,12.7,11.05,11.59,328553,1.266002,0.6512,,2944203.9792
"13-Aug-21",11.54,12.24,11.2791,11.82,200465,1.227779,0.6514,2989849,2857244.368
"16-Aug-21",11.75,11.93,11.5,11.85,173627,1.198686,0.6505,,2832963.4376
"17-Aug-21",11.82,12.49,11.435,11.59,135443,1.241237,0.6509,,2910888.284
"18-Aug-21",11.54,11.99,11.33,11.51,89167,1.331566,0.6541,,3122075.9112
"19-Aug-21",11.36,11.65,11.34,11.61,131136,1.378625,0.652,,3232187.1072
"20-Aug-21",11.62,12.02,11.47,11.93,209114,1.378355,0.6486,,3252797.6644
"23-Aug-21",11.96,12.4,11.93,12.24,223830,1.382486,0.6493,,3302771.2072
"24-Aug-21",12.17,12.56,12.17,12.44,263894,1.41129,0.6457,,3525928.9257
"25-Aug-21",12.55,12.55,12.23,12.49,168221,1.495908,0.6401,,3736713.2802
"26-Aug-21",12.55,12.68,12.25,12.34,934792,1.414185,0.6336,,3618614.2447
"27-Aug-21",12.39,12.78,12.37,12.61,203011,1.754206,0.6332,,3680504.119
"30-Aug-21",12.75,12.75,12.25,12.37,208010,1.939727,0.6296,,3933146.3595
"31-Aug-21",12.41,12.77,12.11,12.73,141184,2.003499,0.6684,3499416,4039584.9839
"01-Sep-21",12.62,12.99,12.41,12.88,201741,2.179159,0.6888,,4387603.4075
"02-Sep-21",12.95,12.95,12.37,12.42,132606,2.339822,0.7032,,4424079.5653
"03-Sep-21",12.32,12.71,12.25,12.59,110612,2.704641,0.7187,,5013677.7881
"06-Sep-21",,,,,,2.801198,0.7187,,5013677.7881
"07-Sep-21",12.6,12.71,12.209,12.25,159240,2.806082,0.7145,,5007698.0901
"08-Sep-21",12.21,12.38,11.91,12.04,149543,3.037895,0.743,,5271701.7568
"09-Sep-21",12.03,12.27,11.78,11.82,88305,3.273106,0.7683,,5598193.2676
"10-Sep-21",11.81,12.215,11.69,11.74,129155,3.295148,0.7441,,4725611.3664
"13-Sep-21",11.78,11.8468,11.36,11.5,144245,3.637321,0.7706,,5250523.7664
"14-Sep-21",11.48,11.6,11.06,11.21,127709,3.586949,0.7708,,5153589.9432
"15-Sep-21",11.15,11.58,11.15,11.53,129724,3.513103,0.759,3606189,5016762.7776
"16-Sep-21",11.56,11.91,11.42,11.91,112211,3.445501,0.7484,,4828844.1384
"17-Sep-21",11.91,12.13,11.15,11.27,258515,3.255721,0.7561,,4519845.7056
"20-Sep-21",11.1,11.4901,10.95,11.22,109533,3.317643,0.7593,,4548890.8584
"21-Sep-21",11.36,11.4199,11.06,11.13,44648,3.206353,0.7601,,4345924.7304
"22-Sep-21",11.1,11.46,11.0466,11.15,39473,3.197299,0.7422,,4290983.8992
"23-Sep-21",11.2,11.47,11.1,11.15,47291,3.284009,0.7398,,4336126.3656
"24-Sep-21",11.2,11.83,11.2,11.55,80305,3.022921,0.754,,2866199.0172
"27-Sep-21",11.58,12.1,11.56,11.95,105534,3.321609,0.7666,,3014052.7662
"28-Sep-21",11.85,11.85,11.35,11.47,261938,3.20393,0.7753,,2935798.4649
"29-Sep-21",11.33,11.88,11.33,11.44,137939,3.165826,0.7718,,2882426.8677
"30-Sep-21",11.52,11.78,11.28,11.7,363454,3.209283,0.7825,3489526,2965008.5958
"01-Oct-21",11.73,12.37,11.73,12.06,160234,3.547974,0.8118,,3287401.8924
"04-Oct-21",11.81,11.92,11.65,11.9,139158,4.003676,0.8503,,3693098.1549
"05-Oct-21",11.94,12.83,11.94,12.73,551959,4.182672,0.8859,,3999984.8388
"06-Oct-21",12.74,12.84,12.52,12.64,136867,4.583164,1.0011,,4370340.4491
"07-Oct-21",12.78,13.14,12.65,12.88,428285,4.897059,1.0435,,4762693.8123
"08-Oct-21",13,13.05,12.66,12.72,73274,5.178021,1.0587,,4950576.2592
"11-Oct-21",12.85,13.54,12.685,13.09,258237,5.027683,1.0587,,5826461.5622
"12-Oct-21",13,13.89,12.8901,13.39,2436578,4.24036,1.0628,,5882642.9308
"13-Oct-21",13.39,13.49,12.96,13.34,112551,4.179987,1.0669,,5824716.7992
"14-Oct-21",13.4,13.62,13.2901,13.59,161293,2.12102,0.9057,,2969586.626
"15-Oct-21",13.81,13.819,12.86,13.12,172510,2.02909,0.8448,1731979,2853036.4576
"18-Oct-21",13.1,13.25,12.97,13.15,83940,2.142728,0.8372,,2945508.8966
"19-Oct-21",13.06,13.33,12.99,13.28,76896,3.490913,0.7075,,4753432.3172
"20-Oct-21",13.01,13.41,13.01,13.15,53726,3.407695,0.6905,,4580002.875
"21-Oct-21",13.15,13.67,13.039,13.61,47103,3.353199,0.6733,,4480900.3366
"22-Oct-21",13.51,13.69,13.375,13.66,61726,3.383495,0.6745,,4485436.7204
"25-Oct-21",13.77,14.245,13.69,14.1,209235,3.381986,0.6755,,4502186.4452
"26-Oct-21",14.1,14.71,14.1,14.54,300766,3.371699,0.6757,,2745706.3087
"27-Oct-21",14.68,15.05,13.71,13.81,319237,2.805554,0.6456,,2327260.1823
"28-Oct-21",15,15.155,14.3458,14.45,830074,2.677297,0.6435,,2343194.3891
"29-Oct-21",14.33,14.33,13.39,13.75,241950,2.618191,0.6413,,2320159.0684
"01-Nov-21",13.75,14.3,13.53,14.23,168179,2.579014,0.64,,2315309.5272
"02-Nov-21",14.4,14.42,13.93,14.39,251369,2.569462,0.642,,2311499.1734
"03-Nov-21",14.22,14.57,14.065,14.34,219562
"19-Nov-21",,,,,,,,,,,0
