"Date","open CLOV Price in USD","high CLOV Price in USD","low CLOV Price in USD","close CLOV Price in USD","CLOV Volume","Days to cover 3m (on loan)","Exchange Reported SI","Dividends","hidden"
"08-Jan-21",15.3,17.24,14.55,15.9,15379993,0.264878
"11-Jan-21",15.9306,15.9306,14.75,14.98,13793300,0.566487
"12-Jan-21",14.86,15.45,14.27,14.62,15606580,0.663186
"13-Jan-21",14.56,14.77,13.8,14,13885990,0.633296
"14-Jan-21",14.15,14.52,13.57,14.01,13765610,0.690067
"15-Jan-21",13.87,14.18,13.1,13.24,13851380,0.711893,9109849
"18-Jan-21",,,,,,0.711893
"19-Jan-21",13.69,14.28,13.2707,13.75,13329630,0.710946
"20-Jan-21",13.89,14.33,13.61,13.73,9519175,0.672343
"21-Jan-21",13.785,13.9299,13.33,13.59,7794582,0.657744
"22-Jan-21",13.45,14.14,13.21,13.55,11561950,0.751733
"25-Jan-21",14.26,14.95,13.61,13.93,16186960,0.841727
"26-Jan-21",14.01,15.88,13.85,15.76,25700190,0.883368
"27-Jan-21",15.4,16.84,13.95,14.25,22931100,0.817466
"28-Jan-21",14.78,15.45,13.5,14.07,17912550,0.856731
"29-Jan-21",14.05,14.7,13.6,13.95,12310610,0.867677,12757356
"01-Feb-21",14.13,14.4,13.5,13.81,10178510,0.987071
"02-Feb-21",14.37,14.4,13.91,13.97,11088930,1.045082
"03-Feb-21",14.07,14.2478,13.83,13.95,8780096,1.03774
"04-Feb-21",12.24,13.1,11.86,12.23,69989930,0.938477
"05-Feb-21",12.53,13.07,11.3,12.93,66575310,0.867967
"08-Feb-21",13.04,13.13,12.165,12.37,34364440,0.884488
"09-Feb-21",12.62,13.7,12.4,13.16,30417300,1.144926
"10-Feb-21",13.18,13.25,12.34,12.5,17265760,1.15688
"11-Feb-21",12.38,12.48,11.76,12.01,14698960,0.959488
"12-Feb-21",11.925,12.39,11.75,12.08,9652781,0.982288,19849965
"15-Feb-21",,,,,,0.982288
"16-Feb-21",12.2,12.23,11.4,11.49,18244980,0.919482
"17-Feb-21",11.13,11.54,11.05,11.32,13279750,0.998988
"18-Feb-21",11.11,11.2411,10.51,10.83,15000020,1.055848
"19-Feb-21",10.8,11.31,10.55,10.98,16930780,1.091842
"22-Feb-21",11,11.67,10.98,11.08,13030880,1.075423
"23-Feb-21",10.62,10.88,9.68,10.13,18013170,1.138582
"24-Feb-21",10.157,10.49,10.05,10.34,8457295,1.15873
"25-Feb-21",10.3,10.57,9.56,9.71,15351670,1.205232
"26-Feb-21",9.92,10,9.16,9.4,16535860,1.159788,24618803
"01-Mar-21",9.97,10.82,9.81,10.37,19560690,1.204827
"02-Mar-21",9.85,9.85,9,9.04,31920220,1.239666
"03-Mar-21",8.99,9.28,8.02,8.29,25552440,1.291763
"04-Mar-21",8.08,8.27,6.93,7.29,29250590,1.304046
"05-Mar-21",7.62,7.96,6.31,7.84,27624270,1.286009
"08-Mar-21",7.907,8.12,7.3,7.35,14706650,1.269057
"09-Mar-21",7.56,8.38,7.4289,8.19,13962880,1.298618
"10-Mar-21",8.3,8.6,8,8.11,13634690,1.353001
"11-Mar-21",8.36,8.84,8.3,8.67,9389762,1.30966
