"Date","open RMO Price in USD","high RMO Price in USD","low RMO Price in USD","close RMO Price in USD","RMO Volume","Days to cover 3m (on loan)","Exchange Reported SI","Dividends","hidden"
"30-Dec-20",29.5,32.73,26,26.42,16830140
"31-Dec-20",25.14,25.15,22.4,22.49,9336329,,3264204
"27-Jul-21",6.89,6.936,6.46,6.63,3113475,6.657944
"28-Jul-21",6.7,7.1299,6.69,7.06,2922200,6.812204
"29-Jul-21",7.14,7.23,6.93,6.93,1431578,6.948723
"30-Jul-21",6.9,7.339,6.87,7.05,3642112,6.851517,22035782
"02-Aug-21",7.06,7.14,6.89,6.99,1901262,6.797653
"03-Aug-21",6.95,7.015,6.67,6.85,1966083,6.988482
"04-Aug-21",6.78,7.04,6.6,6.71,2039701,7.043634
"05-Aug-21",6.75,7.03,6.67,6.86,1548986,6.999995
"06-Aug-21",6.97,7,6.64,6.64,2546113,7.316623
"09-Aug-21",6.67,6.9,6.55,6.85,2753386,7.539312
"10-Aug-21",6.97,7.159,6.72,6.9,3033542,7.561318
"11-Aug-21",6.91,6.915,6.6,6.87,3025597,7.635438
"12-Aug-21",6.84,6.96,6.74,6.9,2207588,7.655299
"13-Aug-21",7.43,7.44,6.56,6.57,9098247,7.653204,24262266
"16-Aug-21",6.52,6.52,5.8,5.82,10245780,7.648938
"17-Aug-21",4.97,5.01,4.6,4.76,23006160,7.783495
"18-Aug-21",4.8,4.95,4.66,4.79,8938678,7.227926
"19-Aug-21",4.69,4.74,4.17,4.2,12747760,6.690419
"20-Aug-21",4.25,4.33,4.09,4.29,10095190,6.67578
"23-Aug-21",4.33,5.12,4.28,5.04,13486060,6.341898
"24-Aug-21",4.99,5.06,4.7721,4.97,5953536,5.970834
"25-Aug-21",5,5.369,4.9,5.04,7401969,5.236099
"26-Aug-21",5.04,5.52,4.98,5.06,7932615,4.823484
"27-Aug-21",5.13,5.235,4.88,4.9,5927123,4.553474
"30-Aug-21",4.96,5.08,4.92,5.04,4042276,4.470479
"31-Aug-21",5.035,5.14,4.85,4.87,5088206,4.469019,25133830
"01-Sep-21",4.9,5.1,4.77,4.89,4800148,4.172002
"02-Sep-21",4.91,5.13,4.91,5.04,4040945,4.153636
"03-Sep-21",5.06,5.0985,4.94,5.07,2705735,3.966447
"06-Sep-21",,,,,,4.010191
"07-Sep-21",5.1,5.23,5.05,5.18,3768355,3.969492
"08-Sep-21",5.16,5.19,4.72,4.84,6177910,3.88541
"09-Sep-21",4.76,4.94,4.68,4.85,3760089,3.919768
"10-Sep-21",4.85,4.91,4.6,4.61,4480052,4.030713
"13-Sep-21",4.7,4.78,4.54,4.65,4561053,4.018749
"14-Sep-21",4.64,4.98,4.625,4.75,5326249,3.924753
"15-Sep-21",4.71,4.855,4.67,4.82,2760960,3.927355,24428891
"16-Sep-21",4.8,4.99,4.72,4.93,3134977,3.805256
"17-Sep-21",4.92,5.16,4.9,5.08,15812410,3.690136
"20-Sep-21",4.8,4.85,4.56,4.72,5354046,3.792477
"21-Sep-21",4.74,4.98,4.68,4.96,3505027,5.156352
"22-Sep-21",4.94,5.1601,4.94,4.99,4003701,5.924405
"23-Sep-21",5.12,5.5076,4.98,5.46,9426503,5.756426
"24-Sep-21",5.26,5.42,5.1477,5.18,4351451,5.641818
"27-Sep-21",5.22,5.63,5.19,5.61,5726033,6.21751
"28-Sep-21",5.57,5.72,5,5.08,7014592,5.895125
"29-Sep-21",5.13,5.23,4.85,4.94,6154788,5.856997
"30-Sep-21",4.93,5.0287,4.81,4.95,2333873,5.800032,25219471
"01-Oct-21",4.96,5.0899,4.785,4.88,2710631,6.139674
"04-Oct-21",4.85,4.85,4.58,4.6,3440713,6.11952
"05-Oct-21",4.67,4.82,4.58,4.6,3157938,6.253443
"06-Oct-21",4.51,4.64,4.48,4.63,3235066,6.351257
"07-Oct-21",4.72,4.81,4.62,4.67,2207592,6.443134
"08-Oct-21",4.75,4.75,4.6,4.64,1591589,6.795576
"11-Oct-21",4.67,4.78,4.5939,4.62,1625643,6.759895
"12-Oct-21",4.64,4.82,4.64,4.76,2564811,6.729674
"13-Oct-21",4.8,4.94,4.7,4.94,1932896,6.847598
"14-Oct-21",4.99,5.02,4.83,4.85,1731944,6.72984
"15-Oct-21",4.98,4.98,4.75,4.77,2472271,6.67822,25227655
"18-Oct-21",4.7,4.78,4.655,4.73,2349440,6.685645
"19-Oct-21",4.79,4.92,4.74,4.85,3735510,6.703404
"20-Oct-21",4.87,4.96,4.785,4.89,2198272,6.744911
"21-Oct-21",4.86,5,4.81,4.88,3393984,6.711044
"22-Oct-21",4.87,4.87,4.52,4.56,3318540,6.469291
"25-Oct-21",4.58,4.74,4.53,4.6,4172409,6.406435
"26-Oct-21",4.56,4.56,4.16,4.17,12171810,6.251378
"27-Oct-21",4.12,4.18,3.94,3.97,8092857,6.101543
"28-Oct-21",4,4.47,3.98,4.42,10524800,6.372429
"29-Oct-21",4.35,4.49,4.24,4.34,4508815,6.407783
"16-Nov-21",,,,,,,,,0
