"Date","open RMO Price in USD","high RMO Price in USD","low RMO Price in USD","close RMO Price in USD","RMO Volume","Days to cover 3m (on loan)","Exchange Reported SI","Dividends","hidden"
"30-Dec-20",29.5,32.73,26,26.42,16830140
"31-Dec-20",25.14,25.15,22.4,22.49,9336329,,3264204
"01-Jan-21",,,,,,0.275332
"04-Jan-21",23.2,23.2255,18.48,19.1,10573740,0.346371
"05-Jan-21",18.51,21.98,18.2,20.86,7592353,0.440293
"06-Jan-21",21,22.23,19.28,19.9,7845383,0.476626
"07-Jan-21",20.95,21.48,20.1101,20.89,4182846,0.553944
"08-Jan-21",21.5,21.6,19.75,20,4324430,0.583489
"11-Jan-21",19.5,20.49,19.3102,19.35,3671243,0.647604
"12-Jan-21",19.45,19.6,18.6,19.25,3960190,0.716862
"13-Jan-21",20.49,23.15,20.03,23,9333476,0.73791
"14-Jan-21",23.16,23.16,21.6,22,7193855,0.735042
"15-Jan-21",22.35,23.35,21.4,22.08,5644959,0.759977,6461458
"18-Jan-21",,,,,,0.780306
"19-Jan-21",21.9,21.99,20.57,20.69,5313041,0.793792
"20-Jan-21",20.5,20.5,19.5,19.96,4585681,0.856542
"21-Jan-21",19.8,20.17,19.47,19.85,2957014,0.823241
"22-Jan-21",19.7,20.1,19.25,19.31,3744852,0.814816
"25-Jan-21",19.54,19.75,18.11,18.49,7618004,0.829602
"26-Jan-21",19.2,20.86,19.14,20.25,8989813,0.773193
"27-Jan-21",19.36,19.69,18.48,18.58,7159690,0.883395
"28-Jan-21",18.9,19.21,18.08,18.2,5346634,0.874254
"29-Jan-21",18.23,18.49,17.06,17.77,6311110,0.8421,8722717
"01-Feb-21",18.1,19.25,17.17,18.54,9507480,0.793964
"02-Feb-21",19.01,19.42,18.01,18.64,5996107,0.785016
"03-Feb-21",19.04,19.52,18.35,18.47,5531309,0.7634
"04-Feb-21",18.98,19.1596,17.93,18.44,5004811,0.517233
"05-Feb-21",18.77,19.25,18.38,18.44,4862797,0.583394
"08-Feb-21",18.73,20,18.52,19.36,5646824,0.529761
"09-Feb-21",19.4,19.5399,18.6,19.19,4914883,0.429562
"10-Feb-21",19.4,19.51,18.11,18.14,6041457,0.503994
"11-Feb-21",18.3,18.49,17.58,17.71,4491640,0.536798
"12-Feb-21",16.17,17.24,16.04,16.75,8985569,0.576981,4798487
"15-Feb-21",,,,,,0.567582
"16-Feb-21",16.91,17.01,15.86,16.01,6706010,0.576403
"17-Feb-21",15.84,16.01,15.19,15.37,5135785,0.746166
"18-Feb-21",15.26,15.28,14.22,14.31,6595555,0.605896
"19-Feb-21",15.2,15.2989,14.65,14.89,6047052,0.658305
"22-Feb-21",14.89,15.09,13.88,13.97,7383331,0.638963
"23-Feb-21",12.99,13.05,11.56,12.63,9415446,0.695125
"24-Feb-21",13.21,13.3299,12.5301,13.31,5720593,0.697609
"25-Feb-21",13.29,13.84,12.53,12.71,4726316,0.840015
"26-Feb-21",12.63,12.63,12.06,12.33,4845525,0.857253,8576445
"01-Mar-21",12.8,13.15,12.5812,13.03,2939372,0.948316
"02-Mar-21",12.97,13.67,12.71,12.78,4150850,1.062161
"03-Mar-21",12.87,12.89,11.45,11.51,5583480,0.976871
"04-Mar-21",11.53,11.62,9.6,10.41,10518330,1.103469
"05-Mar-21",10.45,10.45,8.42,9.68,10730110,1.173897
"08-Mar-21",9.81,10.26,9.35,9.38,5468213,1.334543
"09-Mar-21",10.28,11.8,9.99,11.31,8986825,1.352301
"10-Mar-21",11.9999,12.3594,11.36,11.7,7760907,1.324631
"11-Mar-21",12.01,13.65,12.01,13.47,8906573,1.468484
"12-Mar-21",12.99,13.82,12.7086,13.79,4897778,1.473903
"15-Mar-21",13.86,14.61,13.6401,14.09,5640626,1.546333,8788685
"16-Mar-21",13.93,14.05,12.95,13.11,5495571,1.54374
"17-Mar-21",12.55,13.65,12.52,13.49,5381836,1.519478
"18-Mar-21",13,13.25,12.29,12.5,4779217,1.547821
"19-Mar-21",12.37,13.49,12.21,13.41,10374980,1.470013
"22-Mar-21",13.3,13.53,12.81,12.97,4291906,1.602693
"23-Mar-21",12.76,12.78,12.03,12.22,5349370,1.826567
"24-Mar-21",12.44,12.66,11.56,11.6,4091949,1.931954
"25-Mar-21",11.13,11.8645,11.02,11.55,4071328,2.190142
"26-Mar-21",11.49,11.97,11.0601,11.49,2839801,2.137287
"29-Mar-21",11.47,11.54,10.61,10.88,3940072,2.011443
"30-Mar-21",10.59,10.73,10.11,10.37,11754330,1.981888
"31-Mar-21",8.6,8.9,8.3,8.33,20086530,1.875414,12182555
"01-Apr-21",8.62,9.05,8.2,8.28,12550820
"02-Apr-21",,,,,,2.332792
"05-Apr-21",8.52,8.52,7.71,8.02,9972597,3.074863
"06-Apr-21",8.73,13.64,8.41,12.8,205194200,2.216931
"07-Apr-21",11.91,12.59,10.31,10.45,50147330,2.425865
"08-Apr-21",10.53,11.13,10.01,10.36,17252090,2.643633
"09-Apr-21",10.36,10.44,9.47,9.63,10715030,2.644428
"12-Apr-21",9.48,10.2284,9.06,9.66,9604191,2.676007
"13-Apr-21",9.33,9.82,8.94,9.2,8594733,2.710063
"14-Apr-21",9.25,9.5,8.855,8.9,7194892,2.717608
"15-Apr-21",8.99,8.99,8.15,8.33,7693139,2.690454,21640863
"16-Apr-21",8.27,8.49,7.86,8.37,6564578,2.650497
"19-Apr-21",8.2,8.22,7.63,7.68,7188614,2.70511
"20-Apr-21",7.66,7.87,6.97,7.21,8547194,2.704086
"21-Apr-21",7.05,7.98,6.9125,7.87,9040869,2.754272
"22-Apr-21",7.98,8.86,7.8,8.25,10626040,2.693368
"23-Apr-21",8.23,8.7,8.23,8.52,4838469,2.6924
"26-Apr-21",8.71,9.17,8.41,9.14,4289427,2.678585
"27-Apr-21",9.27,9.3,8.78,8.99,4318313,2.730799
"28-Apr-21",8.84,9.215,8.6766,9.15,3259998,2.734041
"29-Apr-21",9.11,9.153,8.55,8.87,3192306,2.758247
"30-Apr-21",8.73,9.11,8.61,8.61,2401778,2.699712,22480368
"03-May-21",8.63,8.7302,8.02,8.27,2977416,2.690237
"04-May-21",8.15,8.4401,7.71,8.4,3591783,2.685231
"05-May-21",8.28,8.43,7.905,7.92,2292255,2.674534
"06-May-21",7.98,7.98,7.3414,7.56,3465076,2.666212
"07-May-21",7.6,8.07,7.49,7.72,2807271,2.746668
"10-May-21",7.7,7.7838,7.08,7.12,3800758,2.744781
"11-May-21",6.87,7.44,6.8,7.18,3809132,2.788739
"12-May-21",7.02,7.3,6.71,6.82,3192159,2.783593
"13-May-21",7.02,7.3,6.55,6.61,5937781,2.861532
"14-May-21",6.76,6.93,6.33,6.9,6986497,2.908003,23475502
"17-May-21",6.72,7.35,6.68,7.35,4060580,2.882213
"18-May-21",7.35,8.08,7.15,7.77,4998445,2.843015
"19-May-21",7.38,7.91,7.32,7.61,3263458,2.798038
"20-May-21",7.785,7.83,7.33,7.7,2536497,2.78192
"21-May-21",7.69,8.05,7.52,7.81,2569811,2.727846
"24-May-21",7.88,7.97,7.61,7.88,2501312,2.748344
"25-May-21",7.86,8.06,7.54,7.57,2462137,2.763662
"26-May-21",7.63,8.14,7.51,8.07,3113897,2.702038
"27-May-21",8.11,8.38,7.86,8.38,3911251,2.695645
"28-May-21",8.78,9.03,8.32,8.48,7797552,2.703511,22826985
"31-May-21",,,,,,2.725916
"01-Jun-21",8.56,8.7,8.14,8.63,3092083,2.76309
"02-Jun-21",8.82,9.23,8.7,9.18,6076313,2.742446
"03-Jun-21",9.02,10.28,8.88,9.56,9131137,2.723204
"04-Jun-21",9.74,9.7899,9.05,9.15,3077716,2.74206
"07-Jun-21",9.25,10.24,9.02,9.71,5643314,2.699982
"08-Jun-21",10.11,10.56,9.76,10.32,7685863,2.694019
"09-Jun-21",10.72,10.74,9.78,9.88,5245829,2.667933
"10-Jun-21",9.92,10.13,9.19,9.36,4147461,2.676384
"11-Jun-21",9.39,9.49,9.09,9.23,2743310,2.679227
"14-Jun-21",9.19,9.39,8.765,8.83,3681210,2.660769
"15-Jun-21",8.88,8.9,8.36,8.62,3096177,2.736179,22287917
"16-Jun-21",8.56,8.85,8.45,8.77,2402337,2.755298
"17-Jun-21",8.69,8.99,8.43,8.58,2305525,3.028127
"18-Jun-21",8.6,8.8,8.375,8.77,4359749,3.029082
"21-Jun-21",8.8,8.8,8.162,8.35,2905559,3.152355
"22-Jun-21",8.33,8.54,8.22,8.53,2065068,3.28503
"23-Jun-21",8.62,8.8199,8.55,8.69,2691318,3.364693
"24-Jun-21",8.81,8.93,8.53,8.72,2453725,3.394132
"25-Jun-21",8.75,8.97,8.62,8.72,8627595,3.37122
"28-Jun-21",8.75,8.78,8.39,8.46,6590060,3.337458
"29-Jun-21",8.51,8.67,8.15,8.21,5526068,3.439516
"30-Jun-21",8.165,8.26,7.88,8.14,3054166,3.451343,23535552
"01-Jul-21",8.13,8.2173,7.89,8.01,2459553,3.679175
"02-Jul-21",7.99,8.05,7.69,7.75,2569165,3.639655
"06-Jul-21",7.76,7.77,7.45,7.53,3282825,3.534537
"07-Jul-21",7.5,7.5865,7.09,7.2,2704571,5.676582
"08-Jul-21",7.14,7.37,6.95,7.21,2407450,6.495688
"09-Jul-21",7.35,7.49,7.17,7.49,2223299,6.694281
"12-Jul-21",7.53,7.53,7.05,7.13,2723363,6.759606
"13-Jul-21",7.11,7.23,6.955,7.23,2600953,6.984667
"14-Jul-21",7.22,7.4,6.98,7.22,2590301,7.006546
"15-Jul-21",7.155,7.72,7.08,7.46,4255010,6.752479,23547515
"16-Jul-21",7.5,7.57,7.02,7.11,2310579,6.628396
"19-Jul-21",6.94,7.02,6.7,6.85,3124522,5.774015
"20-Jul-21",6.85,7.145,6.575,7.03,2934246,5.92416
"21-Jul-21",7.08,7.5,7.06,7.4,2135444,5.997964
"22-Jul-21",7.38,7.38,7.08,7.1,1389196,6.255907
"23-Jul-21",7.07,7.07,6.835,6.98,1732198,6.593667
"26-Jul-21",6.98,7.19,6.86,6.92,2127716,6.533496
